tourney_name,winner,loser,Winner,Loser,Round,Round.1,AvgW,AvgL,Avgoddsw,Avgoddsl
Brisbane,Harrison,Mayer,Dolgopolov,Schwartzman,5,5,2.17,1.68,,
Brisbane,Donaldson,Thompson,De,Johnson,5,5,2.96,1.39,,
Brisbane,Istomin,Dzumhur,Harrison,Mayer,5,5,1.67,2.17,,
Brisbane,De,Johnson,Ebden,Tiafoe,5,5,2.37,1.58,,
Brisbane,Mmoh,Delbonis,Zverev,Smith,5,5,1.44,2.73,,
Brisbane,Zverev,Patrick,Zeballos,Escobedo,5,5,2.2,1.66,,
Brisbane,Dolgopolov,Schwartzman,Donaldson,Thompson,5,5,1.89,1.89,,
Brisbane,Zeballos,Escobedo,Mmoh,Delbonis,5,5,1.77,2.03,,
Brisbane,Ebden,Tiafoe,Chung,Muller,5,5,1.59,2.35,,
Brisbane,Chung,Muller,Edmund,Shapovalov,5,5,1.74,2.08,,
Brisbane,Edmund,Shapovalov,Istomin,Dzumhur,5,5,2.53,1.51,,
Brisbane,Millman,Polansky,Millman,Polansky,5,5,1.33,3.27,,
Brisbane,Harrison,Hanfmann,Dolgopolov,Zeballos,4,4,1.34,3.2,,
Brisbane,Istomin,Donaldson,Kyrgios,Ebden,4,4,1.16,5.18,,
Brisbane,De,Raonic,Mmoh,Zverev,4,4,2.4,1.56,,
Brisbane,Mmoh,Zverev,De,Raonic,4,4,4.4,1.2,,
Brisbane,Dolgopolov,Zeballos,Istomin,Donaldson,4,4,1.92,1.87,,
Brisbane,Kyrgios,Ebden,Harrison,Hanfmann,4,4,1.34,3.21,,
Brisbane,Edmund,Chung,Edmund,Chung,4,4,2.06,1.74,,
Brisbane,Dimitrov,Millman,Dimitrov,Millman,4,4,1.17,4.85,,
Brisbane,Harrison,Istomin,De,Mmoh,3,3,1.73,2.11,,
Brisbane,De,Mmoh,Kyrgios,Dolgopolov,3,3,1.45,2.77,,
Brisbane,Kyrgios,Dolgopolov,Harrison,Istomin,3,3,1.88,1.92,,
Brisbane,Dimitrov,Edmund,Dimitrov,Edmund,3,3,1.36,3.18,,
Brisbane,Harrison,De,Harrison,De,2,2,1.65,2.25,,
Brisbane,Kyrgios,Dimitrov,Kyrgios,Dimitrov,2,2,2.05,1.77,,
Brisbane,Kyrgios,Harrison,Kyrgios,Harrison,1,1,1.21,4.5,,
Doha,Coric,Carreno,Rublev,Stebe,5,5,1.49,2.59,,
Doha,Basilashvili,Fabbiano,Verdasco,Sela,5,5,1.4,2.92,,
Doha,Rublev,Marcel,Thiem,Donskoy,5,5,1.21,4.26,,
Doha,Verdasco,Sela,Basilashvili,Fabbiano,5,5,1.68,2.16,,
Doha,Pella,Ramos,Tsitsipas,Mayer,5,5,1.52,2.49,,
Doha,Travaglia,Al,Coric,Carreno,5,5,1.75,2.06,,
Doha,Basic,Haider,Basic,Haider-Maurer,5,5,1.23,4.08,,
Doha,Lopez,Garcia,Lopez,Garcia-Lopez,5,5,1.55,2.42,,
Doha,Gojowczyk,Krajinovic,Gojowczyk,Krajinovic,5,5,2.14,1.7,,
Doha,Berrettini,Troicki,Bedene,Jaziri,5,5,1.57,2.38,,
Doha,Monfils,Lorenzi,Berrettini,Troicki,5,5,2.27,1.62,,
Doha,Lennard,Berdych,Struff,Berdych,5,5,3.14,1.35,,
Doha,Gasquet,Estrella,Travaglia,Al,5,5,1.01,18.89,,
Doha,Tsitsipas,Mayer,Gasquet,Estrella,5,5,1.11,6.45,,
Doha,Bedene,Jaziri,Pella,Ramos-Vinolas,5,5,1.92,1.86,,
Doha,Thiem,Donskoy,Monfils,Lorenzi,5,5,1.23,4.04,,
Doha,Coric,Basilashvili,Coric,Basilashvili,4,4,1.46,2.66,,
Doha,Rublev,Verdasco,Basic,Lopez,4,4,2.67,1.46,,
Doha,Pella,Travaglia,Rublev,Verdasco,4,4,2.17,1.68,,
Doha,Basic,Lopez,Gojowczyk,Berrettini,4,4,1.57,2.38,,
Doha,Gojowczyk,Berrettini,Thiem,Bedene,4,4,1.3,3.47,,
Doha,Monfils,Lennard,Pella,Travaglia,4,4,1.44,2.73,,
Doha,Tsitsipas,Gasquet,Monfils,Struff,4,4,1.61,2.3,,
Doha,Thiem,Bedene,Tsitsipas,Gasquet,4,4,3.04,1.37,,
Doha,Rublev,Coric,Pella,Basic,3,3,1.52,2.5,,
Doha,Pella,Basic,Rublev,Coric,3,3,2.06,1.76,,
Doha,Monfils,Gojowczyk,Thiem,Tsitsipas,3,3,1.39,2.98,,
Doha,Thiem,Tsitsipas,Monfils,Gojowczyk,3,3,1.52,2.54,,
Doha,Rublev,Pella,Rublev,Pella,2,2,1.52,2.54,,
Doha,Monfils,Thiem,Monfils,Thiem,2,2,2.52,1.53,,
Doha,Monfils,Rublev,Monfils,Rublev,1,1,1.62,2.3,,
Pune,Monteiro,Bemelmans,Jarry,Andujar,5,5,1.37,3.04,,
Pune,Djere,Copil,Fucsovics,Kicker,5,5,1.24,3.99,,
Pune,Kukushkin,Albot,Kukushkin,Albot,5,5,1.59,2.35,,
Pune,Fucsovics,Kicker,Ojeda,Vesely,5,5,3.19,1.34,,
Pune,Jarry,Andujar,Herbert,Cecchinato,5,5,1.26,3.74,,
Pune,Haase,Kavcic,Simon,Sandgren,5,5,1.46,2.68,,
Pune,Ojeda,Vesely,Ramanathan,Carballes,5,5,1.65,2.21,,
Pune,Ivashka,Nagal,Ivashka,Nagal,5,5,1.65,2.23,,
Pune,Simon,Sandgren,Djere,Copil,5,5,2.82,1.42,,
Pune,Hugues,Cecchinato,Haase,Kavcic,5,5,1.33,3.27,,
Pune,Bhambri,Kadhe,Bhambri,Kadhe,5,5,1.08,7.76,,
Pune,Ramanathan,Carballes,Monteiro,Bemelmans,5,5,1.92,1.86,,
Pune,Anderson,Monteiro,Paire,Fucsovics,4,4,2.13,1.7,,
Pune,Kukushkin,Djere,Herbert,Bhambri,4,4,2.34,1.59,,
Pune,Paire,Fucsovics,Haase,Jarry,4,4,1.33,3.25,,
Pune,Haase,Jarry,Simon,Bautista,4,4,3.53,1.29,,
Pune,Ojeda,Ivashka,Kukushkin,Djere,4,4,1.35,3.14,,
Pune,Simon,Bautista,Cilic,Ramanathan,4,4,1.08,7.98,,
Pune,Hugues,Bhambri,Ojeda,Ivashka,4,4,2.76,1.43,,
Pune,Cilic,Ramanathan,Anderson,Monteiro,4,4,1.09,7.26,,
Pune,Anderson,Kukushkin,Cilic,Herbert,3,3,1.16,5.05,,
Pune,Paire,Haase,Simon,Ojeda,3,3,1.14,5.52,,
Pune,Simon,Ojeda,Anderson,Kukushkin,3,3,1.22,4.27,,
Pune,Cilic,Hugues,Paire,Haase,3,3,2.16,1.68,,
Pune,Anderson,Paire,Simon,Cilic,2,2,3.35,1.32,,
Pune,Simon,Cilic,Anderson,Paire,2,2,1.3,3.52,,
Pune,Simon,Anderson,Simon,Anderson,1,1,2.75,1.45,,
Auckland,Shapovalov,Dutra,Sousa,Young,5,5,1.76,2.05,,
Auckland,Khachanov,Sugita,Ferrer,Wu,5,5,1.22,4.26,,
Auckland,Cuevas,Daniel,Khachanov,Sugita,5,5,1.59,2.33,,
Auckland,Chung,Sandgren,Bautista,Venus,5,5,1.03,12.33,,
Auckland,Sousa,Young,Shapovalov,Dutra,5,5,1.33,3.28,,
Auckland,Ferrer,Wu,Cuevas,Daniel,5,5,1.39,2.94,,
Auckland,Bautista,Venus,Gojowczyk,Smyczek,5,5,1.56,2.41,,
Auckland,Johnson,Caruana,Johnson,Caruana,5,5,1.11,6.73,,
Auckland,Vesely,Albot,Vesely,Albot,5,5,1.81,1.98,,
Auckland,Lacko,Tsitsipas,Lacko,Tsitsipas,5,5,2.66,1.47,,
Auckland,Haase,Ruud,Haase,Ruud,5,5,1.37,3.08,,
Auckland,Gojowczyk,Smyczek,Chung,Sandgren,5,5,1.23,4.09,,
Auckland,Martin,Shapovalov,Bautista,Johnson,4,4,1.29,3.57,,
Auckland,Khachanov,Cuevas,Haase,Lacko,4,4,1.75,2.07,,
Auckland,Chung,Isner,Vesely,Querrey,4,4,2.78,1.44,,
Auckland,Ferrer,Sousa,Gojowczyk,Sock,4,4,2.76,1.44,,
Auckland,Bautista,Johnson,Ferrer,Sousa,4,4,1.73,2.09,,
Auckland,Vesely,Querrey,Khachanov,Cuevas,4,4,1.61,2.3,,
Auckland,Haase,Lacko,Del,Shapovalov,4,4,1.39,2.97,,
Auckland,Gojowczyk,Sock,Chung,Isner,4,4,2.14,1.7,,
Auckland,Martin,Khachanov,Bautista,Vesely,3,3,1.18,4.8,,
Auckland,Ferrer,Chung,Haase,Gojowczyk,3,3,2.09,1.74,,
Auckland,Bautista,Vesely,Ferrer,Chung,3,3,2.1,1.73,,
Auckland,Haase,Gojowczyk,Del,Khachanov,3,3,1.27,3.79,,
Auckland,Martin,Ferrer,Bautista,Haase,2,2,1.26,3.89,,
Auckland,Bautista,Haase,Del,Ferrer,2,2,1.29,3.58,,
Auckland,Bautista,Martin,Bautista,Del,1,1,3.14,1.36,,
Sydney,Millman,Popyrin,Lorenzi,Thompson,5,5,2.3,1.61,,
Sydney,Paire,Bedene,Dolgopolov,Troicki,5,5,1.43,2.8,,
Sydney,Mayer,Zverev,Dzumhur,Struff,5,5,1.91,1.88,,
Sydney,Lopez,Vukic,Berankis,Bolt,5,5,1.78,2.03,,
Sydney,De,Verdasco,Millman,Popyrin,5,5,1.16,5.17,,
Sydney,Dzumhur,Lennard,Medvedev,Kohlschreiber,5,5,2.27,1.62,,
Sydney,Mannarino,Donskoy,Mannarino,Donskoy,5,5,1.49,2.61,,
Sydney,Berankis,Bolt,Mayer,Zverev,5,5,1.96,1.83,,
Sydney,Dolgopolov,Troicki,Lopez,Vukic,5,5,1.31,3.41,,
Sydney,Medvedev,Kohlschreiber,De,Verdasco,5,5,2.43,1.55,,
Sydney,Donaldson,Simon,Paire,Bedene,5,5,2.13,1.7,,
Sydney,Lorenzi,Thompson,Donaldson,Simon,5,5,2.12,1.71,,
Sydney,Muller,Millman,Mannarino,Berankis,4,4,1.3,3.47,,
Sydney,Paire,Mayer,Lorenzi,Ramos-Vinolas,4,4,2.26,1.64,,
Sydney,Lopez,Schwartzman,Paire,Mayer,4,4,1.87,1.94,,
Sydney,De,Dzumhur,Fognini,Dolgopolov,4,4,2.67,1.47,,
Sydney,Mannarino,Berankis,Medvedev,Donaldson,4,4,1.81,1.99,,
Sydney,Fognini,Dolgopolov,De,Dzumhur,4,4,2.15,1.69,,
Sydney,Medvedev,Donaldson,Lopez,Schwartzman,4,4,2.55,1.51,,
Sydney,Lorenzi,Ramos,Muller,Millman,4,4,2.09,1.73,,
Sydney,Paire,Muller,Fognini,Mannarino,3,3,2.18,1.68,,
Sydney,De,Lopez,Medvedev,Lorenzi,3,3,1.53,2.5,,
Sydney,Fognini,Mannarino,Paire,Muller,3,3,2.17,1.69,,
Sydney,Medvedev,Lorenzi,De,Lopez,3,3,1.87,1.92,,
Sydney,De,Paire,Medvedev,Fognini,2,2,1.95,1.85,,
Sydney,Medvedev,Fognini,De,Paire,2,2,1.81,1.99,,
Sydney,Medvedev,De,Medvedev,De,1,1,2.17,1.68,,
Australian Open,Nadal,Estrella,Dolgopolov,Haider-Maurer,7,7,1.03,13.72,,
Australian Open,Mayer,Jarry,Harrison,Sela,7,7,1.33,3.31,,
Australian Open,Millman,Coric,Edmund,Anderson,7,7,2.92,1.41,,
Australian Open,Dzumhur,Lorenzi,Carreno,Kubler,7,7,1.28,3.73,,
Australian Open,Schwartzman,Lajovic,Cuevas,Youzhny,7,7,1.64,2.27,,
Australian Open,Ruud,Halys,Istomin,Herbert,7,7,1.68,2.18,,
Australian Open,Dolgopolov,Haider,Muller,Delbonis,7,7,1.25,3.99,,
Australian Open,Ebden,Isner,Seppi,Moutet,7,7,1.33,3.36,,
Australian Open,Carreno,Kubler,Rublev,Ferrer,7,7,1.88,1.92,,
Australian Open,Simon,Copil,Ebden,Isner,7,7,3.24,1.34,,
Australian Open,Jaziri,Caruso,Nishioka,Kohlschreiber,7,7,3.55,1.3,,
Australian Open,Muller,Delbonis,Troicki,Bolt,7,7,1.27,3.77,,
Australian Open,Cuevas,Youzhny,Shapovalov,Tsitsipas,7,7,1.71,2.14,,
Australian Open,Harrison,Sela,Dimitrov,Novak,7,7,1.01,17.22,,
Australian Open,Sousa,Brown,Schwartzman,Lajovic,7,7,1.26,3.9,,
Australian Open,Cilic,Pospisil,Cilic,Pospisil,7,7,1.13,5.95,,
Australian Open,Dimitrov,Novak,Dzumhur,Lorenzi,7,7,1.74,2.11,,
Australian Open,McDonald,Ymer,Karlovic,Djere,7,7,1.88,1.92,,
Australian Open,Baghdatis,Bhambri,Mcdonald,Ymer,7,7,1.91,1.89,,
Australian Open,Rublev,Ferrer,Simon,Copil,7,7,1.38,3.07,,
Australian Open,Kyrgios,Dutra,Sugita,Sock,7,7,2.88,1.41,,
Australian Open,Troicki,Bolt,Basilashvili,Melzer,7,7,1.5,2.59,,
Australian Open,Shapovalov,Tsitsipas,Baghdatis,Bhambri,7,7,1.79,2.02,,
Australian Open,Tsonga,King,Millman,Coric,7,7,2.09,1.73,,
Australian Open,Edmund,Anderson,Mayer,Jarry,7,7,1.43,2.81,,
Australian Open,Istomin,Hugues,Ruud,Halys,7,7,1.83,1.96,,
Australian Open,Basilashvili,Melzer,Bemelmans,Pouille,7,7,4.68,1.19,,
Australian Open,Bemelmans,Pouille,Kyrgios,Dutra,7,7,1.02,16.22,,
Australian Open,Nishioka,Kohlschreiber,Nadal,Estrella,7,7,1.01,22.16,,
Australian Open,Seppi,Moutet,Jaziri,Caruso,7,7,1.77,2.05,,
Australian Open,Karlovic,Djere,Sousa,Brown,7,7,1.37,3.08,,
Australian Open,Sugita,Sock,Tsonga,King,7,7,1.09,7.22,,
Australian Open,Thiem,Pella,Lacko,Raonic,7,7,5.17,1.16,,
Australian Open,Kudla,Johnson,Vesely,Safranek,7,7,1.26,3.88,,
Australian Open,Vesely,Safranek,Fucsovics,Albot,7,7,1.44,2.8,,
Australian Open,Mannarino,Berrettini,Verdasco,Bautista,7,7,2.85,1.42,,
Australian Open,Verdasco,Bautista,Benneteau,Daniel,7,7,1.54,2.48,,
Australian Open,Marterer,Marcel,Mannarino,Berrettini,7,7,1.29,3.6,,
Australian Open,Sandgren,Chardy,Kicker,Thompson,7,7,5.44,1.15,,
Australian Open,Wawrinka,Berankis,Marterer,Stebe,7,7,1.53,2.5,,
Australian Open,Djokovic,Young,Sonego,Haase,7,7,3.51,1.3,,
Australian Open,Monfils,Munar,Querrey,Lopez,7,7,1.74,2.09,,
Australian Open,Smyczek,Popyrin,Zverev,Fabbiano,7,7,1.01,17.87,,
Australian Open,Ramos,Donaldson,Goffin,Bachinger,7,7,1.03,13.08,,
Australian Open,Chung,Zverev,Gojowczyk,Kukushkin,7,7,1.54,2.48,,
Australian Open,Medvedev,Kokkinakis,Wawrinka,Berankis,7,7,1.52,2.54,,
Australian Open,Gojowczyk,Kukushkin,Ramos-Vinolas,Donaldson,7,7,2.08,1.74,,
Australian Open,Zverev,Fabbiano,Donskoy,Mayer,7,7,1.63,2.28,,
Australian Open,Goffin,Bachinger,Kudla,Johnson,7,7,3.64,1.29,,
Australian Open,Benneteau,Daniel,Djokovic,Young,7,7,1.08,7.97,,
Australian Open,Donskoy,Mayer,Sandgren,Chardy,7,7,2.06,1.76,,
Australian Open,Fognini,Zeballos,Smyczek,Popyrin,7,7,1.25,3.98,,
Australian Open,Berdych,De,Fognini,Zeballos,7,7,1.22,4.34,,
Australian Open,Garcia,Paire,Struff,Kwon,7,7,1.22,4.31,,
Australian Open,Khachanov,Polansky,Medvedev,Kokkinakis,7,7,2.14,1.7,,
Australian Open,Martin,Tiafoe,Monfils,Munar,7,7,1.09,7.48,,
Australian Open,Querrey,Lopez,Gasquet,Kavcic,7,7,1.03,12.51,,
Australian Open,Fucsovics,Albot,Khachanov,Polansky,7,7,1.21,4.42,,
Australian Open,Kicker,Thompson,Garcia-Lopez,Paire,7,7,2.9,1.41,,
Australian Open,Lacko,Raonic,Chung,Zverev,7,7,1.27,3.79,,
Australian Open,Gasquet,Kavcic,Berdych,De,7,7,1.44,2.8,,
Australian Open,Sonego,Haase,Federer,Bedene,7,7,1.02,18.49,,
Australian Open,Lennard,Woo,Thiem,Pella,7,7,1.25,3.9,,
Australian Open,Federer,Bedene,Del,Tiafoe,7,7,1.12,6.19,,
Australian Open,Nadal,Mayer,Basilashvili,Bemelmans,6,6,1.78,2.03,,
Australian Open,Dzumhur,Millman,Muller,Jaziri,6,6,1.11,6.44,,
Australian Open,Schwartzman,Ruud,Seppi,Nishioka,6,6,1.57,2.4,,
Australian Open,Dolgopolov,Ebden,Carreno,Simon,6,6,2.21,1.66,,
Australian Open,Carreno,Simon,Tsonga,Shapovalov,6,6,1.59,2.36,,
Australian Open,Muller,Jaziri,Edmund,Istomin,6,6,1.41,2.92,,
Australian Open,Harrison,Cuevas,Karlovic,Sugita,6,6,2.43,1.56,,
Australian Open,Cilic,Sousa,Cilic,Sousa,6,6,1.07,8.7,,
Australian Open,Dimitrov,McDonald,Dzumhur,Millman,6,6,2.36,1.59,,
Australian Open,Rublev,Baghdatis,Harrison,Cuevas,6,6,1.6,2.33,,
Australian Open,Kyrgios,Troicki,Nadal,Mayer,6,6,1.03,14.6,,
Australian Open,Tsonga,Shapovalov,Schwartzman,Ruud,6,6,1.23,4.1,,
Australian Open,Edmund,Istomin,Rublev,Baghdatis,6,6,1.39,2.97,,
Australian Open,Basilashvili,Bemelmans,Kyrgios,Troicki,6,6,1.06,9.63,,
Australian Open,Seppi,Nishioka,Dimitrov,Mcdonald,6,6,1.02,15.98,,
Australian Open,Karlovic,Sugita,Dolgopolov,Ebden,6,6,1.51,2.57,,
Australian Open,Thiem,Kudla,Fucsovics,Querrey,6,6,3.32,1.33,,
Australian Open,Mannarino,Vesely,Ramos-Vinolas,Smyczek,6,6,1.42,2.86,,
Australian Open,Marterer,Verdasco,Thiem,Kudla,6,6,1.07,8.69,,
Australian Open,Sandgren,Wawrinka,Kicker,Lacko,6,6,5.12,1.16,,
Australian Open,Djokovic,Monfils,Berdych,Garcia-Lopez,6,6,1.15,5.38,,
Australian Open,Ramos,Smyczek,Mannarino,Vesely,6,6,1.37,3.09,,
Australian Open,Chung,Medvedev,Fognini,Donskoy,6,6,1.33,3.34,,
Australian Open,Zverev,Gojowczyk,Del,Khachanov,6,6,1.18,4.89,,
Australian Open,Benneteau,Goffin,Djokovic,Monfils,6,6,1.22,4.34,,
Australian Open,Fognini,Donskoy,Benneteau,Goffin,6,6,7.05,1.1,,
Australian Open,Berdych,Garcia,Chung,Medvedev,6,6,1.43,2.82,,
Australian Open,Martin,Khachanov,Gasquet,Sonego,6,6,1.11,6.46,,
Australian Open,Fucsovics,Querrey,Marterer,Verdasco,6,6,3.47,1.31,,
Australian Open,Kicker,Lacko,Zverev,Gojowczyk,6,6,1.18,4.77,,
Australian Open,Gasquet,Sonego,Sandgren,Wawrinka,6,6,3.24,1.34,,
Australian Open,Federer,Lennard,Federer,Struff,6,6,1.02,16.84,,
Australian Open,Nadal,Dzumhur,Edmund,Basilashvili,5,5,1.23,4.19,,
Australian Open,Schwartzman,Dolgopolov,Carreno,Muller,5,5,1.62,2.31,,
Australian Open,Carreno,Muller,Dimitrov,Rublev,5,5,1.45,2.74,,
Australian Open,Cilic,Harrison,Seppi,Karlovic,5,5,1.56,2.42,,
Australian Open,Dimitrov,Rublev,Schwartzman,Dolgopolov,5,5,2.1,1.74,,
Australian Open,Kyrgios,Tsonga,Kyrgios,Tsonga,5,5,1.36,3.15,,
Australian Open,Edmund,Basilashvili,Nadal,Dzumhur,5,5,1.03,14.15,,
Australian Open,Seppi,Karlovic,Cilic,Harrison,5,5,1.14,5.82,,
Australian Open,Thiem,Mannarino,Sandgren,Marterer,5,5,2.25,1.65,,
Australian Open,Sandgren,Marterer,Thiem,Mannarino,5,5,1.33,3.37,,
Australian Open,Djokovic,Ramos,Fognini,Benneteau,5,5,1.45,2.78,,
Australian Open,Chung,Zverev,Chung,Zverev,5,5,2.32,1.62,,
Australian Open,Fognini,Benneteau,Fucsovics,Kicker,5,5,1.18,4.99,,
Australian Open,Berdych,Martin,Berdych,Del,5,5,2.45,1.56,,
Australian Open,Fucsovics,Kicker,Djokovic,Ramos-Vinolas,5,5,1.09,7.64,,
Australian Open,Federer,Gasquet,Federer,Gasquet,5,5,1.07,8.94,,
Australian Open,Nadal,Schwartzman,Cilic,Carreno,4,4,1.23,4.31,,
Australian Open,Cilic,Carreno,Nadal,Schwartzman,4,4,1.05,10.69,,
Australian Open,Dimitrov,Kyrgios,Edmund,Seppi,4,4,1.38,3.08,,
Australian Open,Edmund,Seppi,Dimitrov,Kyrgios,4,4,2.31,1.62,,
Australian Open,Sandgren,Thiem,Berdych,Fognini,4,4,1.31,3.51,,
Australian Open,Chung,Djokovic,Federer,Fucsovics,4,4,1.02,16.41,,
Australian Open,Berdych,Fognini,Sandgren,Thiem,4,4,6.81,1.11,,
Australian Open,Federer,Fucsovics,Chung,Djokovic,4,4,4.06,1.25,,
Australian Open,Cilic,Nadal,Edmund,Dimitrov,3,3,3.68,1.29,,
Australian Open,Edmund,Dimitrov,Cilic,Nadal,3,3,4.03,1.25,,
Australian Open,Chung,Sandgren,Chung,Sandgren,3,3,1.27,3.87,,
Australian Open,Federer,Berdych,Federer,Berdych,3,3,1.17,5.22,,
Australian Open,Cilic,Edmund,Cilic,Edmund,2,2,1.31,3.52,,
Australian Open,Federer,Chung,Federer,Chung,2,2,1.16,5.55,,
Australian Open,Federer,Cilic,Federer,Cilic,1,1,1.23,4.37,,
Montpellier,Taberner,Gombos,Paire,Zverev,5,5,1.53,2.49,,
Montpellier,Paire,Zverev,Rublev,Garcia-Lopez,5,5,1.35,3.17,,
Montpellier,Millman,Sugita,Taberner,Gombos,5,5,3.94,1.25,,
Montpellier,Mahut,Brown,Chardy,Tsitsipas,5,5,2.18,1.68,,
Montpellier,Chardy,Tsitsipas,Berankis,Benneteau,5,5,2.7,1.46,,
Montpellier,Rublev,Garcia,Simon,Maden,5,5,1.27,3.75,,
Montpellier,Gasquet,Medvedev,Khachanov,Ferrer,5,5,1.76,2.06,,
Montpellier,Hugues,De,Herbert,De,5,5,1.9,1.88,,
Montpellier,Bemelmans,Hemery,Millman,Sugita,5,5,1.53,2.49,,
Montpellier,Khachanov,Ferrer,Bemelmans,Hemery,5,5,1.63,2.26,,
Montpellier,Berankis,Benneteau,Mahut,Brown,5,5,1.72,2.11,,
Montpellier,Simon,Maden,Gasquet,Medvedev,5,5,1.42,2.85,,
Montpellier,Pouille,Taberner,Goffin,Simon,4,4,1.34,3.22,,
Montpellier,Paire,Millman,Rublev,Chardy,4,4,1.47,2.68,,
Montpellier,Tsonga,Mahut,Khachanov,Berankis,4,4,1.4,2.9,,
Montpellier,Rublev,Chardy,Dzumhur,Bemelmans,4,4,1.61,2.3,,
Montpellier,Gasquet,Hugues,Gasquet,Herbert,4,4,1.15,5.52,,
Montpellier,Dzumhur,Bemelmans,Tsonga,Mahut,4,4,1.14,5.6,,
Montpellier,Khachanov,Berankis,Pouille,Taberner,4,4,1.12,6.07,,
Montpellier,Goffin,Simon,Paire,Millman,4,4,1.69,2.15,,
Montpellier,Pouille,Paire,Goffin,Khachanov,3,3,1.3,3.62,,
Montpellier,Tsonga,Rublev,Gasquet,Dzumhur,3,3,1.3,3.49,,
Montpellier,Gasquet,Dzumhur,Tsonga,Rublev,3,3,1.64,2.27,,
Montpellier,Goffin,Khachanov,Pouille,Paire,3,3,1.56,2.42,,
Montpellier,Pouille,Tsonga,Gasquet,Goffin,2,2,2.33,1.6,,
Montpellier,Gasquet,Goffin,Pouille,Tsonga,2,2,2.15,1.71,,
Montpellier,Pouille,Gasquet,Pouille,Gasquet,1,1,2.26,1.64,,
Quito,Quiroz,Hanfmann,Moutet,Menendez-Maceiras,5,5,1.6,2.32,,
Quito,Melzer,Cecchinato,Martin,Dutra,5,5,1.69,2.16,,
Quito,Estrella,Bellucci,Travaglia,Andujar,5,5,1.47,2.66,,
Quito,Ruud,Berlocq,Ruud,Berlocq,5,5,1.68,2.18,,
Quito,Giannessi,Polansky,Estrella,Bellucci,5,5,1.66,2.2,,
Quito,Monteiro,Zeballos,Carballes,Gaio,5,5,1.38,3.02,,
Quito,Jarry,Bagnis,Monteiro,Zeballos,5,5,2.18,1.67,,
Quito,Travaglia,Andujar,Giannessi,Polansky,5,5,1.4,2.94,,
Quito,Carballes,Gaio,Jarry,Bagnis,5,5,1.73,2.09,,
Quito,Karlovic,Escobedo,Karlovic,Escobedo,5,5,1.57,2.38,,
Quito,Moutet,Menendez,Melzer,Cecchinato,5,5,1.53,2.5,,
Quito,Martin,Dutra,Quiroz,Hanfmann,5,5,2.68,1.47,,
Quito,Ramos,Quiroz,Melzer,Estrella,4,4,1.75,2.07,,
Quito,Melzer,Estrella,Carballes,Lorenzi,4,4,2.15,1.7,,
Quito,Monfils,Ruud,Jarry,Travaglia,4,4,1.59,2.36,,
Quito,Monteiro,Giannessi,Moutet,Karlovic,4,4,2.36,1.59,,
Quito,Jarry,Travaglia,Ramos-Vinolas,Quiroz,4,4,1.13,6,,
Quito,Carballes,Lorenzi,Monteiro,Giannessi,4,4,1.66,2.22,,
Quito,Moutet,Karlovic,Monfils,Ruud,4,4,1.39,2.95,,
Quito,Martin,Carreno,Martin,Carreno,4,4,3.68,1.28,,
Quito,Ramos,Melzer,Carballes,Jarry,3,3,1.99,1.81,,
Quito,Monteiro,Monfils,Martin,Moutet,3,3,1.7,2.16,,
Quito,Carballes,Jarry,Monteiro,Monfils,3,3,4.34,1.22,,
Quito,Martin,Moutet,Ramos-Vinolas,Melzer,3,3,1.66,2.23,,
Quito,Ramos,Monteiro,Carballes,Martin,2,2,1.79,2.03,,
Quito,Carballes,Martin,Ramos-Vinolas,Monteiro,2,2,1.35,3.19,,
Quito,Carballes,Ramos,Carballes,Ramos-Vinolas,1,1,3.11,1.37,,
Sofia,Baghdatis,Caruso,Lacko,Donskoy,5,5,1.86,1.92,,
Sofia,Kovalik,Albot,Sousa,Kuzmanov,5,5,1.22,4.26,,
Sofia,Lacko,Donskoy,Basic,Mayer,5,5,1.47,2.56,,
Sofia,Seppi,Youzhny,Kovalik,Albot,5,5,1.9,1.89,,
Sofia,Kavcic,Djere,Klizan,Donski,5,5,1.03,14.3,,
Sofia,Copil,Haase,Istomin,Andreev,5,5,1.02,15.73,,
Sofia,Sousa,Kuzmanov,Troicki,Gulbis,5,5,1.73,2.09,,
Sofia,Marterer,Jaziri,Kavcic,Djere,5,5,2.02,1.78,,
Sofia,Basic,Mayer,Copil,Haase,5,5,2.11,1.72,,
Sofia,Troicki,Gulbis,Seppi,Youzhny,5,5,1.77,2.04,,
Sofia,Istomin,Andreev,Marterer,Jaziri,5,5,1.4,2.95,,
Sofia,Klizan,Donski,Baghdatis,Caruso,5,5,1.29,3.6,,
Sofia,Baghdatis,Mannarino,Kovalik,Lacko,4,4,2.74,1.45,,
Sofia,Kovalik,Lacko,Basic,Kohlschreiber,4,4,2.33,1.6,,
Sofia,Muller,Seppi,Marterer,Sousa,4,4,1.76,2.04,,
Sofia,Copil,Kavcic,Muller,Seppi,4,4,1.64,2.25,,
Sofia,Marterer,Sousa,Copil,Kavcic,4,4,1.34,3.23,,
Sofia,Basic,Kohlschreiber,Troicki,Istomin,4,4,1.62,2.28,,
Sofia,Troicki,Istomin,Baghdatis,Mannarino,4,4,2.31,1.62,,
Sofia,Wawrinka,Klizan,Wawrinka,Klizan,4,4,1.59,2.36,,
Sofia,Kovalik,Baghdatis,Copil,Muller,3,3,2.32,1.61,,
