tourney_name,Tournament,Winner,Loser,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Australian Open,Australian Open,Wawrinka,Gulbis,Medvedev,Goffin,R128,,3rd Round,,1.59,2.39,,
Australian Open,Australian Open,Hugues,Querrey,Nishikori,Sousa,R128,,3rd Round,,1.15,5.67,,
Australian Open,Australian Open,Chung,Klahn,Carreno,Fognini,R128,,3rd Round,,2.08,1.77,,
Australian Open,Australian Open,Simon,Fratangelo,Raonic,Herbert,R128,,3rd Round,,1.17,5.28,,
Australian Open,Australian Open,Bolt,Sock,Djokovic,Shapovalov,R128,,3rd Round,,1.04,11.58,,
Australian Open,Australian Open,Chardy,Humbert,Coric,Krajinovic,R128,,3rd Round,,1.16,5.44,,
Australian Open,Australian Open,Zverev,Bedene,Zverev,Bolt,R128,,3rd Round,,1.05,10.63,,
Australian Open,Australian Open,Nishikori,Majchrzak,Pouille,Popyrin,R128,,3rd Round,,1.49,2.67,,
Australian Open,Australian Open,Karlovic,Hurkacz,Tiafoe,Dimitrov,R128,,4th Round,,3.02,1.4,,
Australian Open,Australian Open,Sousa,Pella,Nadal,Berdych,R128,,4th Round,,1.16,5.3,,
Australian Open,Australian Open,Kohlschreiber,Li,Bautista,Cilic,R128,,4th Round,,2.15,1.72,,
Australian Open,Australian Open,Carreno,Vanni,Tsitsipas,Federer,R128,,4th Round,,5.42,1.16,,
Australian Open,Australian Open,Ivashka,Jaziri,Raonic,Zverev,R128,,4th Round,,2.13,1.74,,
Australian Open,Australian Open,Mayer,Jarry,Pouille,Coric,R128,,4th Round,,3.83,1.27,,
Australian Open,Australian Open,Fognini,Munar,Nishikori,Carreno,R128,,4th Round,,1.21,4.62,,
Australian Open,Australian Open,Medvedev,Harris,Djokovic,Medvedev,R128,,4th Round,,1.13,6.4,,
Australian Open,Australian Open,Harrison,Vesely,Tsitsipas,Bautista,R128,,Quarterfinals,,1.98,1.86,,
Australian Open,Australian Open,Copil,Granollers,Nadal,Tiafoe,R128,,Quarterfinals,,1.05,11.47,,
Australian Open,Australian Open,Goffin,Garin,Pouille,Raonic,R128,,Quarterfinals,,5.54,1.16,,
Australian Open,Australian Open,Shapovalov,Andujar,Djokovic,Nishikori,R128,,Quarterfinals,,1.1,7.62,,
Australian Open,Australian Open,Daniel,Kokkinakis,Nadal,Tsitsipas,R128,,Semifinals,,1.18,5.19,,
Australian Open,Australian Open,Tsonga,Klizan,Djokovic,Pouille,R128,,Semifinals,,1.06,10.45,,
Australian Open,Australian Open,Djokovic,Krueger,Djokovic,Nadal,R128,,The Final,,1.75,2.15,,
Cordoba,Cordoba Open,Ignacio,Pella,Sonego,Andujar,F,,1st Round,,2.13,1.7,,
Cordoba,Cordoba Open,Pella,Cuevas,Bedene,Marterer,SF,,1st Round,,1.95,1.84,,
Cordoba,Cordoba Open,Ignacio,Delbonis,Cachin,Norrie,SF,,1st Round,,2.41,1.56,,
Cordoba,Cordoba Open,Cuevas,Bedene,Pella,Lorenzi,QF,,1st Round,,1.27,3.74,,
Cordoba,Cordoba Open,Pella,Schwartzman,Jaziri,Berlocq,QF,,1st Round,,2.9,1.4,,
Cordoba,Cordoba Open,Ignacio,Cachin,Giannessi,Seyboth,QF,,1st Round,,1.49,2.61,,
Cordoba,Cordoba Open,Delbonis,Munar,Carballes,Martin,QF,,1st Round,,1.51,2.54,,
Cordoba,Cordoba Open,Bedene,Fognini,Londero,Jarry,R16,,1st Round,,2.38,1.57,,
Cordoba,Cordoba Open,Cuevas,Jaziri,Cuevas,Bagnis,R16,,1st Round,,1.61,2.3,,
Cordoba,Cordoba Open,Schwartzman,Giannessi,Munar,Andreozzi,R16,,1st Round,,1.55,2.44,,
Cordoba,Cordoba Open,Pella,Ramos,Ramos-Vinolas,Dellien,R16,,1st Round,,1.52,2.47,,
Cordoba,Cordoba Open,Ignacio,Sonego,Delbonis,Mayer,R16,,1st Round,,1.85,1.94,,
Cordoba,Cordoba Open,Cachin,Carreno,Londero,Sonego,R16,,2nd Round,,2.18,1.68,,
Cordoba,Cordoba Open,Delbonis,Carballes,Cachin,Carreno,R16,,2nd Round,,3.7,1.28,,
Cordoba,Cordoba Open,Munar,Cecchinato,Munar,Cecchinato,R16,,2nd Round,,1.98,1.83,,
Cordoba,Cordoba Open,Bedene,Marterer,Delbonis,Carballes,R32,,2nd Round,,1.46,2.73,,
Cordoba,Cordoba Open,Cuevas,Bagnis,Cuevas,Jaziri,R32,,2nd Round,,1.22,4.25,,
Cordoba,Cordoba Open,Jaziri,Berlocq,Bedene,Fognini,R32,,2nd Round,,2.63,1.49,,
Cordoba,Cordoba Open,Giannessi,Seyboth,Schwartzman,Giannessi,R32,,2nd Round,,1.08,7.99,,
Cordoba,Cordoba Open,Ramos,Dellien,Pella,Ramos-Vinolas,R32,,2nd Round,,1.38,3.04,,
Cordoba,Cordoba Open,Pella,Lorenzi,Delbonis,Munar,R32,,Quarterfinals,,1.69,2.17,,
Cordoba,Cordoba Open,Ignacio,Jarry,Londero,Cachin,R32,,Quarterfinals,,1.72,2.13,,
Cordoba,Cordoba Open,Sonego,Andujar,Pella,Schwartzman,R32,,Quarterfinals,,2.69,1.48,,
Cordoba,Cordoba Open,Cachin,Norrie,Cuevas,Bedene,R32,,Quarterfinals,,1.72,2.09,,
Cordoba,Cordoba Open,Delbonis,Mayer,Londero,Delbonis,R32,,Semifinals,,3.52,1.31,,
Cordoba,Cordoba Open,Carballes,Martin,Pella,Cuevas,R32,,Semifinals,,1.75,2.1,,
Cordoba,Cordoba Open,Munar,Andreozzi,Londero,Pella,R32,,The Final,,2.96,1.4,,
Montpellier,Open Sud de France,Tsonga,Hugues,Granollers,Karlovic,F,,1st Round,,2.76,1.45,,
Montpellier,Open Sud de France,Tsonga,Albot,Tsonga,Humbert,SF,,1st Round,,1.3,3.48,,
Montpellier,Open Sud de France,Hugues,Berdych,Chardy,Menendez-Maceiras,SF,,1st Round,,1.34,3.08,,
Montpellier,Open Sud de France,Albot,Baghdatis,Gulbis,Hurkacz,QF,,1st Round,,2.03,1.79,,
Montpellier,Open Sud de France,Tsonga,Chardy,Hoang,Darcis,QF,,1st Round,,1.57,2.41,,
Montpellier,Open Sud de France,Hugues,Shapovalov,Krajinovic,Mahut,QF,,1st Round,,1.49,2.62,,
Montpellier,Open Sud de France,Berdych,Krajinovic,Berdych,Bachinger,QF,,1st Round,,1.15,5.41,,
Montpellier,Open Sud de France,Baghdatis,Pouille,Paire,Donskoy,R16,,1st Round,,1.33,3.32,,
Montpellier,Open Sud de France,Albot,Gulbis,Herbert,Kudla,R16,,1st Round,,1.4,2.93,,
Montpellier,Open Sud de France,Tsonga,Simon,Baghdatis,Bemelmans,R16,,1st Round,,1.47,2.69,,
Montpellier,Open Sud de France,Chardy,Hoang,Ivashka,Fabbiano,R16,,1st Round,,1.51,2.56,,
Montpellier,Open Sud de France,Hugues,Ivashka,Albot,Kohlschreiber,R16,,1st Round,,3.12,1.36,,
Montpellier,Open Sud de France,Shapovalov,Granollers,Chardy,Hoang,R16,,2nd Round,,1.49,2.62,,
Montpellier,Open Sud de France,Berdych,Paire,Berdych,Paire,R16,,2nd Round,,1.47,2.69,,
Montpellier,Open Sud de France,Krajinovic,Goffin,Tsonga,Simon,R16,,2nd Round,,1.55,2.46,,
Montpellier,Open Sud de France,Baghdatis,Bemelmans,Krajinovic,Goffin,R32,,2nd Round,,2.89,1.42,,
Montpellier,Open Sud de France,Gulbis,Hurkacz,Shapovalov,Granollers,R32,,2nd Round,,1.3,3.53,,
Montpellier,Open Sud de France,Albot,Kohlschreiber,Albot,Gulbis,R32,,2nd Round,,2.4,1.58,,
Montpellier,Open Sud de France,Tsonga,Humbert,Herbert,Ivashka,R32,,2nd Round,,1.26,3.82,,
Montpellier,Open Sud de France,Hoang,Darcis,Baghdatis,Pouille,R32,,2nd Round,,2.73,1.46,,
Montpellier,Open Sud de France,Chardy,Menendez,Berdych,Krajinovic,R32,,Quarterfinals,,1.37,3.1,,
Montpellier,Open Sud de France,Hugues,Kudla,Herbert,Shapovalov,R32,,Quarterfinals,,2.23,1.66,,
Montpellier,Open Sud de France,Ivashka,Fabbiano,Albot,Baghdatis,R32,,Quarterfinals,,1.98,1.84,,
Montpellier,Open Sud de France,Granollers,Karlovic,Tsonga,Chardy,R32,,Quarterfinals,,1.46,2.77,,
Montpellier,Open Sud de France,Paire,Donskoy,Herbert,Berdych,R32,,Semifinals,,2.44,1.57,,
Montpellier,Open Sud de France,Berdych,Bachinger,Tsonga,Albot,R32,,Semifinals,,1.21,4.43,,
Montpellier,Open Sud de France,Krajinovic,Mahut,Tsonga,Herbert,R32,,The Final,,1.57,2.42,,
Sofia,Sofia Open,Medvedev,Fucsovics,Ebden,Andreev,F,,1st Round,,1.04,12,,
Sofia,Sofia Open,Fucsovics,Berrettini,Copil,Wawrinka,SF,,1st Round,,2.46,1.55,,
Sofia,Sofia Open,Medvedev,Monfils,Brands,Basilashvili,SF,,1st Round,,3.64,1.29,,
Sofia,Sofia Open,Berrettini,Verdasco,Maden,Mannarino,QF,,1st Round,,2.1,1.74,,
Sofia,Sofia Open,Fucsovics,Bautista,Struff,Travaglia,QF,,1st Round,,1.44,2.78,,
Sofia,Sofia Open,Medvedev,Klizan,Berrettini,Istomin,QF,,1st Round,,1.56,2.43,,
Sofia,Sofia Open,Monfils,Tsitsipas,Haase,Kuzmanov,QF,,1st Round,,1.15,5.4,,
Sofia,Sofia Open,Berrettini,Khachanov,Monfils,Troicki,R16,,1st Round,,1.25,3.93,,
Sofia,Sofia Open,Verdasco,Copil,Klizan,Basic,R16,,1st Round,,1.43,2.83,,
Sofia,Sofia Open,Bautista,Ebden,Kukushkin,Djere,R16,,1st Round,,1.29,3.56,,
Sofia,Sofia Open,Fucsovics,Maden,Verdasco,Lazarov,R16,,1st Round,,1.04,10.98,,
Sofia,Sofia Open,Klizan,Brands,Fucsovics,Seppi,R16,,1st Round,,2.02,1.79,,
Sofia,Sofia Open,Medvedev,Haase,Bautista,Ebden,R16,,2nd Round,,1.14,5.71,,
Sofia,Sofia Open,Monfils,Kukushkin,Berrettini,Khachanov,R16,,2nd Round,,3.6,1.29,,
Sofia,Sofia Open,Tsitsipas,Lennard,Klizan,Brands,R16,,2nd Round,,1.44,2.8,,
Sofia,Sofia Open,Berrettini,Istomin,Fucsovics,Maden,R32,,2nd Round,,1.37,3.07,,
Sofia,Sofia Open,Copil,Wawrinka,Verdasco,Copil,R32,,2nd Round,,1.63,2.28,,
Sofia,Sofia Open,Verdasco,Lazarov,Medvedev,Haase,R32,,2nd Round,,1.24,4.04,,
Sofia,Sofia Open,Ebden,Andreev,Monfils,Kukushkin,R32,,2nd Round,,1.4,2.94,,
Sofia,Sofia Open,Maden,Mannarino,Tsitsipas,Struff,R32,,2nd Round,,1.48,2.64,,
Sofia,Sofia Open,Fucsovics,Seppi,Fucsovics,Bautista,R32,,Quarterfinals,,3.85,1.27,,
Sofia,Sofia Open,Brands,Basilashvili,Berrettini,Verdasco,R32,,Quarterfinals,,2.34,1.61,,
Sofia,Sofia Open,Klizan,Basic,Medvedev,Klizan,R32,,Quarterfinals,,1.26,3.87,,
Sofia,Sofia Open,Haase,Kuzmanov,Monfils,Tsitsipas,R32,,Quarterfinals,,2.13,1.72,,
Sofia,Sofia Open,Monfils,Troicki,Fucsovics,Berrettini,R32,,Semifinals,,2.27,1.64,,
Sofia,Sofia Open,Kukushkin,Djere,Medvedev,Monfils,R32,,Semifinals,,1.68,2.2,,
Sofia,Sofia Open,Lennard,Travaglia,Medvedev,Fucsovics,R32,,The Final,,1.16,5.35,,
Buenos Aires,Argentina Open,Cecchinato,Schwartzman,Sonego,Jarry,F,,1st Round,,2.34,1.6,,
Buenos Aires,Argentina Open,Schwartzman,Thiem,Ramos-Vinolas,Dutra,SF,,1st Round,,1.72,2.12,,
Buenos Aires,Argentina Open,Cecchinato,Pella,Marterer,Bagnis,SF,,1st Round,,1.85,1.96,,
Buenos Aires,Argentina Open,Thiem,Cuevas,Garin,Auger-Aliassime,QF,,1st Round,,1.89,1.92,,
Buenos Aires,Argentina Open,Schwartzman,Ramos,Cuevas,Arevalo,QF,,1st Round,,1.19,4.69,,
Buenos Aires,Argentina Open,Cecchinato,Carballes,Carballes,Daniel,QF,,1st Round,,1.69,2.16,,
Buenos Aires,Argentina Open,Pella,Munar,Mayer,Lajovic,QF,,1st Round,,1.71,2.15,,
Buenos Aires,Argentina Open,Thiem,Marterer,Bedene,Andreozzi,R16,,1st Round,,1.41,2.92,,
Buenos Aires,Argentina Open,Cuevas,Sousa,Pella,Cerundolo,R16,,1st Round,,1.16,5.19,,
Buenos Aires,Argentina Open,Schwartzman,Bedene,Munar,Delbonis,R16,,1st Round,,1.97,1.84,,
Buenos Aires,Argentina Open,Ramos,Ferrer,Sousa,Londero,R16,,1st Round,,1.58,2.39,,
Buenos Aires,Argentina Open,Carballes,Sonego,Ferrer,Jaziri,R16,,1st Round,,1.42,2.87,,
Buenos Aires,Argentina Open,Cecchinato,Garin,Carballes,Sonego,R16,,2nd Round,,1.87,1.93,,
Buenos Aires,Argentina Open,Pella,Mayer,Pella,Mayer,R16,,2nd Round,,1.89,1.92,,
Buenos Aires,Argentina Open,Munar,Fognini,Cecchinato,Garin,R16,,2nd Round,,1.62,2.31,,
Buenos Aires,Argentina Open,Marterer,Bagnis,Munar,Fognini,R32,,2nd Round,,2.05,1.77,,
Buenos Aires,Argentina Open,Cuevas,Arevalo,Cuevas,Sousa,R32,,2nd Round,,1.48,2.67,,
Buenos Aires,Argentina Open,Sousa,Ignacio,Ramos-Vinolas,Ferrer,R32,,2nd Round,,2.12,1.73,,
Buenos Aires,Argentina Open,Bedene,Andreozzi,Thiem,Marterer,R32,,2nd Round,,1.18,4.87,,
Buenos Aires,Argentina Open,Ramos,Dutra,Schwartzman,Bedene,R32,,2nd Round,,1.43,2.83,,
Buenos Aires,Argentina Open,Ferrer,Jaziri,Cecchinato,Carballes,R32,,Quarterfinals,,1.52,2.54,,
Buenos Aires,Argentina Open,Sonego,Jarry,Pella,Munar,R32,,Quarterfinals,,2.05,1.78,,
Buenos Aires,Argentina Open,Carballes,Daniel,Thiem,Cuevas,R32,,Quarterfinals,,1.29,3.62,,
Buenos Aires,Argentina Open,Garin,Auger,Schwartzman,Ramos-Vinolas,R32,,Quarterfinals,,1.26,3.89,,
Buenos Aires,Argentina Open,Mayer,Lajovic,Cecchinato,Pella,R32,,Semifinals,,1.51,2.59,,
Buenos Aires,Argentina Open,Pella,Cerundolo,Schwartzman,Thiem,R32,,Semifinals,,2.91,1.42,,
Buenos Aires,Argentina Open,Munar,Delbonis,Cecchinato,Schwartzman,R32,,The Final,,2.27,1.65,,
New York,New York Open,Opelka,Schnur,Tomic,Lacko,F,,1st Round,,1.52,2.53,,
New York,New York Open,Opelka,Isner,Lorenzi,Sandgren,SF,,1st Round,,4.26,1.22,,
New York,New York Open,Schnur,Querrey,Thompson,Rubin,SF,,1st Round,,1.67,2.2,,
New York,New York Open,Isner,Thompson,Eubanks,Menendez-Maceiras,QF,,1st Round,,1.69,2.18,,
New York,New York Open,Opelka,Garcia,Opelka,Mannarino,QF,,1st Round,,1.62,2.3,,
New York,New York Open,Schnur,Lorenzi,Jung,Ramanathan,QF,,1st Round,,2.14,1.71,,
New York,New York Open,Querrey,Jung,Garcia-Lopez,Popyrin,QF,,1st Round,,2.24,1.65,,
New York,New York Open,Isner,Tomic,Harrison,Polansky,R16,,1st Round,,1.42,2.86,,
New York,New York Open,Thompson,Eubanks,Schnur,Lin,R16,,1st Round,,1.06,9.64,,
New York,New York Open,Garcia,Millman,Querrey,Harris,R16,,1st Round,,1.41,2.93,,
New York,New York Open,Opelka,Istomin,Istomin,Mcdonald,R16,,1st Round,,2.31,1.61,,
New York,New York Open,Lorenzi,Harrison,Albot,Karlovic,R16,,1st Round,,2.21,1.67,,
New York,New York Open,Schnur,Johnson,Lorenzi,Harrison,R16,,2nd Round,,3.6,1.29,,
New York,New York Open,Querrey,Albot,Thompson,Eubanks,R16,,2nd Round,,1.47,2.69,,
New York,New York Open,Jung,Tiafoe,Isner,Tomic,R16,,2nd Round,,1.37,3.12,,
New York,New York Open,Tomic,Lacko,Schnur,Johnson,R32,,2nd Round,,2.54,1.52,,
New York,New York Open,Eubanks,Menendez,Garcia-Lopez,Millman,R32,,2nd Round,,3.23,1.35,,
New York,New York Open,Thompson,Rubin,Opelka,Istomin,R32,,2nd Round,,1.81,2,,
New York,New York Open,Garcia,Popyrin,Querrey,Albot,R32,,2nd Round,,1.33,3.32,,
New York,New York Open,Istomin,McDonald,Jung,Tiafoe,R32,,2nd Round,,5.3,1.16,,
New York,New York Open,Opelka,Mannarino,Schnur,Lorenzi,R32,,Quarterfinals,,1.75,2.1,,
New York,New York Open,Lorenzi,Sandgren,Querrey,Jung,R32,,Quarterfinals,,1.17,5.09,,
New York,New York Open,Harrison,Polansky,Opelka,Garcia-Lopez,R32,,Quarterfinals,,1.55,2.48,,
New York,New York Open,Schnur,Mingjie,Isner,Thompson,R32,,Quarterfinals,,1.3,3.52,,
New York,New York Open,Querrey,Harris,Schnur,Querrey,R32,,Semifinals,,4.29,1.22,,
New York,New York Open,Albot,Karlovic,Opelka,Isner,R32,,Semifinals,,3.04,1.39,,
New York,New York Open,Jung,Ramanathan,Opelka,Schnur,R32,,The Final,,1.46,2.75,,
Rotterdam,ABN AMRO World Tennis Tournament,Monfils,Wawrinka,Seppi,Gojowczyk,F,,1st Round,,1.64,2.26,,
Rotterdam,ABN AMRO World Tennis Tournament,Wawrinka,Nishikori,Kukushkin,Haase,SF,,1st Round,,2.07,1.76,,
Rotterdam,ABN AMRO World Tennis Tournament,Monfils,Medvedev,Wawrinka,Paire,SF,,1st Round,,1.5,2.6,,
Rotterdam,ABN AMRO World Tennis Tournament,Nishikori,Fucsovics,Basilashvili,Chung,QF,,1st Round,,1.83,1.98,,
Rotterdam,ABN AMRO World Tennis Tournament,Wawrinka,Shapovalov,Gulbis,Copil,QF,,1st Round,,1.75,2.09,,
Rotterdam,ABN AMRO World Tennis Tournament,Monfils,Dzumhur,Raonic,Kohlschreiber,QF,,1st Round,,1.25,3.98,,
Rotterdam,ABN AMRO World Tennis Tournament,Medvedev,Tsonga,Verdasco,Ebden,QF,,1st Round,,1.33,3.34,,
Rotterdam,ABN AMRO World Tennis Tournament,Nishikori,Gulbis,Shapovalov,Skugor,R16,,1st Round,,1.17,5.09,,
Rotterdam,ABN AMRO World Tennis Tournament,Fucsovics,Basilashvili,Berdych,Simon,R16,,1st Round,,1.56,2.43,,
Rotterdam,ABN AMRO World Tennis Tournament,Wawrinka,Raonic,Monfils,Goffin,R16,,1st Round,,1.88,1.93,,
Rotterdam,ABN AMRO World Tennis Tournament,Shapovalov,Berdych,Nishikori,Herbert,R16,,1st Round,,1.34,3.3,,
Rotterdam,ABN AMRO World Tennis Tournament,Monfils,Seppi,Griekspoor,Khachanov,R16,,1st Round,,8.24,1.08,,
Rotterdam,ABN AMRO World Tennis Tournament,Dzumhur,Kukushkin,Fucsovics,Klizan,R16,,1st Round,,2.07,1.76,,
Rotterdam,ABN AMRO World Tennis Tournament,Medvedev,Verdasco,Medvedev,Chardy,R16,,1st Round,,1.25,3.96,,
Rotterdam,ABN AMRO World Tennis Tournament,Tsonga,Griekspoor,Tsonga,Fabbiano,R16,,1st Round,,1.12,6.2,,
Rotterdam,ABN AMRO World Tennis Tournament,Nishikori,Hugues,Dzumhur,Tsitsipas,R32,,1st Round,,4.98,1.18,,
Rotterdam,ABN AMRO World Tennis Tournament,Gulbis,Copil,Monfils,Seppi,R32,,2nd Round,,1.43,2.85,,
Rotterdam,ABN AMRO World Tennis Tournament,Fucsovics,Klizan,Wawrinka,Raonic,R32,,2nd Round,,2.67,1.48,,
Rotterdam,ABN AMRO World Tennis Tournament,Basilashvili,Chung,Shapovalov,Berdych,R32,,2nd Round,,2.36,1.59,,
Rotterdam,ABN AMRO World Tennis Tournament,Raonic,Kohlschreiber,Dzumhur,Kukushkin,R32,,2nd Round,,2.01,1.81,,
Rotterdam,ABN AMRO World Tennis Tournament,Wawrinka,Paire,Medvedev,Verdasco,R32,,2nd Round,,1.32,3.39,,
Rotterdam,ABN AMRO World Tennis Tournament,Berdych,Simon,Tsonga,Griekspoor,R32,,2nd Round,,1.1,7.16,,
Rotterdam,ABN AMRO World Tennis Tournament,Shapovalov,Skugor,Nishikori,Gulbis,R32,,2nd Round,,1.27,3.76,,
Rotterdam,ABN AMRO World Tennis Tournament,Monfils,Goffin,Fucsovics,Basilashvili,R32,,2nd Round,,1.79,2.02,,
Rotterdam,ABN AMRO World Tennis Tournament,Seppi,Gojowczyk,Monfils,Dzumhur,R32,,Quarterfinals,,1.23,4.25,,
Rotterdam,ABN AMRO World Tennis Tournament,Kukushkin,Haase,Medvedev,Tsonga,R32,,Quarterfinals,,1.61,2.33,,
Rotterdam,ABN AMRO World Tennis Tournament,Dzumhur,Tsitsipas,Wawrinka,Shapovalov,R32,,Quarterfinals,,1.77,2.07,,
Rotterdam,ABN AMRO World Tennis Tournament,Medvedev,Chardy,Nishikori,Fucsovics,R32,,Quarterfinals,,1.2,4.58,,
Rotterdam,ABN AMRO World Tennis Tournament,Verdasco,Ebden,Monfils,Medvedev,R32,,Semifinals,,2.95,1.41,,
Rotterdam,ABN AMRO World Tennis Tournament,Tsonga,Fabbiano,Wawrinka,Nishikori,R32,,Semifinals,,2.48,1.55,,
Rotterdam,ABN AMRO World Tennis Tournament,Griekspoor,Khachanov,Monfils,Wawrinka,R32,,The Final,,2.39,1.59,,
Delray Beach,Delray Beach Open,Albot,Evans,Lacko,Watanuki,F,,1st Round,,3.13,1.36,,
Delray Beach,Delray Beach Open,Albot,McDonald,Istomin,Lopez,SF,,1st Round,,1.71,2.13,,
Delray Beach,Delray Beach Open,Evans,Isner,Harris,King,SF,,1st Round,,1.63,2.29,,
Delray Beach,Delray Beach Open,McDonald,Martin,Kyrgios,Millman,QF,,1st Round,,1.74,2.09,,
Delray Beach,Delray Beach Open,Albot,Johnson,Albot,Karlovic,QF,,1st Round,,2.08,1.75,,
Delray Beach,Delray Beach Open,Evans,Seppi,Garcia-Lopez,Donaldson,QF,,1st Round,,1.44,2.77,,
Delray Beach,Delray Beach Open,Isner,Mannarino,Mcdonald,Fritz,QF,,1st Round,,2.51,1.53,,
Delray Beach,Delray Beach Open,Martin,Opelka,Johnson,Jung,R16,,1st Round,,1.24,4.08,,
Delray Beach,Delray Beach Open,McDonald,Garcia,Thompson,Granollers,R16,,1st Round,,1.58,2.38,,
Delray Beach,Delray Beach Open,Johnson,Lorenzi,Lorenzi,Smyczek,R16,,1st Round,,2.16,1.7,,
Delray Beach,Delray Beach Open,Albot,Kyrgios,Seppi,Tomic,R16,,1st Round,,1.62,2.31,,
Delray Beach,Delray Beach Open,Seppi,Thompson,Isner,Polansky,R16,,1st Round,,1.13,6.15,,
Delray Beach,Delray Beach Open,Evans,Harris,Mannarino,Schnur,R16,,1st Round,,1.4,2.96,,
Delray Beach,Delray Beach Open,Mannarino,Istomin,Opelka,Sandgren,R16,,1st Round,,2.38,1.58,,
Delray Beach,Delray Beach Open,Isner,Lacko,Evans,Tiafoe,R16,,1st Round,,2.42,1.57,,
Delray Beach,Delray Beach Open,Martin,Nishioka,Del,Nishioka,R32,,1st Round,,1.32,3.37,,
Delray Beach,Delray Beach Open,Opelka,Sandgren,Seppi,Thompson,R32,,2nd Round,,1.57,2.4,,
Delray Beach,Delray Beach Open,Garcia,Donaldson,Mannarino,Istomin,R32,,2nd Round,,1.69,2.16,,
Delray Beach,Delray Beach Open,McDonald,Fritz,Evans,Harris,R32,,2nd Round,,1.67,2.2,,
Delray Beach,Delray Beach Open,Johnson,Jung,Isner,Lacko,R32,,2nd Round,,1.12,6.47,,
Delray Beach,Delray Beach Open,Lorenzi,Smyczek,Johnson,Lorenzi,R32,,2nd Round,,1.35,3.19,,
Delray Beach,Delray Beach Open,Albot,Karlovic,Albot,Kyrgios,R32,,2nd Round,,2.72,1.46,,
Delray Beach,Delray Beach Open,Kyrgios,Millman,Mcdonald,Garcia-Lopez,R32,,2nd Round,,1.51,2.57,,
Delray Beach,Delray Beach Open,Seppi,Tomic,Del,Opelka,R32,,2nd Round,,1.51,2.57,,
Delray Beach,Delray Beach Open,Thompson,Granollers,Evans,Seppi,R32,,Quarterfinals,,2.01,1.81,,
Delray Beach,Delray Beach Open,Harris,King,Isner,Mannarino,R32,,Quarterfinals,,1.24,4.1,,
Delray Beach,Delray Beach Open,Evans,Tiafoe,Albot,Johnson,R32,,Quarterfinals,,2.31,1.62,,
Delray Beach,Delray Beach Open,Mannarino,Schnur,Mcdonald,Del,R32,,Quarterfinals,,3.39,1.32,,
Delray Beach,Delray Beach Open,Istomin,Lopez,Evans,Isner,R32,,Semifinals,,2.9,1.42,,
Delray Beach,Delray Beach Open,Lacko,Watanuki,Albot,Mcdonald,R32,,Semifinals,,2.33,1.61,,
Delray Beach,Delray Beach Open,Isner,Polansky,Albot,Evans,R32,,The Final,,2.78,1.45,,
Marseille,Open 13,Tsitsipas,Kukushkin,Hurkacz,Krajinovic,F,,1st Round,,2.8,1.44,,
Marseille,Open 13,Tsitsipas,Goffin,Simon,Hoang,SF,,1st Round,,1.32,3.41,,
Marseille,Open 13,Kukushkin,Humbert,Kukushkin,Kudla,SF,,1st Round,,1.48,2.67,,
Marseille,Open 13,Tsitsipas,Stakhovsky,Gojowczyk,Dzumhur,QF,,1st Round,,2.09,1.74,,
Marseille,Open 13,Goffin,Simon,Stakhovsky,Lestienne,QF,,1st Round,,1.93,1.87,,
Marseille,Open 13,Kukushkin,Rublev,Paire,Bolelli,QF,,1st Round,,1.48,2.67,,
Marseille,Open 13,Humbert,Bachinger,Verdasco,Gerasimov,QF,,1st Round,,1.33,3.33,,
Marseille,Open 13,Tsitsipas,Hurkacz,Rublev,Tsonga,R16,,1st Round,,4.43,1.21,,
Marseille,Open 13,Stakhovsky,Barrere,Berrettini,Chardy,R16,,1st Round,,1.9,1.91,,
Marseille,Open 13,Goffin,Paire,Bachinger,Darcis,R16,,1st Round,,1.86,1.94,,
Marseille,Open 13,Simon,Gojowczyk,Barrere,Vesely,R16,,1st Round,,1.64,2.25,,
Marseille,Open 13,Rublev,Berrettini,Humbert,Gulbis,R16,,1st Round,,1.91,1.9,,
Marseille,Open 13,Kukushkin,Shapovalov,Kukushkin,Shapovalov,R16,,2nd Round,,2.84,1.43,,
Marseille,Open 13,Bachinger,Verdasco,Tsitsipas,Hurkacz,R16,,2nd Round,,1.32,3.36,,
Marseille,Open 13,Humbert,Coric,Simon,Gojowczyk,R16,,2nd Round,,1.49,2.62,,
Marseille,Open 13,Hurkacz,Krajinovic,Rublev,Berrettini,R32,,2nd Round,,2.09,1.75,,
Marseille,Open 13,Stakhovsky,Lestienne,Bachinger,Verdasco,R32,,2nd Round,,3.33,1.33,,
Marseille,Open 13,Barrere,Vesely,Humbert,Coric,R32,,2nd Round,,2.73,1.46,,
Marseille,Open 13,Paire,Bolelli,Goffin,Paire,R32,,2nd Round,,1.5,2.59,,
Marseille,Open 13,Gojowczyk,Dzumhur,Stakhovsky,Barrere,R32,,2nd Round,,2.25,1.64,,
Marseille,Open 13,Simon,Hoang,Kukushkin,Rublev,R32,,Quarterfinals,,2.06,1.77,,
Marseille,Open 13,Berrettini,Chardy,Humbert,Bachinger,R32,,Quarterfinals,,1.44,2.79,,
Marseille,Open 13,Rublev,Tsonga,Tsitsipas,Stakhovsky,R32,,Quarterfinals,,1.16,5.25,,
Marseille,Open 13,Kukushkin,Kudla,Goffin,Simon,R32,,Quarterfinals,,1.65,2.26,,
