tourney_name,Tournament,winner_name,loser_name,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Halle,Gerry Weber Open,Mikhail Youzhny,Ivo Karlovic,Khachanov K.,Simon G.,R32,,1st Round,,2.03,1.76,,
Halle,Gerry Weber Open,Karen Khachanov,Gilles Simon,Tomic B.,Haas T.,R32,,1st Round,,1.87,1.9,,
Halle,Gerry Weber Open,Kei Nishikori,Fernando Verdasco,Mayer F.,Paire B.,R32,,1st Round,,1.91,1.87,,
Halle,Gerry Weber Open,Lucas Pouille,Jan Lennard Struff,Zverev A.,Lorenzi P.,R32,,1st Round,,1.05,10.34,,
Halle,Gerry Weber Open,Florian Mayer,Benoit Paire,Pouille L.,Struff J.L.,R32,,1st Round,,1.62,2.28,,
Halle,Gerry Weber Open,Mischa Zverev,Lukas Lacko,Federer R.,Sugita Y.,R32,,1st Round,,1.05,10.78,,
Halle,Gerry Weber Open,Roger Federer,Yuichi Sugita,Youzhny M.,Karlovic I.,R32,,1st Round,,3.33,1.32,,
Halle,Gerry Weber Open,Robin Haase,Dominic Thiem,Gasquet R.,Tomic B.,R16,,2nd Round,,1.52,2.51,,
Halle,Gerry Weber Open,Richard Gasquet,Bernard Tomic,Bautista Agut R.,Brown D.,R16,,2nd Round,,1.36,3.1,,
Halle,Gerry Weber Open,Alexander Zverev,Philipp Kohlschreiber,Zverev A.,Kohlschreiber P.,R16,,2nd Round,,1.36,3.08,,
Halle,Gerry Weber Open,Roberto Bautista Agut,Dustin Brown,Haase R.,Thiem D.,R16,,2nd Round,,4.6,1.19,,
Halle,Gerry Weber Open,Andrey Rublev,Mikhail Youzhny,Khachanov K.,Nishikori K.,R16,,2nd Round,,3.54,1.3,,
Halle,Gerry Weber Open,Karen Khachanov,Kei Nishikori,Rublev A.,Youzhny M.,R16,,2nd Round,,2.26,1.62,,
Halle,Gerry Weber Open,Florian Mayer,Lucas Pouille,Mayer F.,Pouille L.,R16,,2nd Round,,2.36,1.58,,
Halle,Gerry Weber Open,Roger Federer,Mischa Zverev,Federer R.,Zverev M.,R16,,2nd Round,,1.13,5.91,,
Halle,Gerry Weber Open,Richard Gasquet,Robin Haase,Khachanov K.,Rublev A.,QF,,Quarterfinals,,1.46,2.68,,
Halle,Gerry Weber Open,Alexander Zverev,Roberto Bautista Agut,Gasquet R.,Haase R.,QF,,Quarterfinals,,1.36,3.14,,
Halle,Gerry Weber Open,Karen Khachanov,Andrey Rublev,Federer R.,Mayer F.,QF,,Quarterfinals,,1.08,8.25,,
Halle,Gerry Weber Open,Roger Federer,Florian Mayer,Zverev A.,Bautista Agut R.,QF,,Quarterfinals,,1.28,3.67,,
Halle,Gerry Weber Open,Alexander Zverev,Richard Gasquet,Federer R.,Khachanov K.,SF,,Semifinals,,1.08,8.23,,
Halle,Gerry Weber Open,Roger Federer,Karen Khachanov,Zverev A.,Gasquet R.,SF,,Semifinals,,1.36,3.11,,
Halle,Gerry Weber Open,Roger Federer,Alexander Zverev,Federer R.,Zverev A.,F,,The Final,,1.43,2.83,,
Queen's Club,AEGON Championships,Feliciano Lopez,Stan Wawrinka,Tsonga J.W.,Mannarino A.,R32,,1st Round,,1.24,3.94,,
Queen's Club,AEGON Championships,Jeremy Chardy,Liam Broady,Dimitrov G.,Harrison R.,R32,,1st Round,,1.2,4.43,,
Queen's Club,AEGON Championships,Denis Shapovalov,Kyle Edmund,Berdych T.,Darcis S.,R32,,1st Round,,1.2,4.47,,
Queen's Club,AEGON Championships,Tomas Berdych,Steve Darcis,Young D.,Kyrgios N.,R32,,1st Round,,4.78,1.18,,
Queen's Club,AEGON Championships,Thanasi Kokkinakis,Milos Raonic,Shapovalov D.,Edmund K.,R32,,1st Round,,3.18,1.34,,
Queen's Club,AEGON Championships,Daniil Medvedev,Nicolas Mahut,Kokkinakis T.,Raonic M.,R32,,1st Round,,7.58,1.08,,
Queen's Club,AEGON Championships,Julien Benneteau,James Ward,Benneteau J.,Ward J.,R32,,1st Round,,1.21,4.33,,
Queen's Club,AEGON Championships,Grigor Dimitrov,Ryan Harrison,Kozlov S.,Johnson S.,R32,,1st Round,,3.21,1.34,,
Queen's Club,AEGON Championships,Donald Young,Nick Kyrgios,Lopez F.,Wawrinka S.,R32,,1st Round,,2.39,1.56,,
Queen's Club,AEGON Championships,Viktor Troicki,Janko Tipsarevic,Troicki V.,Tipsarevic J.,R32,,1st Round,,2.12,1.71,,
Queen's Club,AEGON Championships,Stefan Kozlov,Steve Johnson,Chardy J.,Broady L.,R32,,1st Round,,1.32,3.36,,
Queen's Club,AEGON Championships,Marin Cilic,John Isner,Thompson J.,Murray A.,R32,,1st Round,,12.19,1.03,,
Queen's Club,AEGON Championships,Jo-Wilfried Tsonga,Adrian Mannarino,Querrey S.,Norrie C.,R32,,1st Round,,1.09,7.16,,
Queen's Club,AEGON Championships,Gilles Muller,Nikoloz Basilashvili,Muller G.,Basilashvili N.,R32,,1st Round,,1.17,4.84,,
Queen's Club,AEGON Championships,Sam Querrey,Cameron Norrie,Cilic M.,Isner J.,R32,,1st Round,,1.55,2.42,,
Queen's Club,AEGON Championships,Jordan Thompson,Andy Murray,Medvedev D.,Mahut N.,R32,,1st Round,,2.46,1.53,,
Queen's Club,AEGON Championships,Feliciano Lopez,Jeremy Chardy,Young D.,Troicki V.,R16,,2nd Round,,1.95,1.84,,
Queen's Club,AEGON Championships,Tomas Berdych,Denis Shapovalov,Muller G.,Tsonga J.W.,R16,,2nd Round,,2.72,1.45,,
Queen's Club,AEGON Championships,Daniil Medvedev,Thanasi Kokkinakis,Dimitrov G.,Benneteau J.,R16,,2nd Round,,1.22,4.2,,
Queen's Club,AEGON Championships,Grigor Dimitrov,Julien Benneteau,Berdych T.,Shapovalov D.,R16,,2nd Round,,1.17,4.98,,
Queen's Club,AEGON Championships,Donald Young,Viktor Troicki,Cilic M.,Kozlov S.,R16,,2nd Round,,1.1,7.05,,
Queen's Club,AEGON Championships,Marin Cilic,Stefan Kozlov,Querrey S.,Thompson J.,R16,,2nd Round,,1.35,3.21,,
Queen's Club,AEGON Championships,Gilles Muller,Jo-Wilfried Tsonga,Medvedev D.,Kokkinakis T.,R16,,2nd Round,,1.61,2.3,,
Queen's Club,AEGON Championships,Sam Querrey,Jordan Thompson,Lopez F.,Chardy J.,R16,,2nd Round,,1.37,3.03,,
Queen's Club,AEGON Championships,Feliciano Lopez,Tomas Berdych,Muller G.,Querrey S.,QF,,Quarterfinals,,1.62,2.3,,
Queen's Club,AEGON Championships,Grigor Dimitrov,Daniil Medvedev,Cilic M.,Young D.,QF,,Quarterfinals,,1.13,5.97,,
Queen's Club,AEGON Championships,Marin Cilic,Donald Young,Dimitrov G.,Medvedev D.,QF,,Quarterfinals,,1.33,3.32,,
Queen's Club,AEGON Championships,Gilles Muller,Sam Querrey,Lopez F.,Berdych T.,QF,,Quarterfinals,,1.81,2,,
Queen's Club,AEGON Championships,Feliciano Lopez,Grigor Dimitrov,Cilic M.,Muller G.,SF,,Semifinals,,1.48,2.65,,
Queen's Club,AEGON Championships,Marin Cilic,Gilles Muller,Lopez F.,Dimitrov G.,SF,,Semifinals,,2.15,1.7,,
Queen's Club,AEGON Championships,Feliciano Lopez,Marin Cilic,Lopez F.,Cilic M.,F,,The Final,,2.92,1.41,,
Antalya,Antalya Open,Radu Albot,Joao Sousa,Darcis S.,Istomin D.,R32,,1st Round,,1.81,1.98,,
Antalya,Antalya Open,Andreas Seppi,Kamil Majchrzak,Mannarino A.,Coric B.,R32,,1st Round,,1.68,2.15,,
Antalya,Antalya Open,Janko Tipsarevic,Lloyd Harris,Ramanathan R.,Dutra Silva R.,R32,,1st Round,,1.87,1.92,,
Antalya,Antalya Open,Steve Darcis,Denis Istomin,Sugita Y.,Ebden M.,R32,,1st Round,,1.59,2.32,,
Antalya,Antalya Open,Mohamed Safwat,Cem Ilkel,Albot R.,Sousa J.,R32,,1st Round,,2.97,1.39,,
Antalya,Antalya Open,Adrian Mannarino,Borna Coric,Baghdatis M.,Basilashvili N.,R32,,1st Round,,2.14,1.69,,
Antalya,Antalya Open,Marsel Ilhan,Martin Klizan,Berlocq C.,Troicki V.,R32,,1st Round,,4.08,1.24,,
Antalya,Antalya Open,Daniel Altmaier,Victor Estrella,Safwat M.,Ilkel C.,R32,,1st Round,,1.47,2.65,,
Antalya,Antalya Open,Yuichi Sugita,Matthew Ebden,Altmaier D.,Estrella Burgos V.,R32,,1st Round,,2.07,1.74,,
Antalya,Antalya Open,Carlos Berlocq,Viktor Troicki,Tipsarevic J.,Harris L.,R32,,1st Round,,1.2,4.43,,
Antalya,Antalya Open,Marcos Baghdatis,Nikoloz Basilashvili,Seppi A.,Majchrzak K.,R32,,1st Round,,1.15,5.38,,
Antalya,Antalya Open,Ramkumar Ramanathan,Rogerio Dutra Silva,Ilhan M.,Klizan M.,R32,,1st Round,,2.91,1.4,,
Antalya,Antalya Open,Radu Albot,Paolo Lorenzi,Baghdatis M.,Berlocq C.,R16,,2nd Round,,1.29,3.56,,
Antalya,Antalya Open,Andreas Seppi,Janko Tipsarevic,Verdasco F.,Darcis S.,R16,,2nd Round,,1.45,2.7,,
Antalya,Antalya Open,Fernando Verdasco,Steve Darcis,Mannarino A.,Safwat M.,R16,,2nd Round,,1.11,6.58,,
Antalya,Antalya Open,Adrian Mannarino,Mohamed Safwat,Ramanathan R.,Thiem D.,R16,,2nd Round,,8.19,1.07,,
Antalya,Antalya Open,Daniel Altmaier,Marsel Ilhan,Albot R.,Lorenzi P.,R16,,2nd Round,,1.69,2.15,,
Antalya,Antalya Open,Yuichi Sugita,David Ferrer,Seppi A.,Tipsarevic J.,R16,,2nd Round,,1.85,1.93,,
Antalya,Antalya Open,Marcos Baghdatis,Carlos Berlocq,Altmaier D.,Ilhan M.,R16,,2nd Round,,1.89,1.9,,
Antalya,Antalya Open,Ramkumar Ramanathan,Dominic Thiem,Sugita Y.,Ferrer D.,R16,,2nd Round,,1.99,1.79,,
Antalya,Antalya Open,Andreas Seppi,Radu Albot,Baghdatis M.,Ramanathan R.,QF,,Quarterfinals,,1.38,3.04,,
Antalya,Antalya Open,Adrian Mannarino,Fernando Verdasco,Sugita Y.,Altmaier D.,QF,,Quarterfinals,,1.15,5.35,,
Antalya,Antalya Open,Yuichi Sugita,Daniel Altmaier,Seppi A.,Albot R.,QF,,Quarterfinals,,1.33,3.3,,
Antalya,Antalya Open,Marcos Baghdatis,Ramkumar Ramanathan,Mannarino A.,Verdasco F.,QF,,Quarterfinals,,2.46,1.54,,
Antalya,Antalya Open,Adrian Mannarino,Andreas Seppi,Sugita Y.,Baghdatis M.,SF,,Semifinals,,1.53,2.48,,
Antalya,Antalya Open,Yuichi Sugita,Marcos Baghdatis,Mannarino A.,Seppi A.,SF,,Semifinals,,1.94,1.86,,
Antalya,Antalya Open,Yuichi Sugita,Adrian Mannarino,Sugita Y.,Mannarino A.,F,,The Final,,2.29,1.62,,
Eastbourne,AEGON International,Cameron Norrie,Horacio Zeballos,Donaldson J.,Schwartzman D.,R32,,1st Round,,1.73,2.09,,
Eastbourne,AEGON International,Bernard Tomic,Norbert Gombos,Young D.,Edmund K.,R32,,1st Round,,1.94,1.84,,
Eastbourne,AEGON International,Mischa Zverev,Ryan Harrison,Pospisil V.,Vesely J.,R32,,1st Round,,1.64,2.24,,
Eastbourne,AEGON International,Dusan Lajovic,Jeremy Chardy,Anderson K.,Bellucci T.,R32,,1st Round,,1.18,4.75,,
Eastbourne,AEGON International,Kevin Anderson,Thomaz Bellucci,Tomic B.,Gombos N.,R32,,1st Round,,1.26,3.79,,
Eastbourne,AEGON International,Richard Gasquet,Frances Tiafoe,Haase R.,Mahut N.,R32,,1st Round,,2.32,1.6,,
Eastbourne,AEGON International,Daniil Medvedev,Sam Querrey,Norrie C.,Zeballos H.,R32,,1st Round,,2.51,1.52,,
Eastbourne,AEGON International,Robin Haase,Nicolas Mahut,Lajovic D.,Chardy J.,R32,,1st Round,,4.74,1.18,,
Eastbourne,AEGON International,Thomas Fabbiano,Franko Skugor,Fabbiano T.,Skugor F.,R32,,1st Round,,1.51,2.52,,
Eastbourne,AEGON International,Jared Donaldson,Diego Schwartzman,Zverev M.,Harrison R.,R32,,1st Round,,1.3,3.44,,
Eastbourne,AEGON International,Donald Young,Kyle Edmund,Medvedev D.,Querrey S.,R32,,1st Round,,2.82,1.42,,
Eastbourne,AEGON International,Vasek Pospisil,Jiri Vesely,Gasquet R.,Tiafoe F.,R32,,1st Round,,1.15,5.23,,
Eastbourne,AEGON International,Gael Monfils,Cameron Norrie,Djokovic N.,Pospisil V.,R16,,2nd Round,,1.17,4.86,,
Eastbourne,AEGON International,Bernard Tomic,Mischa Zverev,Young D.,Donaldson J.,R16,,2nd Round,,1.38,3.03,,
Eastbourne,AEGON International,John Isner,Dusan Lajovic,Medvedev D.,Haase R.,R16,,2nd Round,,1.88,1.91,,
Eastbourne,AEGON International,Richard Gasquet,Kevin Anderson,Johnson S.,Fabbiano T.,R16,,2nd Round,,1.34,3.25,,
Eastbourne,AEGON International,Daniil Medvedev,Robin Haase,Isner J.,Lajovic D.,R16,,2nd Round,,1.18,4.75,,
Eastbourne,AEGON International,Steve Johnson,Thomas Fabbiano,Tomic B.,Zverev M.,R16,,2nd Round,,2.25,1.63,,
Eastbourne,AEGON International,Donald Young,Jared Donaldson,Monfils G.,Norrie C.,R16,,2nd Round,,1.09,7.19,,
Eastbourne,AEGON International,Novak Djokovic,Vasek Pospisil,Gasquet R.,Anderson K.,R16,,2nd Round,,2.21,1.66,,
Eastbourne,AEGON International,Gael Monfils,Bernard Tomic,Djokovic N.,Young D.,QF,,Quarterfinals,,1.1,7.04,,
Eastbourne,AEGON International,Richard Gasquet,John Isner,Medvedev D.,Johnson S.,QF,,Quarterfinals,,1.91,1.88,,
Eastbourne,AEGON International,Daniil Medvedev,Steve Johnson,Monfils G.,Tomic B.,QF,,Quarterfinals,,1.54,2.47,,
Eastbourne,AEGON International,Novak Djokovic,Donald Young,Gasquet R.,Isner J.,QF,,Quarterfinals,,1.69,2.15,,
Eastbourne,AEGON International,Gael Monfils,Richard Gasquet,Djokovic N.,Medvedev D.,SF,,Semifinals,,1.15,5.55,,
Eastbourne,AEGON International,Novak Djokovic,Daniil Medvedev,Monfils G.,Gasquet R.,SF,,Semifinals,,2.04,1.77,,
Eastbourne,AEGON International,Novak Djokovic,Gael Monfils,Djokovic N.,Monfils G.,F,,The Final,,1.18,4.9,,
Wimbledon,Wimbledon,Andy Murray,Alexander Bublik,Querrey S.,Fabbiano T.,R128,,1st Round,,1.18,4.97,,
Wimbledon,Wimbledon,Dustin Brown,Joao Sousa,Herbert P.H.,Kyrgios N.,R128,,1st Round,,5.46,1.15,,
Wimbledon,Wimbledon,Jiri Vesely,Illya Marchenko,Monteiro T.,Whittington A.,R128,,1st Round,,4.09,1.24,,
Wimbledon,Wimbledon,Fabio Fognini,Dmitry Tursunov,Janowicz J.,Shapovalov D.,R128,,1st Round,,1.8,2.01,,
Wimbledon,Wimbledon,Pierre Hugues Herbert,Nick Kyrgios,Brown D.,Sousa J.,R128,,1st Round,,1.42,2.86,,
Wimbledon,Wimbledon,Benoit Paire,Rogerio Dutra Silva,Basilashvili N.,Berlocq C.,R128,,1st Round,,1.52,2.53,,
Wimbledon,Wimbledon,Jerzy Janowicz,Denis Shapovalov,Bolelli S.,Lu Y.H.,R128,,1st Round,,1.37,3.08,,
Wimbledon,Wimbledon,Lucas Pouille,Malek Jaziri,Paire B.,Dutra Silva R.,R128,,1st Round,,1.15,5.47,,
Wimbledon,Wimbledon,Jo-Wilfried Tsonga,Cameron Norrie,Khachanov K.,Kuznetsov An.,R128,,1st Round,,1.47,2.68,,
Wimbledon,Wimbledon,Simone Bolelli,Yen Hsun Lu,Tsonga J.W.,Norrie C.,R128,,1st Round,,1.03,13.43,,
Wimbledon,Wimbledon,Nikoloz Basilashvili,Carlos Berlocq,Murray A.,Bublik A.,R128,,1st Round,,1.04,11.86,,
Wimbledon,Wimbledon,Sam Querrey,Thomas Fabbiano,Nishikori K.,Cecchinato M.,R128,,1st Round,,1.04,11.76,,
Wimbledon,Wimbledon,Kevin Anderson,Fernando Verdasco,Anderson K.,Verdasco F.,R128,,1st Round,,1.56,2.44,,
Wimbledon,Wimbledon,Andreas Seppi,Norbert Gombos,Young D.,Istomin D.,R128,,1st Round,,1.64,2.25,,
Wimbledon,Wimbledon,Ruben Bemelmans,Tommy Haas,Bautista Agut R.,Haider-Maurer A.,R128,,1st Round,,1.03,13.21,,
Wimbledon,Wimbledon,Daniil Medvedev,Stan Wawrinka,Pouille L.,Jaziri M.,R128,,1st Round,,1.08,7.9,,
Wimbledon,Wimbledon,Rafael Nadal,John Millman,Gojowczyk P.,Copil M.,R128,,1st Round,,1.87,1.93,,
Wimbledon,Wimbledon,Donald Young,Denis Istomin,Stakhovsky S.,Benneteau J.,R128,,1st Round,,1.74,2.09,,
Wimbledon,Wimbledon,Thiago Monteiro,Andrew Whittington,Seppi A.,Gombos N.,R128,,1st Round,,1.2,4.56,,
Wimbledon,Wimbledon,Karen Khachanov,Andrey Kuznetsov,Cilic M.,Kohlschreiber P.,R128,,1st Round,,1.16,5.28,,
Wimbledon,Wimbledon,Aljaz Bedene,Ivo Karlovic,Nadal R.,Millman J.,R128,,1st Round,,1.04,11.7,,
Wimbledon,Wimbledon,Damir Dzumhur,Renzo Olivo,Mayer F.,Troicki V.,R128,,1st Round,,1.55,2.44,,
Wimbledon,Wimbledon,Lukas Rosol,Henri Laaksonen,Bedene A.,Karlovic I.,R128,,1st Round,,2.75,1.44,,
Wimbledon,Wimbledon,Gilles Muller,Marton Fucsovics,Fognini F.,Tursunov D.,R128,,1st Round,,1.11,6.4,,
Wimbledon,Wimbledon,Kei Nishikori,Marco Cecchinato,Rosol L.,Laaksonen H.,R128,,1st Round,,1.29,3.56,,
Wimbledon,Wimbledon,Sergiy Stakhovsky,Julien Benneteau,Muller G.,Fucsovics M.,R128,,1st Round,,1.13,5.96,,
Wimbledon,Wimbledon,Peter Gojowczyk,Marius Copil,Bemelmans R.,Haas T.,R128,,1st Round,,2.86,1.42,,
Wimbledon,Wimbledon,Roberto Bautista Agut,Andreas Haider Maurer,Vesely J.,Marchenko I.,R128,,1st Round,,1.5,2.58,,
Wimbledon,Wimbledon,Steve Johnson,Nicolas Kicker,Medvedev D.,Wawrinka S.,R128,,1st Round,,3.18,1.35,,
Wimbledon,Wimbledon,Radu Albot,Facundo Bagnis,Dzumhur D.,Olivo R.,R128,,1st Round,,1.33,3.28,,
Wimbledon,Wimbledon,Florian Mayer,Viktor Troicki,Johnson S.,Kicker N.,R128,,1st Round,,1.03,12.55,,
Wimbledon,Wimbledon,Marin Cilic,Philipp Kohlschreiber,Pavlasek A.,Escobedo E.,R128,,1st Round,,2.88,1.42,,
Wimbledon,Wimbledon,Milos Raonic,Jan Lennard Struff,Darcis S.,Berankis R.,R128,,1st Round,,1.43,2.79,,
Wimbledon,Wimbledon,Mikhail Youzhny,Nicolas Mahut,Edmund K.,Ward A.,R128,,1st Round,,1.11,6.58,,
Wimbledon,Wimbledon,Andrey Rublev,Stefano Travaglia,Ferrer D.,Gasquet R.,R128,,1st Round,,6.65,1.11,,
Wimbledon,Wimbledon,Albert Ramos,Jordan Thompson,Gulbis E.,Estrella Burgos V.,R128,,1st Round,,1.71,2.13,,
Wimbledon,Wimbledon,Jack Sock,Christian Garin,Kukushkin M.,Daniel T.,R128,,1st Round,,1.44,2.76,,
Wimbledon,Wimbledon,Sebastian Ofner,Thomaz Bellucci,Youzhny M.,Mahut N.,R128,,1st Round,,2.51,1.53,,
Wimbledon,Wimbledon,Frances Tiafoe,Robin Haase,Zverev M.,Tomic B.,R128,,1st Round,,2,1.81,,
Wimbledon,Wimbledon,Alexander Zverev,Evgeny Donskoy,Del Potro J.M.,Kokkinakis T.,R128,,1st Round,,1.2,4.53,,
Wimbledon,Wimbledon,Grigor Dimitrov,Diego Schwartzman,Raonic M.,Struff J.L.,R128,,1st Round,,1.11,6.67,,
Wimbledon,Wimbledon,Marcos Baghdatis,James Ward,Ramos-Vinolas A.,Thompson J.,R128,,1st Round,,2.15,1.7,,
Wimbledon,Wimbledon,Dudi Sela,Marcel Granollers,Rublev A.,Travaglia S.,R128,,1st Round,,1.22,4.26,,
Wimbledon,Wimbledon,John Isner,Taylor Fritz,Monfils G.,Brands D.,R128,,1st Round,,1.11,6.74,,
Wimbledon,Wimbledon,Mischa Zverev,Bernard Tomic,Albot R.,Bagnis F.,R128,,1st Round,,1.18,4.93,,
Wimbledon,Wimbledon,Mikhail Kukushkin,Taro Daniel,Simon G.,Jarry N.,R128,,1st Round,,1.28,3.71,,
Wimbledon,Wimbledon,Dusan Lajovic,Stefanos Tsitsipas,Djokovic N.,Klizan M.,R128,,1st Round,,1.03,13.88,,
Wimbledon,Wimbledon,Roger Federer,Alexandr Dolgopolov,Sugita Y.,Klein B.,R128,,1st Round,,1.18,4.95,,
Wimbledon,Wimbledon,Dominic Thiem,Vasek Pospisil,Zverev A.,Donskoy E.,R128,,1st Round,,1.07,8.55,,
Wimbledon,Wimbledon,Gilles Simon,Nicolas Jarry,Baghdatis M.,Ward J.,R128,,1st Round,,1.23,4.19,,
Wimbledon,Wimbledon,Jared Donaldson,Janko Tipsarevic,Sock J.,Garin C.,R128,,1st Round,,1.18,5.78,,
Wimbledon,Wimbledon,Paolo Lorenzi,Horacio Zeballos,Lajovic D.,Tsitsipas S.,R128,,1st Round,,1.96,1.83,,
Wimbledon,Wimbledon,David Ferrer,Richard Gasquet,Federer R.,Dolgopolov O.,R128,,1st Round,,1.01,18.65,,
Wimbledon,Wimbledon,Steve Darcis,Ricardas Berankis,Harrison R.,Coric B.,R128,,1st Round,,2.04,1.78,,
Wimbledon,Wimbledon,Ryan Harrison,Borna Coric,Berdych T.,Chardy J.,R128,,1st Round,,1.2,4.52,,
Wimbledon,Wimbledon,Tomas Berdych,Jeremy Chardy,Ofner S.,Bellucci T.,R128,,1st Round,,2.78,1.44,,
Wimbledon,Wimbledon,Gael Monfils,Daniel Brands,Tiafoe F.,Haase R.,R128,,1st Round,,2.65,1.47,,
Wimbledon,Wimbledon,Kyle Edmund,Alexander Ward,Thiem D.,Pospisil V.,R128,,1st Round,,1.42,2.85,,
Wimbledon,Wimbledon,Yuichi Sugita,Brydan Klein,Dimitrov G.,Schwartzman D.,R128,,1st Round,,1.07,8.73,,
Wimbledon,Wimbledon,Adrian Mannarino,Feliciano Lopez,Sela D.,Granollers M.,R128,,1st Round,,1.3,3.52,,
Wimbledon,Wimbledon,Juan Martin del Potro,Thanasi Kokkinakis,Isner J.,Fritz T.,R128,,1st Round,,1.34,3.26,,
Wimbledon,Wimbledon,Ernests Gulbis,Victor Estrella,Mannarino A.,Lopez F.,R128,,1st Round,,4.57,1.2,,
Wimbledon,Wimbledon,Adam Pavlasek,Ernesto Escobedo,Donaldson J.,Tipsarevic J.,R128,,1st Round,,3.45,1.31,,
Wimbledon,Wimbledon,Novak Djokovic,Martin Klizan,Lorenzi P.,Zeballos H.,R128,,1st Round,,2.16,1.7,,
Wimbledon,Wimbledon,Andy Murray,Dustin Brown,Bautista Agut R.,Gojowczyk P.,R64,,2nd Round,,1.17,5.03,,
Wimbledon,Wimbledon,Fabio Fognini,Jiri Vesely,Muller G.,Rosol L.,R64,,2nd Round,,1.13,5.88,,
Wimbledon,Wimbledon,Benoit Paire,Pierre Hugues Herbert,Tsonga J.W.,Bolelli S.,R64,,2nd Round,,1.09,7.74,,
Wimbledon,Wimbledon,Jerzy Janowicz,Lucas Pouille,Nishikori K.,Stakhovsky S.,R64,,2nd Round,,1.16,5.2,,
Wimbledon,Wimbledon,Jo-Wilfried Tsonga,Simone Bolelli,Querrey S.,Basilashvili N.,R64,,2nd Round,,1.19,4.67,,
Wimbledon,Wimbledon,Sam Querrey,Nikoloz Basilashvili,Bedene A.,Dzumhur D.,R64,,2nd Round,,1.35,3.21,,
Wimbledon,Wimbledon,Kevin Anderson,Andreas Seppi,Bemelmans R.,Medvedev D.,R64,,2nd Round,,5.74,1.14,,
Wimbledon,Wimbledon,Ruben Bemelmans,Daniil Medvedev,Khachanov K.,Monteiro T.,R64,,2nd Round,,1.1,6.97,,
Wimbledon,Wimbledon,Rafael Nadal,Donald Young,Cilic M.,Mayer F.,R64,,2nd Round,,1.09,7.66,,
Wimbledon,Wimbledon,Karen Khachanov,Thiago Monteiro,Johnson S.,Albot R.,R64,,2nd Round,,1.18,4.88,,
Wimbledon,Wimbledon,Aljaz Bedene,Damir Dzumhur,Fognini F.,Vesely J.,R64,,2nd Round,,1.62,2.3,,
Wimbledon,Wimbledon,Gilles Muller,Lukas Rosol,Janowicz J.,Pouille L.,R64,,2nd Round,,3.11,1.37,,
Wimbledon,Wimbledon,Kei Nishikori,Sergiy Stakhovsky,Anderson K.,Seppi A.,R64,,2nd Round,,1.29,3.61,,
Wimbledon,Wimbledon,Roberto Bautista Agut,Peter Gojowczyk,Murray A.,Brown D.,R64,,2nd Round,,1.08,7.91,,
Wimbledon,Wimbledon,Steve Johnson,Radu Albot,Paire B.,Herbert P.H.,R64,,2nd Round,,1.88,1.92,,
Wimbledon,Wimbledon,Marin Cilic,Florian Mayer,Nadal R.,Young D.,R64,,2nd Round,,1.05,10.54,,
Wimbledon,Wimbledon,Milos Raonic,Mikhail Youzhny,Ferrer D.,Darcis S.,R64,,2nd Round,,1.4,2.97,,
Wimbledon,Wimbledon,Albert Ramos,Andrey Rublev,Dimitrov G.,Baghdatis M.,R64,,2nd Round,,1.13,6.03,,
Wimbledon,Wimbledon,Sebastian Ofner,Jack Sock,Sela D.,Isner J.,R64,,2nd Round,,5.01,1.18,,
Wimbledon,Wimbledon,Alexander Zverev,Frances Tiafoe,Zverev M.,Kukushkin M.,R64,,2nd Round,,1.2,4.53,,
Wimbledon,Wimbledon,Grigor Dimitrov,Marcos Baghdatis,Gulbis E.,Del Potro J.M.,R64,,2nd Round,,6.16,1.12,,
Wimbledon,Wimbledon,Dudi Sela,John Isner,Monfils G.,Edmund K.,R64,,2nd Round,,1.22,4.27,,
Wimbledon,Wimbledon,Mischa Zverev,Mikhail Kukushkin,Djokovic N.,Pavlasek A.,R64,,2nd Round,,1.01,20.04,,
Wimbledon,Wimbledon,Roger Federer,Dusan Lajovic,Mannarino A.,Sugita Y.,R64,,2nd Round,,1.97,1.83,,
Wimbledon,Wimbledon,Dominic Thiem,Gilles Simon,Thiem D.,Simon G.,R64,,2nd Round,,1.23,4.26,,
Wimbledon,Wimbledon,Jared Donaldson,Paolo Lorenzi,Berdych T.,Harrison R.,R64,,2nd Round,,1.12,6.24,,
Wimbledon,Wimbledon,David Ferrer,Steve Darcis,Raonic M.,Youzhny M.,R64,,2nd Round,,1.05,9.97,,
Wimbledon,Wimbledon,Tomas Berdych,Ryan Harrison,Ramos-Vinolas A.,Rublev A.,R64,,2nd Round,,1.63,2.28,,
Wimbledon,Wimbledon,Gael Monfils,Kyle Edmund,Donaldson J.,Lorenzi P.,R64,,2nd Round,,1.58,2.38,,
Wimbledon,Wimbledon,Adrian Mannarino,Yuichi Sugita,Zverev A.,Tiafoe F.,R64,,2nd Round,,1.08,7.93,,
Wimbledon,Wimbledon,Ernests Gulbis,Juan Martin del Potro,Federer R.,Lajovic D.,R64,,2nd Round,,1.01,21.21,,
Wimbledon,Wimbledon,Novak Djokovic,Adam Pavlasek,Ofner S.,Sock J.,R64,,2nd Round,,5.89,1.14,,
Wimbledon,Wimbledon,Andy Murray,Fabio Fognini,Bautista Agut R.,Nishikori K.,R32,,3rd Round,,3.09,1.38,,
