tourney_name,Tournament,winner_name,loser_name,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Indian Wells Masters,BNP Paribas Open,Filip Krajinovic,Mitchell Krueger,Del Potro J.M.,De Minaur A.,R64,,2nd Round,,1.14,5.68,,
Indian Wells Masters,BNP Paribas Open,Roger Federer,Federico Delbonis,Sousa J.,Zverev A.,R64,,2nd Round,,5.09,1.17,,
Indian Wells Masters,BNP Paribas Open,Philipp Kohlschreiber,Marin Cilic,Chardy J.,Mannarino A.,R32,,3rd Round,,2.55,1.52,,
Indian Wells Masters,BNP Paribas Open,Pierre Hugues Herbert,Gael Monfils,Federer R.,Krajinovic F.,R32,,3rd Round,,1.06,8.92,,
Indian Wells Masters,BNP Paribas Open,Leonardo Mayer,Taro Daniel,Carreno Busta P.,Medvedev D.,R32,,3rd Round,,1.79,2.02,,
Indian Wells Masters,BNP Paribas Open,Juan Martin del Potro,David Ferrer,Coric B.,Bautista Agut R.,R32,,3rd Round,,2.46,1.55,,
Indian Wells Masters,BNP Paribas Open,Milos Raonic,Joao Sousa,Fritz T.,Verdasco F.,R32,,3rd Round,,2.4,1.58,,
Indian Wells Masters,BNP Paribas Open,Marcos Baghdatis,Dudi Sela,Anderson K.,Kicker N.,R32,,3rd Round,,1.08,8.03,,
Indian Wells Masters,BNP Paribas Open,Sam Querrey,Yuki Bhambri,Cuevas P.,Thiem D.,R32,,3rd Round,,4.11,1.24,,
Indian Wells Masters,BNP Paribas Open,Feliciano Lopez,Jack Sock,Chung H.,Berdych T.,R32,,3rd Round,,2.14,1.71,,
Indian Wells Masters,BNP Paribas Open,Kevin Anderson,Nicolas Kicker,Herbert P.H.,Monfils G.,R32,,3rd Round,,3.39,1.32,,
Indian Wells Masters,BNP Paribas Open,Pablo Carreno Busta,Daniil Medvedev,Kohlschreiber P.,Cilic M.,R32,,3rd Round,,4.21,1.23,,
Indian Wells Masters,BNP Paribas Open,Borna Coric,Roberto Bautista Agut,Mayer L.,Daniel T.,R32,,3rd Round,,1.45,2.77,,
Indian Wells Masters,BNP Paribas Open,Taylor Fritz,Fernando Verdasco,Del Potro J.M.,Ferrer D.,R32,,3rd Round,,1.17,5.12,,
Indian Wells Masters,BNP Paribas Open,Pablo Cuevas,Dominic Thiem,Raonic M.,Sousa J.,R32,,3rd Round,,1.33,3.32,,
Indian Wells Masters,BNP Paribas Open,Hyeon Chung,Tomas Berdych,Querrey S.,Bhambri Y.,R32,,3rd Round,,1.37,3.11,,
Indian Wells Masters,BNP Paribas Open,Jeremy Chardy,Adrian Mannarino,Baghdatis M.,Sela D.,R32,,3rd Round,,1.44,2.81,,
Indian Wells Masters,BNP Paribas Open,Roger Federer,Filip Krajinovic,Lopez F.,Sock J.,R32,,3rd Round,,2.46,1.55,,
Indian Wells Masters,BNP Paribas Open,Philipp Kohlschreiber,Pierre Hugues Herbert,Coric B.,Fritz T.,R16,,4th Round,,1.41,2.93,,
Indian Wells Masters,BNP Paribas Open,Juan Martin del Potro,Leonardo Mayer,Chung H.,Cuevas P.,R16,,4th Round,,1.32,3.43,,
Indian Wells Masters,BNP Paribas Open,Milos Raonic,Marcos Baghdatis,Kohlschreiber P.,Herbert P.H.,R16,,4th Round,,1.49,2.63,,
Indian Wells Masters,BNP Paribas Open,Sam Querrey,Feliciano Lopez,Anderson K.,Carreno Busta P.,R16,,4th Round,,1.34,3.3,,
Indian Wells Masters,BNP Paribas Open,Kevin Anderson,Pablo Carreno Busta,Federer R.,Chardy J.,R16,,4th Round,,1.03,12.88,,
Indian Wells Masters,BNP Paribas Open,Borna Coric,Taylor Fritz,Del Potro J.M.,Mayer L.,R16,,4th Round,,1.13,6.28,,
Indian Wells Masters,BNP Paribas Open,Hyeon Chung,Pablo Cuevas,Querrey S.,Lopez F.,R16,,4th Round,,1.47,2.7,,
Indian Wells Masters,BNP Paribas Open,Roger Federer,Jeremy Chardy,Raonic M.,Baghdatis M.,R16,,4th Round,,1.44,2.81,,
Indian Wells Masters,BNP Paribas Open,Juan Martin del Potro,Philipp Kohlschreiber,Coric B.,Anderson K.,QF,,Quarterfinals,,2.5,1.54,,
Indian Wells Masters,BNP Paribas Open,Milos Raonic,Sam Querrey,Federer R.,Chung H.,QF,,Quarterfinals,,1.13,6.2,,
Indian Wells Masters,BNP Paribas Open,Borna Coric,Kevin Anderson,Raonic M.,Querrey S.,QF,,Quarterfinals,,2.04,1.79,,
Indian Wells Masters,BNP Paribas Open,Roger Federer,Hyeon Chung,Del Potro J.M.,Kohlschreiber P.,QF,,Quarterfinals,,1.24,4.1,,
Indian Wells Masters,BNP Paribas Open,Juan Martin del Potro,Milos Raonic,Federer R.,Coric B.,SF,,Semifinals,,1.07,8.85,,
Indian Wells Masters,BNP Paribas Open,Roger Federer,Borna Coric,Del Potro J.M.,Raonic M.,SF,,Semifinals,,1.45,2.8,,
Indian Wells Masters,BNP Paribas Open,Juan Martin del Potro,Roger Federer,Del Potro J.M.,Federer R.,F,,The Final,,3.32,1.34,,
Miami Masters,Sony Ericsson Open,Pierre Hugues Herbert,Taylor Fritz,Haase R.,Sugita Y.,R128,,1st Round,,1.83,1.97,,
Miami Masters,Sony Ericsson Open,Vasek Pospisil,Ivo Karlovic,Sousa J.,Harrison R.,R128,,1st Round,,2.11,1.73,,
Miami Masters,Sony Ericsson Open,Mikhail Youzhny,Guido Pella,Vesely J.,Lacko L.,R128,,1st Round,,1.77,2.04,,
Miami Masters,Sony Ericsson Open,Jiri Vesely,Lukas Lacko,Ymer M.,Struff J.L.,R128,,1st Round,,4.01,1.24,,
Miami Masters,Sony Ericsson Open,Michael Mmoh,Christopher Eubanks,Marterer M.,Fucsovics M.,R128,,1st Round,,2.15,1.7,,
Miami Masters,Sony Ericsson Open,Matthew Ebden,Gilles Simon,Herbert P.H.,Fritz T.,R128,,1st Round,,2.38,1.58,,
Miami Masters,Sony Ericsson Open,Jared Donaldson,Marcos Baghdatis,Ebden M.,Simon G.,R128,,1st Round,,2.91,1.41,,
Miami Masters,Sony Ericsson Open,Joao Sousa,Ryan Harrison,Millman J.,Gojowczyk P.,R128,,1st Round,,1.63,2.27,,
Miami Masters,Sony Ericsson Open,Maximilian Marterer,Marton Fucsovics,Mmoh M.,Eubanks C.,R128,,1st Round,,1.41,2.88,,
Miami Masters,Sony Ericsson Open,Jeremy Chardy,Rogerio Dutra Silva,Chardy J.,Dutra Silva R.,R128,,1st Round,,1.28,3.67,,
Miami Masters,Sony Ericsson Open,Mikael Ymer,Jan Lennard Struff,Jarry N.,Norrie C.,R128,,1st Round,,2.46,1.55,,
Miami Masters,Sony Ericsson Open,Nicolas Jarry,Cameron Norrie,Paire B.,Zverev M.,R128,,1st Round,,1.75,2.08,,
Miami Masters,Sony Ericsson Open,Benoit Paire,Mischa Zverev,Broady L.,Fratangelo B.,R128,,1st Round,,2.32,1.61,,
Miami Masters,Sony Ericsson Open,Liam Broady,Bjorn Fratangelo,Pospisil V.,Karlovic I.,R128,,1st Round,,1.95,1.84,,
Miami Masters,Sony Ericsson Open,John Millman,Peter Gojowczyk,Youzhny M.,Pella G.,R128,,1st Round,,2.58,1.5,,
Miami Masters,Sony Ericsson Open,Robin Haase,Yuichi Sugita,Donaldson J.,Baghdatis M.,R128,,1st Round,,1.81,2,,
Miami Masters,Sony Ericsson Open,Yuki Bhambri,Mirza Basic,Shapovalov D.,Troicki V.,R128,,1st Round,,1.36,3.13,,
Miami Masters,Sony Ericsson Open,Leonardo Mayer,Donald Young,Nishioka Y.,De Minaur A.,R128,,1st Round,,2.68,1.47,,
Miami Masters,Sony Ericsson Open,Denis Shapovalov,Viktor Troicki,Kuhn N.,King D.,R128,,1st Round,,2.55,1.52,,
Miami Masters,Sony Ericsson Open,Radu Albot,Ricardas Berankis,Mayer L.,Young D.,R128,,1st Round,,1.43,2.85,,
Miami Masters,Sony Ericsson Open,Nicola Kuhn,Darian King,Basilashvili N.,Fabbiano T.,R128,,1st Round,,2.46,1.55,,
Miami Masters,Sony Ericsson Open,Dusan Lajovic,Horacio Zeballos,Donskoy E.,Bedene A.,R128,,1st Round,,2.3,1.62,,
Miami Masters,Sony Ericsson Open,Evgeny Donskoy,Aljaz Bedene,Garcia-Lopez G.,Sandgren T.,R128,,1st Round,,2.17,1.69,,
Miami Masters,Sony Ericsson Open,Daniil Medvedev,Stefanos Tsitsipas,Medvedev D.,Tsitsipas S.,R128,,1st Round,,1.79,2.02,,
Miami Masters,Sony Ericsson Open,Nikoloz Basilashvili,Thomas Fabbiano,Lajovic D.,Zeballos H.,R128,,1st Round,,1.84,1.96,,
Miami Masters,Sony Ericsson Open,Marius Copil,Mikhail Kukushkin,Bhambri Y.,Basic M.,R128,,1st Round,,1.48,2.66,,
Miami Masters,Sony Ericsson Open,Frances Tiafoe,Nicolas Kicker,Johnson S.,Estrella Burgos V.,R128,,1st Round,,1.09,7.62,,
Miami Masters,Sony Ericsson Open,Yoshihito Nishioka,Alex De Minaur,Albot R.,Berankis R.,R128,,1st Round,,2.17,1.69,,
Miami Masters,Sony Ericsson Open,Denis Istomin,Miomir Kecmanovic,Kokkinakis T.,Hemery C.,R128,,1st Round,,1.32,3.38,,
Miami Masters,Sony Ericsson Open,Steve Johnson,Victor Estrella,Copil M.,Kukushkin M.,R128,,1st Round,,2.28,1.63,,
Miami Masters,Sony Ericsson Open,Guillermo Garcia Lopez,Tennys Sandgren,Istomin D.,Kecmanovic M.,R128,,1st Round,,1.79,2.01,,
Miami Masters,Sony Ericsson Open,Thanasi Kokkinakis,Calvin Hemery,Tiafoe F.,Kicker N.,R128,,1st Round,,1.27,3.8,,
Miami Masters,Sony Ericsson Open,Marin Cilic,Pierre Hugues Herbert,Sousa J.,Goffin D.,R64,,2nd Round,,3.6,1.29,,
Miami Masters,Sony Ericsson Open,Vasek Pospisil,Andrey Rublev,Mmoh M.,Bautista Agut R.,R64,,2nd Round,,5.71,1.14,,
Miami Masters,Sony Ericsson Open,Mikhail Youzhny,Gilles Muller,Krajinovic F.,Broady L.,R64,,2nd Round,,1.24,4.1,,
Miami Masters,Sony Ericsson Open,John Isner,Jiri Vesely,Schwartzman D.,Jarry N.,R64,,2nd Round,,1.3,3.51,,
Miami Masters,Sony Ericsson Open,Michael Mmoh,Roberto Bautista Agut,Raonic M.,Ymer M.,R64,,2nd Round,,1.13,5.98,,
Miami Masters,Sony Ericsson Open,Hyeon Chung,Matthew Ebden,Cilic M.,Herbert P.H.,R64,,2nd Round,,1.19,4.78,,
Miami Masters,Sony Ericsson Open,Jared Donaldson,Feliciano Lopez,Chardy J.,Gasquet R.,R64,,2nd Round,,1.82,1.99,,
Miami Masters,Sony Ericsson Open,Joao Sousa,David Goffin,Nishikori K.,Millman J.,R64,,2nd Round,,1.47,2.68,,
Miami Masters,Sony Ericsson Open,Grigor Dimitrov,Maximilian Marterer,Paire B.,Djokovic N.,R64,,2nd Round,,4.33,1.22,,
Miami Masters,Sony Ericsson Open,Jeremy Chardy,Richard Gasquet,Pospisil V.,Rublev A.,R64,,2nd Round,,2.65,1.48,,
Miami Masters,Sony Ericsson Open,Milos Raonic,Mikael Ymer,Donaldson J.,Lopez F.,R64,,2nd Round,,1.59,2.36,,
Miami Masters,Sony Ericsson Open,Diego Schwartzman,Nicolas Jarry,Chung H.,Ebden M.,R64,,2nd Round,,1.15,5.54,,
Miami Masters,Sony Ericsson Open,Benoit Paire,Novak Djokovic,Youzhny M.,Muller G.,R64,,2nd Round,,2.19,1.68,,
Miami Masters,Sony Ericsson Open,Filip Krajinovic,Liam Broady,Isner J.,Vesely J.,R64,,2nd Round,,1.36,3.2,,
Miami Masters,Sony Ericsson Open,Kei Nishikori,John Millman,Del Potro J.M.,Haase R.,R64,,2nd Round,,1.17,4.97,,
Miami Masters,Sony Ericsson Open,Juan Martin del Potro,Robin Haase,Dimitrov G.,Marterer M.,R64,,2nd Round,,1.32,3.43,,
Miami Masters,Sony Ericsson Open,Jack Sock,Yuki Bhambri,Coric B.,Mayer L.,R64,,2nd Round,,1.46,2.74,,
Miami Masters,Sony Ericsson Open,Borna Coric,Leonardo Mayer,Shapovalov D.,Dzumhur D.,R64,,2nd Round,,1.53,2.51,,
Miami Masters,Sony Ericsson Open,Denis Shapovalov,Damir Dzumhur,Zverev A.,Medvedev D.,R64,,2nd Round,,1.37,3.13,,
Miami Masters,Sony Ericsson Open,Sam Querrey,Radu Albot,Tiafoe F.,Edmund K.,R64,,2nd Round,,1.79,2.02,,
Miami Masters,Sony Ericsson Open,Fabio Fognini,Nicola Kuhn,Ferrer D.,Donskoy E.,R64,,2nd Round,,1.47,2.68,,
Miami Masters,Sony Ericsson Open,Nick Kyrgios,Dusan Lajovic,Berdych T.,Nishioka Y.,R64,,2nd Round,,1.25,3.93,,
Miami Masters,Sony Ericsson Open,David Ferrer,Evgeny Donskoy,Khachanov K.,Copil M.,R64,,2nd Round,,1.32,3.4,,
Miami Masters,Sony Ericsson Open,Alexander Zverev,Daniil Medvedev,Verdasco F.,Garcia-Lopez G.,R64,,2nd Round,,1.34,3.27,,
Miami Masters,Sony Ericsson Open,Kevin Anderson,Nikoloz Basilashvili,Querrey S.,Albot R.,R64,,2nd Round,,1.19,4.8,,
Miami Masters,Sony Ericsson Open,Karen Khachanov,Marius Copil,Kokkinakis T.,Federer R.,R64,,2nd Round,,8.64,1.07,,
Miami Masters,Sony Ericsson Open,Frances Tiafoe,Kyle Edmund,Fognini F.,Kuhn N.,R64,,2nd Round,,1.19,4.65,,
Miami Masters,Sony Ericsson Open,Tomas Berdych,Yoshihito Nishioka,Anderson K.,Basilashvili N.,R64,,2nd Round,,1.1,7,,
Miami Masters,Sony Ericsson Open,Pablo Carreno Busta,Denis Istomin,Johnson S.,Mannarino A.,R64,,2nd Round,,1.86,1.95,,
Miami Masters,Sony Ericsson Open,Steve Johnson,Adrian Mannarino,Sock J.,Bhambri Y.,R64,,2nd Round,,1.61,2.33,,
Miami Masters,Sony Ericsson Open,Fernando Verdasco,Guillermo Garcia Lopez,Carreno Busta P.,Istomin D.,R64,,2nd Round,,1.39,2.99,,
Miami Masters,Sony Ericsson Open,Thanasi Kokkinakis,Roger Federer,Kyrgios N.,Lajovic D.,R64,,2nd Round,,1.3,3.57,,
Miami Masters,Sony Ericsson Open,Marin Cilic,Vasek Pospisil,Chung H.,Mmoh M.,R32,,3rd Round,,1.11,6.62,,
Miami Masters,Sony Ericsson Open,John Isner,Mikhail Youzhny,Sousa J.,Donaldson J.,R32,,3rd Round,,2.24,1.65,,
Miami Masters,Sony Ericsson Open,Hyeon Chung,Michael Mmoh,Krajinovic F.,Paire B.,R32,,3rd Round,,1.62,2.31,,
Miami Masters,Sony Ericsson Open,Joao Sousa,Jared Donaldson,Cilic M.,Pospisil V.,R32,,3rd Round,,1.16,5.33,,
Miami Masters,Sony Ericsson Open,Jeremy Chardy,Grigor Dimitrov,Del Potro J.M.,Nishikori K.,R32,,3rd Round,,1.38,3.07,,
Miami Masters,Sony Ericsson Open,Milos Raonic,Diego Schwartzman,Chardy J.,Dimitrov G.,R32,,3rd Round,,3.43,1.32,,
Miami Masters,Sony Ericsson Open,Filip Krajinovic,Benoit Paire,Isner J.,Youzhny M.,R32,,3rd Round,,1.43,2.85,,
Miami Masters,Sony Ericsson Open,Juan Martin del Potro,Kei Nishikori,Raonic M.,Schwartzman D.,R32,,3rd Round,,1.63,2.29,,
Miami Masters,Sony Ericsson Open,Borna Coric,Jack Sock,Carreno Busta P.,Johnson S.,R32,,3rd Round,,1.77,2.04,,
Miami Masters,Sony Ericsson Open,Denis Shapovalov,Sam Querrey,Verdasco F.,Kokkinakis T.,R32,,3rd Round,,1.63,2.28,,
Miami Masters,Sony Ericsson Open,Nick Kyrgios,Fabio Fognini,Shapovalov D.,Querrey S.,R32,,3rd Round,,2.09,1.75,,
Miami Masters,Sony Ericsson Open,Alexander Zverev,David Ferrer,Kyrgios N.,Fognini F.,R32,,3rd Round,,1.4,2.98,,
Miami Masters,Sony Ericsson Open,Kevin Anderson,Karen Khachanov,Anderson K.,Khachanov K.,R32,,3rd Round,,1.51,2.57,,
Miami Masters,Sony Ericsson Open,Frances Tiafoe,Tomas Berdych,Coric B.,Sock J.,R32,,3rd Round,,1.64,2.28,,
Miami Masters,Sony Ericsson Open,Pablo Carreno Busta,Steve Johnson,Zverev A.,Ferrer D.,R32,,3rd Round,,1.57,2.41,,
Miami Masters,Sony Ericsson Open,Fernando Verdasco,Thanasi Kokkinakis,Tiafoe F.,Berdych T.,R32,,3rd Round,,3.11,1.37,,
Miami Masters,Sony Ericsson Open,John Isner,Marin Cilic,Isner J.,Cilic M.,R16,,4th Round,,3.14,1.37,,
Miami Masters,Sony Ericsson Open,Hyeon Chung,Joao Sousa,Chung H.,Sousa J.,R16,,4th Round,,1.2,4.54,,
Miami Masters,Sony Ericsson Open,Milos Raonic,Jeremy Chardy,Raonic M.,Chardy J.,R16,,4th Round,,1.39,3.02,,
Miami Masters,Sony Ericsson Open,Juan Martin del Potro,Filip Krajinovic,Del Potro J.M.,Krajinovic F.,R16,,4th Round,,1.2,4.53,,
Miami Masters,Sony Ericsson Open,Borna Coric,Denis Shapovalov,Carreno Busta P.,Verdasco F.,R16,,4th Round,,1.76,2.07,,
Miami Masters,Sony Ericsson Open,Alexander Zverev,Nick Kyrgios,Coric B.,Shapovalov D.,R16,,4th Round,,1.58,2.41,,
Miami Masters,Sony Ericsson Open,Kevin Anderson,Frances Tiafoe,Anderson K.,Tiafoe F.,R16,,4th Round,,1.33,3.35,,
Miami Masters,Sony Ericsson Open,Pablo Carreno Busta,Fernando Verdasco,Zverev A.,Kyrgios N.,R16,,4th Round,,2.31,1.62,,
Miami Masters,Sony Ericsson Open,John Isner,Hyeon Chung,Isner J.,Chung H.,QF,,Quarterfinals,,2.46,1.56,,
Miami Masters,Sony Ericsson Open,Juan Martin del Potro,Milos Raonic,Del Potro J.M.,Raonic M.,QF,,Quarterfinals,,1.4,3,,
Miami Masters,Sony Ericsson Open,Alexander Zverev,Borna Coric,Carreno Busta P.,Anderson K.,QF,,Quarterfinals,,2.81,1.44,,
Miami Masters,Sony Ericsson Open,Pablo Carreno Busta,Kevin Anderson,Zverev A.,Coric B.,QF,,Quarterfinals,,1.61,2.33,,
Miami Masters,Sony Ericsson Open,John Isner,Juan Martin del Potro,Isner J.,Del Potro J.M.,SF,,Semifinals,,2.59,1.51,,
Miami Masters,Sony Ericsson Open,Alexander Zverev,Pablo Carreno Busta,Zverev A.,Carreno Busta P.,SF,,Semifinals,,1.39,3.05,,
Miami Masters,Sony Ericsson Open,John Isner,Alexander Zverev,Isner J.,Zverev A.,F,,The Final,,2.24,1.67,,
Houston,U.S. Men's Clay Court Championships,Guido Pella,Stefan Kozlov,Laaksonen H.,Brown D.,R32,,1st Round,,1.74,2.08,,
Houston,U.S. Men's Clay Court Championships,Nicolas Kicker,Donald Young,Sandgren T.,Kavcic B.,R32,,1st Round,,1.32,3.38,,
Houston,U.S. Men's Clay Court Championships,Tennys Sandgren,Blaz Kavcic,Fratangelo B.,Thompson J.,R32,,1st Round,,1.66,2.21,,
Houston,U.S. Men's Clay Court Championships,Bjorn Fratangelo,Jordan Thompson,Kudla D.,Verdasco F.,R32,,1st Round,,3.87,1.26,,
Houston,U.S. Men's Clay Court Championships,Ivo Karlovic,Taro Daniel,Tiafoe F.,Mcdonald M.,R32,,1st Round,,1.27,3.76,,
Houston,U.S. Men's Clay Court Championships,Denis Kudla,Fernando Verdasco,Karlovic I.,Daniel T.,R32,,1st Round,,1.82,1.98,,
Houston,U.S. Men's Clay Court Championships,Ryan Harrison,Miomir Kecmanovic,Kicker N.,Young D.,R32,,1st Round,,1.44,2.77,,
Houston,U.S. Men's Clay Court Championships,Taylor Fritz,Tim Smyczek,Zeballos H.,Nishioka Y.,R32,,1st Round,,2.12,1.72,,
Houston,U.S. Men's Clay Court Championships,Horacio Zeballos,Yoshihito Nishioka,Harrison R.,Kecmanovic M.,R32,,1st Round,,1.83,1.99,,
Houston,U.S. Men's Clay Court Championships,Steve Johnson,Ernesto Escobedo,Pella G.,Kozlov S.,R32,,1st Round,,1.25,3.96,,
Houston,U.S. Men's Clay Court Championships,Frances Tiafoe,Mackenzie McDonald,Johnson S.,Escobedo E.,R32,,1st Round,,1.41,2.9,,
Houston,U.S. Men's Clay Court Championships,Henri Laaksonen,Dustin Brown,Fritz T.,Smyczek T.,R32,,1st Round,,1.35,3.22,,
Houston,U.S. Men's Clay Court Championships,Guido Pella,Sam Querrey,Sandgren T.,Kicker N.,R16,,2nd Round,,2.12,1.72,,
Houston,U.S. Men's Clay Court Championships,Tennys Sandgren,Nicolas Kicker,Karlovic I.,Kudla D.,R16,,2nd Round,,2.02,1.79,,
Houston,U.S. Men's Clay Court Championships,Nick Kyrgios,Bjorn Fratangelo,Pella G.,Querrey S.,R16,,2nd Round,,2.01,1.81,,
Houston,U.S. Men's Clay Court Championships,Ivo Karlovic,Denis Kudla,Kyrgios N.,Fratangelo B.,R16,,2nd Round,,1.25,3.96,,
Houston,U.S. Men's Clay Court Championships,Taylor Fritz,Ryan Harrison,Johnson S.,Tiafoe F.,R16,,2nd Round,,2.27,1.63,,
Houston,U.S. Men's Clay Court Championships,Jack Sock,Horacio Zeballos,Fritz T.,Harrison R.,R16,,2nd Round,,2.07,1.76,,
Houston,U.S. Men's Clay Court Championships,Steve Johnson,Frances Tiafoe,Isner J.,Laaksonen H.,R16,,2nd Round,,1.16,5.34,,
Houston,U.S. Men's Clay Court Championships,John Isner,Henri Laaksonen,Sock J.,Zeballos H.,R16,,2nd Round,,1.65,2.25,,
Houston,U.S. Men's Clay Court Championships,Tennys Sandgren,Guido Pella,Sandgren T.,Pella G.,QF,,Quarterfinals,,3.03,1.39,,
Houston,U.S. Men's Clay Court Championships,Ivo Karlovic,Nick Kyrgios,Karlovic I.,Kyrgios N.,QF,,Quarterfinals,,3.58,1.3,,
Houston,U.S. Men's Clay Court Championships,Taylor Fritz,Jack Sock,Fritz T.,Sock J.,QF,,Quarterfinals,,3.11,1.37,,
Houston,U.S. Men's Clay Court Championships,Steve Johnson,John Isner,Johnson S.,Isner J.,QF,,Quarterfinals,,2.58,1.51,,
Houston,U.S. Men's Clay Court Championships,Tennys Sandgren,Ivo Karlovic,Sandgren T.,Karlovic I.,SF,,Semifinals,,2.13,1.72,,
Houston,U.S. Men's Clay Court Championships,Steve Johnson,Taylor Fritz,Johnson S.,Fritz T.,SF,,Semifinals,,1.61,2.32,,
Houston,U.S. Men's Clay Court Championships,Steve Johnson,Tennys Sandgren,Johnson S.,Sandgren T.,F,,The Final,,1.49,2.64,,
Marrakech,Grand Prix Hassan II,Kyle Edmund,Jiri Vesely,Simon G.,Paire B.,R32,,1st Round,,2.16,1.69,,
Marrakech,Grand Prix Hassan II,Radu Albot,Andreas Seppi,Gasquet R.,Fabbiano T.,R32,,1st Round,,1.19,4.8,,
Marrakech,Grand Prix Hassan II,Malek Jaziri,Marton Fucsovics,Arnaboldi A.,Dolgopolov O.,R32,,1st Round,,3.15,1.36,,
Marrakech,Grand Prix Hassan II,Mischa Zverev,Paolo Lorenzi,Basic M.,Haase R.,R32,,1st Round,,3.56,1.3,,
Marrakech,Grand Prix Hassan II,Richard Gasquet,Thomas Fabbiano,Vatutin A.,Struff J.L.,R32,,1st Round,,2.85,1.43,,
Marrakech,Grand Prix Hassan II,Guillermo Garcia Lopez,Calvin Hemery,Carballes Baena R.,Marterer M.,R32,,1st Round,,2.23,1.66,,
Marrakech,Grand Prix Hassan II,Roberto Carballes Baena,Maximilian Marterer,Basilashvili N.,Berrettini M.,R32,,1st Round,,2.57,1.51,,
Marrakech,Grand Prix Hassan II,Gilles Simon,Benoit Paire,Andujar P.,Ivashka I.,R32,,1st Round,,1.59,2.35,,
Marrakech,Grand Prix Hassan II,Mirza Basic,Robin Haase,Garcia-Lopez G.,Hemery C.,R32,,1st Round,,1.63,2.28,,
Marrakech,Grand Prix Hassan II,Joao Sousa,Pedro Martinez,Ramos-Vinolas A.,Ahouda A.,R32,,1st Round,,1.02,16.05,,
Marrakech,Grand Prix Hassan II,Nikoloz Basilashvili,Matteo Berrettini,Sousa J.,Martinez P.,R32,,1st Round,,1.3,3.53,,
Marrakech,Grand Prix Hassan II,Lamine Ouahab,Philipp Kohlschreiber,Zverev M.,Lorenzi P.,R32,,1st Round,,2.1,1.73,,
Marrakech,Grand Prix Hassan II,Andrea Arnaboldi,Alexandr Dolgopolov,Edmund K.,Vesely J.,R32,,1st Round,,1.56,2.45,,
Marrakech,Grand Prix Hassan II,Pablo Andujar,Ilya Ivashka,Albot R.,Seppi A.,R32,,1st Round,,2.27,1.63,,
Marrakech,Grand Prix Hassan II,Alexey Vatutin,Jan Lennard Struff,Jaziri M.,Fucsovics M.,R32,,1st Round,,3.18,1.35,,
Marrakech,Grand Prix Hassan II,Albert Ramos,Amine Ahouda,Ouahab L.,Kohlschreiber P.,R32,,1st Round,,5.52,1.14,,
Marrakech,Grand Prix Hassan II,Kyle Edmund,Radu Albot,Vatutin A.,Ramos-Vinolas A.,R16,,2nd Round,,3.81,1.27,,
Marrakech,Grand Prix Hassan II,Malek Jaziri,Mischa Zverev,Simon G.,Carballes Baena R.,R16,,2nd Round,,1.95,1.86,,
Marrakech,Grand Prix Hassan II,Richard Gasquet,Guillermo Garcia Lopez,Andujar P.,Arnaboldi A.,R16,,2nd Round,,1.37,3.11,,
Marrakech,Grand Prix Hassan II,Gilles Simon,Roberto Carballes Baena,Gasquet R.,Garcia-Lopez G.,R16,,2nd Round,,1.4,2.93,,
Marrakech,Grand Prix Hassan II,Joao Sousa,Mirza Basic,Sousa J.,Basic M.,R16,,2nd Round,,1.36,3.13,,
Marrakech,Grand Prix Hassan II,Nikoloz Basilashvili,Lamine Ouahab,Basilashvili N.,Ouahab L.,R16,,2nd Round,,1.49,2.63,,
Marrakech,Grand Prix Hassan II,Pablo Andujar,Andrea Arnaboldi,Edmund K.,Albot R.,R16,,2nd Round,,1.24,4.02,,
Marrakech,Grand Prix Hassan II,Alexey Vatutin,Albert Ramos,Jaziri M.,Zverev M.,R16,,2nd Round,,2.04,1.78,,
Marrakech,Grand Prix Hassan II,Kyle Edmund,Malek Jaziri,Sousa J.,Basilashvili N.,QF,,Quarterfinals,,1.33,3.33,,
Marrakech,Grand Prix Hassan II,Richard Gasquet,Gilles Simon,Gasquet R.,Simon G.,QF,,Quarterfinals,,1.38,3.08,,
Marrakech,Grand Prix Hassan II,Joao Sousa,Nikoloz Basilashvili,Andujar P.,Vatutin A.,QF,,Quarterfinals,,1.59,2.39,,
Marrakech,Grand Prix Hassan II,Pablo Andujar,Alexey Vatutin,Edmund K.,Jaziri M.,QF,,Quarterfinals,,1.29,3.69,,
Marrakech,Grand Prix Hassan II,Kyle Edmund,Richard Gasquet,Edmund K.,Gasquet R.,SF,,Semifinals,,1.71,2.15,,
Marrakech,Grand Prix Hassan II,Pablo Andujar,Joao Sousa,Andujar P.,Sousa J.,SF,,Semifinals,,2.45,1.56,,
Marrakech,Grand Prix Hassan II,Pablo Andujar,Kyle Edmund,Andujar P.,Edmund K.,F,,The Final,,3.68,1.29,,
Monte Carlo Masters,Monte Carlo Masters,Fernando Verdasco,Pablo Cuevas,Khachanov K.,Kokkinakis T.,R64,,1st Round,,1.55,2.44,,
Monte Carlo Masters,Monte Carlo Masters,Marco Cecchinato,Damir Dzumhur,Zverev M.,Auger-Aliassime F.,R64,,1st Round,,2.21,1.67,,
Monte Carlo Masters,Monte Carlo Masters,Milos Raonic,Lucas Catarina,Medvedev D.,Fucsovics M.,R64,,1st Round,,2.08,1.75,,
