tourney_name,X,X.1,Winner,Loser,roundno,Round.,AvgW,AvgL,Avgoddsw,Avgoddsl
Indian Wells Masters,Thiem,Thompson,Karlovic,Coric,6,6,3.21,1.35,,
Indian Wells Masters,Zverev,Klizan,Raonic,Querrey,6,6,1.47,2.71,,
Indian Wells Masters,Lennard,Berankis,Ramos-Vinolas,Cecchinato,6,6,1.85,1.96,,
Indian Wells Masters,Giron,De,Struff,Berankis,6,6,1.55,2.44,,
Indian Wells Masters,Raonic,Querrey,Kohlschreiber,Kyrgios,6,6,2.51,1.53,,
Indian Wells Masters,Auger,Tsitsipas,Gunneswaran,Basilashvili,6,6,3.57,1.3,,
Indian Wells Masters,Nishioka,Bautista,Zverev,Klizan,6,6,1.13,6.12,,
Indian Wells Masters,Djere,Andreozzi,Djokovic,Fratangelo,6,6,1.02,16.48,,
Indian Wells Masters,Kecmanovic,Marterer,Nishioka,Bautista,6,6,3.65,1.29,,
Indian Wells Masters,Nishikori,Mannarino,Thiem,Thompson,6,6,1.33,3.36,,
Indian Wells Masters,Hurkacz,Pouille,Edmund,Jarry,6,6,1.32,3.43,,
Indian Wells Masters,Shapovalov,Johnson,Krajinovic,Goffin,6,6,2.54,1.52,,
Indian Wells Masters,Cilic,Lajovic,Nishikori,Mannarino,6,6,1.2,4.53,,
Indian Wells Masters,Albot,Fognini,Rublev,Haase,6,6,1.63,2.28,,
Indian Wells Masters,Edmund,Jarry,Medvedev,Mcdonald,6,6,1.25,3.94,,
Indian Wells Masters,Wawrinka,Fucsovics,Schwartzman,Carballes,6,6,1.31,3.5,,
Indian Wells Masters,Federer,Gojowczyk,Federer,Gojowczyk,6,6,1.05,10.26,,
Indian Wells Masters,Isner,Popyrin,Cilic,Lajovic,6,6,1.17,5.08,,
Indian Wells Masters,Pella,Bolt,Pella,Bolt,6,6,1.44,2.8,,
Indian Wells Masters,Rublev,Haase,Albot,Fognini,6,6,1.84,1.97,,
Indian Wells Masters,Khachanov,Lopez,Shapovalov,Johnson,6,6,1.7,2.16,,
Indian Wells Masters,Medvedev,McDonald,Isner,Popyrin,6,6,1.21,4.45,,
Indian Wells Masters,Krajinovic,Goffin,Khachanov,Lopez,6,6,1.33,3.36,,
Indian Wells Masters,Schwartzman,Carballes,Wawrinka,Fucsovics,6,6,1.43,2.86,,
Indian Wells Masters,Nadal,Donaldson,Nadal,Donaldson,6,6,1.04,12.35,,
Indian Wells Masters,Fratangelo,Ymer,Hurkacz,Pouille,7,6,1.95,1.85,,
Indian Wells Masters,Kohlschreiber,Hugues,Raonic,Giron,7,5,1.12,6.32,,
Indian Wells Masters,Mayer,Opelka,Karlovic,Gunneswaran,7,5,1.61,2.33,,
Indian Wells Masters,Ramos,Dzumhur,Struff,Zverev,7,5,4.94,1.18,,
Indian Wells Masters,Karlovic,Ebden,Kecmanovic,Djere,7,5,1.74,2.11,,
Indian Wells Masters,Gunneswaran,Paire,Monfils,Ramos-Vinolas,7,5,1.13,6.11,,
Indian Wells Masters,Jaziri,Klahn,Thiem,Simon,7,5,1.4,2.97,,
Indian Wells Masters,Thompson,Delbonis,Nishioka,Auger-Aliassime,7,5,2.28,1.64,,
Indian Wells Masters,Klizan,Zverev,Krajinovic,Medvedev,7,5,3.31,1.33,,
Indian Wells Masters,Lennard,Millman,Hurkacz,Nishikori,7,5,3.38,1.33,,
Indian Wells Masters,Giron,Chardy,Shapovalov,Cilic,7,5,2.41,1.58,,
Indian Wells Masters,Querrey,Berrettini,Nadal,Schwartzman,7,5,1.08,8.39,,
Indian Wells Masters,Auger,Norrie,Isner,Pella,7,5,1.24,4.1,,
Indian Wells Masters,Nishioka,Kudla,Kohlschreiber,Djokovic,7,5,9.64,1.06,,
Indian Wells Masters,Andreozzi,Ivashka,Khachanov,Rublev,7,5,1.54,2.49,,
Indian Wells Masters,Marterer,Humbert,Edmund,Albot,7,5,1.33,3.35,,
Indian Wells Masters,Mannarino,Sandgren,Federer,Wawrinka,7,5,1.28,3.76,,
Indian Wells Masters,Hurkacz,Young,Nadal,Krajinovic,7,4,1.07,8.63,,
Indian Wells Masters,Johnson,Fritz,Kecmanovic,Nishioka,7,4,2.36,1.6,,
Indian Wells Masters,Lajovic,Daniel,Hurkacz,Shapovalov,7,4,3.01,1.39,,
Indian Wells Masters,Albot,Copil,Raonic,Struff,7,4,1.37,3.12,,
Indian Wells Masters,Jarry,Tiafoe,Federer,Edmund,7,4,1.21,4.52,,
Indian Wells Masters,Wawrinka,Evans,Khachanov,Isner,7,4,2.28,1.64,,
Indian Wells Masters,Gojowczyk,Seppi,Thiem,Karlovic,7,4,1.32,3.43,,
Indian Wells Masters,Popyrin,Munar,Monfils,Kohlschreiber,7,4,1.42,2.91,,
Indian Wells Masters,Bolt,Gulbis,Raonic,Kecmanovic,7,3,1.17,5.14,,
Indian Wells Masters,Haase,Istomin,Thiem,Monfils,7,3,2.26,1.65,,
Indian Wells Masters,Lopez,Berdych,Federer,Hurkacz,7,3,1.09,7.9,,
Indian Wells Masters,McDonald,Sousa,Nadal,Khachanov,7,3,1.16,5.41,,
Indian Wells Masters,Krajinovic,Kukushkin,Thiem,Raonic,7,2,2.37,1.59,,
Indian Wells Masters,Carballes,Harrison,Federer,Nadal,7,2,1.44,2.81,,
Indian Wells Masters,Donaldson,Ito,Thiem,Federer,7,1,3.98,1.25,,
Miami Masters,Federer,Isner,Delbonis,Gojowczyk,1,7,2.14,1.71,,
Miami Masters,Isner,Auger,Carballes,Kudla,2,7,2.31,1.62,,
Miami Masters,Federer,Shapovalov,Andreozzi,Kukushkin,2,7,4.26,1.22,,
Miami Masters,Isner,Bautista,Tipsarevic,Klahn,3,7,2.19,1.68,,
Miami Masters,Auger,Coric,Zverev,Kuhn,3,7,2.05,1.78,,
Miami Masters,Federer,Anderson,Hurkacz,Berrettini,3,7,2.04,1.77,,
Miami Masters,Shapovalov,Tiafoe,Haase,Lacko,3,7,1.49,2.63,,
Miami Masters,Bautista,Djokovic,Mayer,Ymer,4,7,1.5,2.61,,
Miami Masters,Isner,Edmund,Thompson,Norrie,4,7,2.62,1.49,,
Miami Masters,Auger,Basilashvili,Bublik,Sandgren,4,7,1.73,2.11,,
Miami Masters,Coric,Kyrgios,Lajovic,Cuevas,4,7,2.84,1.43,,
Miami Masters,Anderson,Thompson,Sonego,Klizan,4,7,1.53,2.51,,
Miami Masters,Federer,Medvedev,Chardy,Jarry,4,7,1.59,2.36,,
Miami Masters,Shapovalov,Tsitsipas,Dzumhur,Eubanks,4,7,1.74,2.11,,
Miami Masters,Tiafoe,Goffin,Ivashka,Fabbiano,4,7,1.99,1.83,,
Miami Masters,Djokovic,Delbonis,Ramos-Vinolas,Copil,5,7,1.67,2.21,,
Miami Masters,Bautista,Fognini,Auger-Aliassime,Ruud,5,7,1.48,2.66,,
Miami Masters,Edmund,Raonic,Marterer,Fritz,5,7,2.46,1.55,,
Miami Masters,Isner,Ramos,Albot,Ebden,5,7,1.31,3.48,,
Miami Masters,Auger,Hurkacz,Tomic,Monteiro,5,7,1.75,2.09,,
Miami Masters,Basilashvili,Haase,Rublev,Daniel,5,7,1.26,3.9,,
Miami Masters,Coric,Chardy,Lopez,Paire,5,7,2.03,1.79,,
Miami Masters,Kyrgios,Lajovic,Munar,Gunneswaran,5,7,1.9,1.9,,
Miami Masters,Anderson,Sousa,Sousa,Tseng,5,7,1.25,4.03,,
Miami Masters,Thompson,Dimitrov,Krajinovic,Herbert,5,7,1.46,2.72,,
Miami Masters,Medvedev,Opelka,Evans,Jaziri,5,7,1.43,2.83,,
Miami Masters,Federer,Krajinovic,Opelka,Struff,5,7,2.03,1.79,,
Miami Masters,Tsitsipas,Mayer,Andujar,Karlovic,5,7,3.75,1.27,,
Miami Masters,Shapovalov,Rublev,Mannarino,Bedene,5,7,1.43,2.83,,
Miami Masters,Goffin,Cecchinato,Kecmanovic,Gulbis,5,7,1.54,2.48,,
Miami Masters,Tiafoe,Ferrer,Mcdonald,Humbert,5,7,1.76,2.07,,
Miami Masters,Djokovic,Tomic,Ferrer,Querrey,6,7,2.28,1.63,,
Miami Masters,Delbonis,Millman,Edmund,Ivashka,6,6,1.2,4.6,,
Miami Masters,Bautista,Tipsarevic,Chardy,Simon,6,6,2.17,1.69,,
Miami Masters,Fognini,Andreozzi,Lajovic,Nishikori,6,6,5.18,1.16,,
Miami Masters,Raonic,Marterer,Coric,Carballes,6,6,1.21,4.39,,
Miami Masters,Edmund,Ivashka,Basilashvili,Zverev,6,6,1.28,3.7,,
Miami Masters,Ramos,Pouille,Raonic,Marterer,6,6,1.18,4.89,,
Miami Masters,Isner,Sonego,Delbonis,Millman,6,6,2.44,1.56,,
Miami Masters,Hurkacz,Thiem,Isner,Sonego,6,6,1.25,3.93,,
Miami Masters,Auger,Fucsovics,Auger-Aliassime,Fucsovics,6,6,2.02,1.8,,
Miami Masters,Basilashvili,Zverev,Kyrgios,Bublik,6,6,1.29,3.61,,
Miami Masters,Haase,Harris,Ramos-Vinolas,Pouille,6,6,2.39,1.58,,
Miami Masters,Coric,Carballes,Haase,Harris,6,6,1.58,2.4,,
Miami Masters,Chardy,Simon,Bautista,Tipsarevic,6,6,1.2,4.69,,
Miami Masters,Kyrgios,Bublik,Hurkacz,Thiem,6,6,3.18,1.35,,
Miami Masters,Lajovic,Nishikori,Fognini,Andreozzi,6,6,1.46,2.73,,
Miami Masters,Anderson,Munar,Djokovic,Tomic,6,6,1.03,12.75,,
Miami Masters,Sousa,Johnson,Mayer,Pella,6,6,2.1,1.74,,
Miami Masters,Dimitrov,Lopez,Shapovalov,Evans,6,6,1.53,2.51,,
Miami Masters,Thompson,Khachanov,Sousa,Johnson,6,6,2.37,1.59,,
Miami Masters,Medvedev,Mannarino,Krajinovic,Wawrinka,6,6,2.27,1.64,,
Miami Masters,Opelka,Schwartzman,Thompson,Khachanov,6,6,4.35,1.22,,
Miami Masters,Krajinovic,Wawrinka,Cecchinato,Dzumhur,6,6,1.69,2.17,,
Miami Masters,Federer,Albot,Goffin,Andujar,6,6,1.13,6.05,,
Miami Masters,Tsitsipas,McDonald,Medvedev,Mannarino,6,6,1.31,3.42,,
Miami Masters,Mayer,Pella,Anderson,Munar,6,6,1.52,2.54,,
Miami Masters,Shapovalov,Evans,Dimitrov,Lopez,6,6,1.54,2.47,,
Miami Masters,Rublev,Cilic,Rublev,Cilic,6,6,2.49,1.54,,
Miami Masters,Cecchinato,Dzumhur,Opelka,Schwartzman,6,6,2.11,1.73,,
Miami Masters,Goffin,Andujar,Federer,Albot,6,6,1.11,6.66,,
Miami Masters,Tiafoe,Kecmanovic,Tsitsipas,Mcdonald,6,6,1.27,3.84,,
Miami Masters,Ferrer,Zverev,Tiafoe,Kecmanovic,6,6,1.86,1.96,,
Miami Masters,Tomic,Monteiro,Ferrer,Zverev,7,6,4.05,1.24,,
Miami Masters,Delbonis,Gojowczyk,Isner,Ramos-Vinolas,7,5,1.21,4.52,,
Miami Masters,Tipsarevic,Klahn,Bautista,Fognini,7,5,1.41,2.93,,
Miami Masters,Andreozzi,Kukushkin,Edmund,Raonic,7,5,2.31,1.62,,
Miami Masters,Marterer,Fritz,Basilashvili,Haase,7,5,1.5,2.6,,
Miami Masters,Ivashka,Fabbiano,Auger-Aliassime,Hurkacz,7,5,2.11,1.74,,
Miami Masters,Ramos,Copil,Djokovic,Delbonis,7,5,1.03,13.64,,
Miami Masters,Sonego,Klizan,Coric,Chardy,7,5,1.5,2.63,,
Miami Masters,Hurkacz,Berrettini,Kyrgios,Lajovic,7,5,1.3,3.56,,
Miami Masters,Auger,Ruud,Thompson,Dimitrov,7,5,2.94,1.41,,
Miami Masters,Zverev,Kuhn,Anderson,Sousa,7,5,1.52,2.55,,
Miami Masters,Haase,Lacko,Federer,Krajinovic,7,5,1.19,4.77,,
Miami Masters,Carballes,Kudla,Medvedev,Opelka,7,5,1.28,3.69,,
Miami Masters,Chardy,Jarry,Shapovalov,Rublev,7,5,1.67,2.22,,
Miami Masters,Bublik,Sandgren,Goffin,Cecchinato,7,5,1.27,3.85,,
Miami Masters,Lajovic,Cuevas,Tiafoe,Ferrer,7,5,1.99,1.83,,
Miami Masters,Munar,Gunneswaran,Tsitsipas,Mayer,7,5,1.27,3.84,,
Miami Masters,Sousa,Hsin,Auger-Aliassime,Basilashvili,7,4,1.79,2.04,,
Miami Masters,Lopez,Paire,Isner,Edmund,7,4,1.85,1.97,,
Miami Masters,Thompson,Norrie,Coric,Kyrgios,7,4,2.31,1.62,,
Miami Masters,Mannarino,Bedene,Bautista,Djokovic,7,4,4.79,1.19,,
Miami Masters,Opelka,Lennard,Anderson,Thompson,7,4,1.42,2.9,,
Miami Masters,Krajinovic,Hugues,Tiafoe,Goffin,7,4,2.57,1.51,,
Miami Masters,Albot,Ebden,Shapovalov,Tsitsipas,7,4,2.2,1.68,,
Miami Masters,McDonald,Humbert,Federer,Medvedev,7,4,1.31,3.52,,
Miami Masters,Mayer,Ymer,Isner,Bautista,7,3,1.84,1.98,,
Miami Masters,Evans,Jaziri,Auger-Aliassime,Coric,7,3,2.22,1.67,,
Miami Masters,Rublev,Daniel,Shapovalov,Tiafoe,7,3,1.56,2.45,,
Miami Masters,Dzumhur,Eubanks,Federer,Anderson,7,3,1.18,4.86,,
Miami Masters,Andujar,Karlovic,Isner,Auger-Aliassime,7,2,1.51,2.6,,
Miami Masters,Kecmanovic,Gulbis,Federer,Shapovalov,7,2,1.2,4.56,,
Miami Masters,Ferrer,Querrey,Federer,Isner,7,1,1.25,4.03,,
Houston,Garin,Ruud,Harrison,Karlovic,1,5,2.24,1.65,,
Houston,Ruud,Elahi,Ruud,Dellien,2,5,1.46,2.72,,
Houston,Garin,Querrey,Garin,Cuevas,2,5,2.32,1.6,,
Houston,Elahi,Thompson,Granollers,Fritz,3,5,2.24,1.65,,
Houston,Ruud,Granollers,Tomic,Kudla,3,5,1.83,1.98,,
Houston,Querrey,Tipsarevic,Galan,Lorenzi,3,5,2.05,1.76,,
Houston,Garin,Laaksonen,Laaksonen,Mcdonald,3,5,1.75,2.07,,
Houston,Elahi,Johnson,Garcia-Lopez,Rubin,4,5,1.54,2.45,,
Houston,Thompson,Giraldo,Giraldo,Klahn,4,5,1.44,2.77,,
Houston,Ruud,Opelka,Thompson,Krstin,4,5,1.55,2.45,,
Houston,Granollers,Tomic,Querrey,Fratangelo,4,5,1.64,2.25,,
Houston,Querrey,Garcia,Tipsarevic,Sandgren,4,5,2.7,1.46,,
Houston,Tipsarevic,Norrie,Granollers,Tomic,4,4,1.6,2.32,,
Houston,Laaksonen,Harrison,Laaksonen,Harrison,4,4,1.92,1.89,,
Houston,Garin,Chardy,Garin,Chardy,4,4,1.69,2.15,,
Houston,Elahi,Lorenzi,Ruud,Opelka,5,4,1.89,1.9,,
Houston,Giraldo,Klahn,Tipsarevic,Norrie,5,4,2.26,1.63,,
Houston,Thompson,Krstin,Querrey,Garcia-Lopez,5,4,1.46,2.68,,
Houston,Ruud,Dellien,Galan,Johnson,5,4,2.83,1.42,,
Houston,Tomic,Kudla,Thompson,Giraldo,5,4,1.62,2.29,,
Houston,Granollers,Fritz,Garin,Laaksonen,5,3,1.46,2.7,,
Houston,Querrey,Fratangelo,Querrey,Tipsarevic,5,3,1.4,2.94,,
Houston,Garcia,Rubin,Ruud,Granollers,5,3,1.62,2.29,,
Houston,Tipsarevic,Sandgren,Galan,Thompson,5,3,2.2,1.67,,
Houston,Laaksonen,McDonald,Garin,Querrey,5,2,2.01,1.8,,
Houston,Harrison,Karlovic,Ruud,Galan,5,2,1.31,3.47,,
Houston,Garin,Cuevas,Garin,Ruud,5,1,1.67,2.2,,
Marrakech,Paire,Andujar,Andreozzi,Ramos-Vinolas,1,5,2.42,1.56,,
Marrakech,Paire,Tsonga,Simon,Kovalik,2,5,1.37,3.07,,
Marrakech,Andujar,Simon,Edmund,Humbert,2,5,1.19,4.55,,
Marrakech,Paire,Munar,Daniel,Zverev,3,5,1.46,2.7,,
Marrakech,Tsonga,Sonego,Tsonga,Stebe,3,5,1.1,6.89,,
Marrakech,Simon,Daniel,Paire,Bedene,3,5,2.02,1.79,,
Marrakech,Andujar,Vesely,Herbert,Fabbiano,3,5,1.6,2.34,,
Marrakech,Munar,Zverev,Menendez-Maceiras,Verdasco,4,5,4.75,1.18,,
Marrakech,Paire,Hugues,Londero,Berlocq,4,5,1.52,2.53,,
Marrakech,Tsonga,Edmund,Munar,Bagnis,4,5,1.33,3.28,,
Marrakech,Sonego,Haase,Kohlschreiber,Davidovich,4,5,1.53,2.48,,
Marrakech,Daniel,Menendez,Sonego,Djere,4,5,2.2,1.66,,
Marrakech,Simon,Andreozzi,Haase,Jaziri,4,5,1.44,2.75,,
Marrakech,Andujar,Kohlschreiber,Vesely,Fognini,4,5,2.34,1.59,,
Marrakech,Vesely,Ignacio,Andujar,Delbonis,4,5,2.29,1.61,,
Marrakech,Zverev,Istomin,Zverev,Istomin,5,5,1.1,7,,
Marrakech,Munar,Bagnis,Sonego,Haase,5,4,1.64,2.24,,
Marrakech,Paire,Bedene,Daniel,Menendez-Maceiras,5,4,1.33,3.3,,
Marrakech,Hugues,Fabbiano,Simon,Andreozzi,5,4,1.61,2.29,,
Marrakech,Edmund,Humbert,Tsonga,Edmund,5,4,2.7,1.45,,
Marrakech,Tsonga,Marcel,Vesely,Londero,5,4,1.75,2.06,,
Marrakech,Haase,Jaziri,Andujar,Kohlschreiber,5,4,1.99,1.81,,
Marrakech,Sonego,Djere,Paire,Herbert,5,4,1.68,2.16,,
Marrakech,Menendez,Verdasco,Munar,Zverev,5,4,3.97,1.24,,
Marrakech,Daniel,Zverev,Simon,Daniel,5,3,1.38,3.03,,
Marrakech,Andreozzi,Ramos,Andujar,Vesely,5,3,1.73,2.1,,
Marrakech,Simon,Kovalik,Paire,Munar,5,3,2.37,1.58,,
Marrakech,Kohlschreiber,Davidovich,Tsonga,Sonego,5,3,1.43,2.79,,
Marrakech,Andujar,Delbonis,Andujar,Simon,5,2,1.95,1.85,,
Marrakech,Ignacio,Berlocq,Paire,Tsonga,5,2,3.03,1.38,,
Marrakech,Vesely,Fognini,Paire,Andujar,5,1,2.16,1.69,,
Monte Carlo Masters,Fognini,Lajovic,Coric,Hurkacz,1,6,1.5,2.56,,
Monte Carlo Masters,Lajovic,Medvedev,Dimitrov,Berrettini,2,6,1.74,2.1,,
Monte Carlo Masters,Fognini,Nadal,Pella,Djere,2,6,1.68,2.18,,
Monte Carlo Masters,Medvedev,Djokovic,Wawrinka,Pouille,3,6,1.39,3,,
Monte Carlo Masters,Lajovic,Sonego,Fucsovics,Basilashvili,3,6,1.76,2.05,,
Monte Carlo Masters,Fognini,Coric,Bautista,Millman,3,6,1.17,5.02,,
Monte Carlo Masters,Nadal,Pella,Lajovic,Jaziri,3,6,1.36,3.13,,
Monte Carlo Masters,Djokovic,Fritz,Medvedev,Sousa,4,6,1.55,2.44,,
Monte Carlo Masters,Medvedev,Tsitsipas,Struff,Shapovalov,4,6,2.24,1.64,,
Monte Carlo Masters,Lajovic,Thiem,Kohlschreiber,Daniel,4,6,1.32,3.34,,
Monte Carlo Masters,Sonego,Norrie,Kukushkin,Chardy,4,6,2.53,1.52,,
Monte Carlo Masters,Coric,Hugues,Cecchinato,Dzumhur,4,6,1.27,3.77,,
Monte Carlo Masters,Fognini,Zverev,Goffin,Andreozzi,4,6,1.31,3.46,,
Monte Carlo Masters,Pella,Cecchinato,Fognini,Rublev,4,6,2.06,1.76,,
Monte Carlo Masters,Nadal,Dimitrov,Munar,Catarina,4,6,1.04,11.7,,
Monte Carlo Masters,Djokovic,Kohlschreiber,Klizan,Delbonis,5,6,3.08,1.37,,
Monte Carlo Masters,Fritz,Schwartzman,Albot,Bedene,5,6,2.47,1.54,,
Monte Carlo Masters,Medvedev,Albot,Sonego,Seppi,5,6,1.48,2.63,,
Monte Carlo Masters,Tsitsipas,Kukushkin,Schwartzman,Edmund,5,6,2.23,1.65,,
Monte Carlo Masters,Thiem,Klizan,Auger-Aliassime,Londero,5,6,1.44,2.74,,
Monte Carlo Masters,Lajovic,Goffin,Norrie,Mannarino,5,6,1.6,2.34,,
Monte Carlo Masters,Norrie,Fucsovics,Fritz,Tsonga,5,6,5.56,1.14,,
Monte Carlo Masters,Sonego,Khachanov,Herbert,Verdasco,5,6,2.37,1.58,,
Monte Carlo Masters,Hugues,Nishikori,Simon,Popyrin,5,6,1.42,2.88,,
Monte Carlo Masters,Coric,Munar,Pella,Cilic,5,5,2.18,1.68,,
Monte Carlo Masters,Fognini,Simon,Sonego,Khachanov,5,5,2.3,1.61,,
Monte Carlo Masters,Zverev,Auger,Djokovic,Kohlschreiber,5,5,1.17,5.06,,
Monte Carlo Masters,Pella,Cilic,Coric,Munar,5,5,1.63,2.27,,
Monte Carlo Masters,Cecchinato,Wawrinka,Cecchinato,Wawrinka,5,5,2.43,1.56,,
Monte Carlo Masters,Dimitrov,Lennard,Tsitsipas,Kukushkin,5,5,1.24,4.06,,
Monte Carlo Masters,Nadal,Bautista,Medvedev,Albot,5,5,1.43,2.79,,
Monte Carlo Masters,Kohlschreiber,Daniel,Herbert,Nishikori,6,5,4.24,1.22,,
Monte Carlo Masters,Fritz,Tsonga,Norrie,Fucsovics,6,5,2.86,1.42,,
Monte Carlo Masters,Schwartzman,Edmund,Fognini,Simon,6,5,1.92,1.87,,
Monte Carlo Masters,Medvedev,Sousa,Fritz,Schwartzman,6,5,5.2,1.16,,
Monte Carlo Masters,Albot,Bedene,Zverev,Auger-Aliassime,6,5,1.48,2.63,,
Monte Carlo Masters,Kukushkin,Chardy,Dimitrov,Struff,6,5,1.66,2.2,,
Monte Carlo Masters,Klizan,Delbonis,Nadal,Bautista,6,5,1.07,8.48,,
Monte Carlo Masters,Lajovic,Jaziri,Thiem,Klizan,6,5,1.22,4.25,,
Monte Carlo Masters,Goffin,Andreozzi,Lajovic,Goffin,6,5,3.71,1.28,,
Monte Carlo Masters,Fucsovics,Basilashvili,Medvedev,Tsitsipas,6,4,2.07,1.76,,
Monte Carlo Masters,Norrie,Mannarino,Pella,Cecchinato,6,4,2.39,1.58,,
Monte Carlo Masters,Sonego,Seppi,Djokovic,Fritz,6,4,1.07,8.45,,
Monte Carlo Masters,Hugues,Verdasco,Sonego,Norrie,6,4,1.56,2.43,,
Monte Carlo Masters,Munar,Catarina,Nadal,Dimitrov,6,4,1.03,12.98,,
Monte Carlo Masters,Coric,Hurkacz,Lajovic,Thiem,6,4,4.98,1.17,,
Monte Carlo Masters,Fognini,Rublev,Fognini,Zverev,6,4,3.96,1.25,,
Monte Carlo Masters,Simon,Popyrin,Coric,Herbert,6,4,1.43,2.82,,
Monte Carlo Masters,Auger,Ignacio,Lajovic,Sonego,6,3,1.7,2.15,,
Monte Carlo Masters,Pella,Djere,Medvedev,Djokovic,6,3,4.34,1.22,,
Monte Carlo Masters,Wawrinka,Pouille,Nadal,Pella,6,3,1.02,15.87,,
Monte Carlo Masters,Cecchinato,Dzumhur,Fognini,Coric,6,3,2.27,1.63,,
Monte Carlo Masters,Lennard,Shapovalov,Lajovic,Medvedev,6,2,2.82,1.43,,
Monte Carlo Masters,Dimitrov,Berrettini,Fognini,Nadal,6,2,7.91,1.08,,
Monte Carlo Masters,Bautista,Millman,Fognini,Lajovic,6,1,1.59,2.36,,
Barcelona,Thiem,Medvedev,Mayer,Copil,1,6,1.3,3.5,,
Barcelona,Thiem,Nadal,Fucsovics,Kudla,2,6,1.18,4.75,,
Barcelona,Medvedev,Nishikori,Mcdonald,Daniel,2,6,3.44,1.31,,
Barcelona,Nadal,Lennard,Struff,Dellien,3,6,1.51,2.55,,
Barcelona,Thiem,Pella,Munar,Sousa,3,6,1.29,3.53,,
Barcelona,Nishikori,Carballes,Fritz,Opelka,3,6,1.73,2.09,,
Barcelona,Medvedev,Jarry,Verdasco,Lopez,3,6,1.49,2.61,,
Barcelona,Nadal,Ferrer,Jarry,Granollers,4,6,1.85,1.93,,
Barcelona,Lennard,Tsitsipas,Schwartzman,Nishioka,4,6,1.25,3.95,,
Barcelona,Thiem,Munar,Paire,Londero,4,6,1.54,2.46,,
Barcelona,Pella,Paire,Kuhn,Delbonis,4,6,5.15,1.16,,
Barcelona,Carballes,Garin,Jaziri,Andreozzi,4,6,2.72,1.46,,
Barcelona,Nishikori,Auger,Ferrer,Zverev,4,6,1.13,5.99,,
Barcelona,Medvedev,McDonald,Ramos-Vinolas,Norrie,4,6,1.58,2.37,,
Barcelona,Jarry,Dimitrov,Garin,Klizan,4,6,1.7,2.14,,
Barcelona,Nadal,Mayer,Pella,Sousa,5,6,1.36,3.13,,
Barcelona,Ferrer,Pouille,Nishikori,Fritz,5,5,1.27,3.73,,
Barcelona,Lennard,Goffin,Jarry,Zverev,5,5,4.73,1.19,,
Barcelona,Tsitsipas,Fucsovics,Munar,Tiafoe,5,5,1.43,2.8,,
Barcelona,Thiem,Schwartzman,Struff,Goffin,5,5,2.44,1.55,,
Barcelona,Munar,Tiafoe,Thiem,Schwartzman,5,5,1.3,3.49,,
Barcelona,Paire,Carreno,Tsitsipas,Fucsovics,5,5,1.32,3.38,,
Barcelona,Pella,Khachanov,Auger-Aliassime,Jaziri,5,5,1.22,4.25,,
Barcelona,Carballes,Kuhn,Medvedev,Ramos-Vinolas,5,5,1.48,2.65,,
Barcelona,Garin,Shapovalov,Mcdonald,Simon,5,5,2.77,1.44,,
Barcelona,Auger,Jaziri,Ferrer,Pouille,5,5,1.61,2.31,,
Barcelona,Nishikori,Fritz,Carballes,Kuhn,5,5,1.41,2.9,,
Barcelona,Medvedev,Ramos,Nadal,Mayer,5,5,1.03,12.57,,
Barcelona,McDonald,Simon,Pella,Khachanov,5,5,1.92,1.88,,
Barcelona,Dimitrov,Verdasco,Paire,Carreno,5,5,1.43,2.81,,
Barcelona,Jarry,Zverev,Dimitrov,Verdasco,5,5,1.66,2.22,,
Barcelona,Mayer,Copil,Garin,Shapovalov,6,5,1.7,2.14,,
Barcelona,Ferrer,Zverev,Medvedev,Mcdonald,6,4,1.17,4.93,,
Barcelona,Lennard,Dellien,Nishikori,Auger-Aliassime,6,4,1.64,2.25,,
Barcelona,Fucsovics,Kudla,Thiem,Munar,6,4,1.29,3.6,,
Barcelona,Schwartzman,Nishioka,Jarry,Dimitrov,6,4,2.82,1.42,,
Barcelona,Munar,Sousa,Nadal,Ferrer,6,4,1.14,5.59,,
Barcelona,Paire,Ignacio,Carballes,Garin,6,4,2.81,1.43,,
Barcelona,Pella,Sousa,Struff,Tsitsipas,6,4,3.73,1.27,,
Barcelona,Kuhn,Delbonis,Pella,Paire,6,4,1.65,2.23,,
Barcelona,Garin,Klizan,Medvedev,Jarry,6,3,1.27,3.79,,
Barcelona,Jaziri,Andreozzi,Nishikori,Carballes,6,3,1.27,3.76,,
Barcelona,Fritz,Opelka,Nadal,Struff,6,3,1.06,9.4,,
Barcelona,Ramos,Norrie,Thiem,Pella,6,3,1.35,3.22,,
Barcelona,McDonald,Daniel,Medvedev,Nishikori,6,2,1.98,1.83,,
Barcelona,Verdasco,Lopez,Thiem,Nadal,6,2,3.17,1.36,,
Barcelona,Jarry,Granollers,Thiem,Medvedev,6,1,1.29,3.58,,
Budapest,Berrettini,Krajinovic,Berrettini,Kukushkin,1,5,1.59,2.34,,
Budapest,Berrettini,Djere,Bedene,Tomic,2,5,1.44,2.78,,
Budapest,Krajinovic,Hugues,Krajinovic,Seppi,2,5,1.44,2.78,,
Budapest,Berrettini,Cuevas,Albot,Stakhovsky,3,5,1.27,3.71,,
Budapest,Djere,Basilashvili,Gojowczyk,Harris,3,5,2.27,1.62,,
Budapest,Hugues,Balazs,Millman,Kecmanovic,3,5,2.14,1.7,,
