tourney_name,X,X.1,Winner,Loser,roundno,Round.,AvgW,AvgL,Avgoddsw,Avgoddsl
Sofia,Medvedev,Klizan,Berrettini,Istomin,3,5,1.56,2.43,,
Sofia,Monfils,Tsitsipas,Haase,Kuzmanov,3,5,1.15,5.4,,
Sofia,Berrettini,Khachanov,Monfils,Troicki,4,5,1.25,3.93,,
Sofia,Verdasco,Copil,Klizan,Basic,4,5,1.43,2.83,,
Sofia,Bautista,Ebden,Kukushkin,Djere,4,5,1.29,3.56,,
Sofia,Fucsovics,Maden,Verdasco,Lazarov,4,5,1.04,10.98,,
Sofia,Klizan,Brands,Fucsovics,Seppi,4,5,2.02,1.79,,
Sofia,Medvedev,Haase,Bautista,Ebden,4,4,1.14,5.71,,
Sofia,Monfils,Kukushkin,Berrettini,Khachanov,4,4,3.6,1.29,,
Sofia,Tsitsipas,Lennard,Klizan,Brands,4,4,1.44,2.8,,
Sofia,Berrettini,Istomin,Fucsovics,Maden,5,4,1.37,3.07,,
Sofia,Copil,Wawrinka,Verdasco,Copil,5,4,1.63,2.28,,
Sofia,Verdasco,Lazarov,Medvedev,Haase,5,4,1.24,4.04,,
Sofia,Ebden,Andreev,Monfils,Kukushkin,5,4,1.4,2.94,,
Sofia,Maden,Mannarino,Tsitsipas,Struff,5,4,1.48,2.64,,
Sofia,Fucsovics,Seppi,Fucsovics,Bautista,5,3,3.85,1.27,,
Sofia,Brands,Basilashvili,Berrettini,Verdasco,5,3,2.34,1.61,,
Sofia,Klizan,Basic,Medvedev,Klizan,5,3,1.26,3.87,,
Sofia,Haase,Kuzmanov,Monfils,Tsitsipas,5,3,2.13,1.72,,
Sofia,Monfils,Troicki,Fucsovics,Berrettini,5,2,2.27,1.64,,
Sofia,Kukushkin,Djere,Medvedev,Monfils,5,2,1.68,2.2,,
Sofia,Lennard,Travaglia,Medvedev,Fucsovics,5,1,1.16,5.35,,
Buenos Aires,Cecchinato,Schwartzman,Sonego,Jarry,1,5,2.34,1.6,,
Buenos Aires,Schwartzman,Thiem,Ramos-Vinolas,Dutra,2,5,1.72,2.12,,
Buenos Aires,Cecchinato,Pella,Marterer,Bagnis,2,5,1.85,1.96,,
Buenos Aires,Thiem,Cuevas,Garin,Auger-Aliassime,3,5,1.89,1.92,,
Buenos Aires,Schwartzman,Ramos,Cuevas,Arevalo,3,5,1.19,4.69,,
Buenos Aires,Cecchinato,Carballes,Carballes,Daniel,3,5,1.69,2.16,,
Buenos Aires,Pella,Munar,Mayer,Lajovic,3,5,1.71,2.15,,
Buenos Aires,Thiem,Marterer,Bedene,Andreozzi,4,5,1.41,2.92,,
Buenos Aires,Cuevas,Sousa,Pella,Cerundolo,4,5,1.16,5.19,,
Buenos Aires,Schwartzman,Bedene,Munar,Delbonis,4,5,1.97,1.84,,
Buenos Aires,Ramos,Ferrer,Sousa,Londero,4,5,1.58,2.39,,
Buenos Aires,Carballes,Sonego,Ferrer,Jaziri,4,5,1.42,2.87,,
Buenos Aires,Cecchinato,Garin,Carballes,Sonego,4,4,1.87,1.93,,
Buenos Aires,Pella,Mayer,Pella,Mayer,4,4,1.89,1.92,,
Buenos Aires,Munar,Fognini,Cecchinato,Garin,4,4,1.62,2.31,,
Buenos Aires,Marterer,Bagnis,Munar,Fognini,5,4,2.05,1.77,,
Buenos Aires,Cuevas,Arevalo,Cuevas,Sousa,5,4,1.48,2.67,,
Buenos Aires,Sousa,Ignacio,Ramos-Vinolas,Ferrer,5,4,2.12,1.73,,
Buenos Aires,Bedene,Andreozzi,Thiem,Marterer,5,4,1.18,4.87,,
Buenos Aires,Ramos,Dutra,Schwartzman,Bedene,5,4,1.43,2.83,,
Buenos Aires,Ferrer,Jaziri,Cecchinato,Carballes,5,3,1.52,2.54,,
Buenos Aires,Sonego,Jarry,Pella,Munar,5,3,2.05,1.78,,
Buenos Aires,Carballes,Daniel,Thiem,Cuevas,5,3,1.29,3.62,,
Buenos Aires,Garin,Auger,Schwartzman,Ramos-Vinolas,5,3,1.26,3.89,,
Buenos Aires,Mayer,Lajovic,Cecchinato,Pella,5,2,1.51,2.59,,
Buenos Aires,Pella,Cerundolo,Schwartzman,Thiem,5,2,2.91,1.42,,
Buenos Aires,Munar,Delbonis,Cecchinato,Schwartzman,5,1,2.27,1.65,,
New York,Opelka,Schnur,Tomic,Lacko,1,5,1.52,2.53,,
New York,Opelka,Isner,Lorenzi,Sandgren,2,5,4.26,1.22,,
New York,Schnur,Querrey,Thompson,Rubin,2,5,1.67,2.2,,
New York,Isner,Thompson,Eubanks,Menendez-Maceiras,3,5,1.69,2.18,,
New York,Opelka,Garcia,Opelka,Mannarino,3,5,1.62,2.3,,
New York,Schnur,Lorenzi,Jung,Ramanathan,3,5,2.14,1.71,,
New York,Querrey,Jung,Garcia-Lopez,Popyrin,3,5,2.24,1.65,,
New York,Isner,Tomic,Harrison,Polansky,4,5,1.42,2.86,,
New York,Thompson,Eubanks,Schnur,Lin,4,5,1.06,9.64,,
New York,Garcia,Millman,Querrey,Harris,4,5,1.41,2.93,,
New York,Opelka,Istomin,Istomin,Mcdonald,4,5,2.31,1.61,,
New York,Lorenzi,Harrison,Albot,Karlovic,4,5,2.21,1.67,,
New York,Schnur,Johnson,Lorenzi,Harrison,4,4,3.6,1.29,,
New York,Querrey,Albot,Thompson,Eubanks,4,4,1.47,2.69,,
New York,Jung,Tiafoe,Isner,Tomic,4,4,1.37,3.12,,
New York,Tomic,Lacko,Schnur,Johnson,5,4,2.54,1.52,,
New York,Eubanks,Menendez,Garcia-Lopez,Millman,5,4,3.23,1.35,,
New York,Thompson,Rubin,Opelka,Istomin,5,4,1.81,2,,
New York,Garcia,Popyrin,Querrey,Albot,5,4,1.33,3.32,,
New York,Istomin,McDonald,Jung,Tiafoe,5,4,5.3,1.16,,
New York,Opelka,Mannarino,Schnur,Lorenzi,5,3,1.75,2.1,,
New York,Lorenzi,Sandgren,Querrey,Jung,5,3,1.17,5.09,,
New York,Harrison,Polansky,Opelka,Garcia-Lopez,5,3,1.55,2.48,,
New York,Schnur,Mingjie,Isner,Thompson,5,3,1.3,3.52,,
New York,Querrey,Harris,Schnur,Querrey,5,2,4.29,1.22,,
New York,Albot,Karlovic,Opelka,Isner,5,2,3.04,1.39,,
New York,Jung,Ramanathan,Opelka,Schnur,5,1,1.46,2.75,,
Rotterdam,Monfils,Wawrinka,Seppi,Gojowczyk,1,5,1.64,2.26,,
Rotterdam,Wawrinka,Nishikori,Kukushkin,Haase,2,5,2.07,1.76,,
Rotterdam,Monfils,Medvedev,Wawrinka,Paire,2,5,1.5,2.6,,
Rotterdam,Nishikori,Fucsovics,Basilashvili,Chung,3,5,1.83,1.98,,
Rotterdam,Wawrinka,Shapovalov,Gulbis,Copil,3,5,1.75,2.09,,
Rotterdam,Monfils,Dzumhur,Raonic,Kohlschreiber,3,5,1.25,3.98,,
Rotterdam,Medvedev,Tsonga,Verdasco,Ebden,3,5,1.33,3.34,,
Rotterdam,Nishikori,Gulbis,Shapovalov,Skugor,4,5,1.17,5.09,,
Rotterdam,Fucsovics,Basilashvili,Berdych,Simon,4,5,1.56,2.43,,
Rotterdam,Wawrinka,Raonic,Monfils,Goffin,4,5,1.88,1.93,,
Rotterdam,Shapovalov,Berdych,Nishikori,Herbert,4,5,1.34,3.3,,
Rotterdam,Monfils,Seppi,Griekspoor,Khachanov,4,5,8.24,1.08,,
Rotterdam,Dzumhur,Kukushkin,Fucsovics,Klizan,4,5,2.07,1.76,,
Rotterdam,Medvedev,Verdasco,Medvedev,Chardy,4,5,1.25,3.96,,
Rotterdam,Tsonga,Griekspoor,Tsonga,Fabbiano,4,5,1.12,6.2,,
Rotterdam,Nishikori,Hugues,Dzumhur,Tsitsipas,5,5,4.98,1.18,,
Rotterdam,Gulbis,Copil,Monfils,Seppi,5,4,1.43,2.85,,
Rotterdam,Fucsovics,Klizan,Wawrinka,Raonic,5,4,2.67,1.48,,
Rotterdam,Basilashvili,Chung,Shapovalov,Berdych,5,4,2.36,1.59,,
Rotterdam,Raonic,Kohlschreiber,Dzumhur,Kukushkin,5,4,2.01,1.81,,
Rotterdam,Wawrinka,Paire,Medvedev,Verdasco,5,4,1.32,3.39,,
Rotterdam,Berdych,Simon,Tsonga,Griekspoor,5,4,1.1,7.16,,
Rotterdam,Shapovalov,Skugor,Nishikori,Gulbis,5,4,1.27,3.76,,
Rotterdam,Monfils,Goffin,Fucsovics,Basilashvili,5,4,1.79,2.02,,
Rotterdam,Seppi,Gojowczyk,Monfils,Dzumhur,5,3,1.23,4.25,,
Rotterdam,Kukushkin,Haase,Medvedev,Tsonga,5,3,1.61,2.33,,
Rotterdam,Dzumhur,Tsitsipas,Wawrinka,Shapovalov,5,3,1.77,2.07,,
Rotterdam,Medvedev,Chardy,Nishikori,Fucsovics,5,3,1.2,4.58,,
Rotterdam,Verdasco,Ebden,Monfils,Medvedev,5,2,2.95,1.41,,
Rotterdam,Tsonga,Fabbiano,Wawrinka,Nishikori,5,2,2.48,1.55,,
Rotterdam,Griekspoor,Khachanov,Monfils,Wawrinka,5,1,2.39,1.59,,
Delray Beach,Albot,Evans,Lacko,Watanuki,1,5,3.13,1.36,,
Delray Beach,Albot,McDonald,Istomin,Lopez,2,5,1.71,2.13,,
Delray Beach,Evans,Isner,Harris,King,2,5,1.63,2.29,,
Delray Beach,McDonald,Martin,Kyrgios,Millman,3,5,1.74,2.09,,
Delray Beach,Albot,Johnson,Albot,Karlovic,3,5,2.08,1.75,,
Delray Beach,Evans,Seppi,Garcia-Lopez,Donaldson,3,5,1.44,2.77,,
Delray Beach,Isner,Mannarino,Mcdonald,Fritz,3,5,2.51,1.53,,
Delray Beach,Martin,Opelka,Johnson,Jung,4,5,1.24,4.08,,
Delray Beach,McDonald,Garcia,Thompson,Granollers,4,5,1.58,2.38,,
Delray Beach,Johnson,Lorenzi,Lorenzi,Smyczek,4,5,2.16,1.7,,
Delray Beach,Albot,Kyrgios,Seppi,Tomic,4,5,1.62,2.31,,
Delray Beach,Seppi,Thompson,Isner,Polansky,4,5,1.13,6.15,,
Delray Beach,Evans,Harris,Mannarino,Schnur,4,5,1.4,2.96,,
Delray Beach,Mannarino,Istomin,Opelka,Sandgren,4,5,2.38,1.58,,
Delray Beach,Isner,Lacko,Evans,Tiafoe,4,5,2.42,1.57,,
Delray Beach,Martin,Nishioka,Del,Nishioka,5,5,1.32,3.37,,
Delray Beach,Opelka,Sandgren,Seppi,Thompson,5,4,1.57,2.4,,
Delray Beach,Garcia,Donaldson,Mannarino,Istomin,5,4,1.69,2.16,,
Delray Beach,McDonald,Fritz,Evans,Harris,5,4,1.67,2.2,,
Delray Beach,Johnson,Jung,Isner,Lacko,5,4,1.12,6.47,,
Delray Beach,Lorenzi,Smyczek,Johnson,Lorenzi,5,4,1.35,3.19,,
Delray Beach,Albot,Karlovic,Albot,Kyrgios,5,4,2.72,1.46,,
Delray Beach,Kyrgios,Millman,Mcdonald,Garcia-Lopez,5,4,1.51,2.57,,
Delray Beach,Seppi,Tomic,Del,Opelka,5,4,1.51,2.57,,
Delray Beach,Thompson,Granollers,Evans,Seppi,5,3,2.01,1.81,,
Delray Beach,Harris,King,Isner,Mannarino,5,3,1.24,4.1,,
Delray Beach,Evans,Tiafoe,Albot,Johnson,5,3,2.31,1.62,,
Delray Beach,Mannarino,Schnur,Mcdonald,Del,5,3,3.39,1.32,,
Delray Beach,Istomin,Lopez,Evans,Isner,5,2,2.9,1.42,,
Delray Beach,Lacko,Watanuki,Albot,Mcdonald,5,2,2.33,1.61,,
Delray Beach,Isner,Polansky,Albot,Evans,5,1,2.78,1.45,,
Marseille,Tsitsipas,Kukushkin,Hurkacz,Krajinovic,1,5,2.8,1.44,,
Marseille,Tsitsipas,Goffin,Simon,Hoang,2,5,1.32,3.41,,
Marseille,Kukushkin,Humbert,Kukushkin,Kudla,2,5,1.48,2.67,,
Marseille,Tsitsipas,Stakhovsky,Gojowczyk,Dzumhur,3,5,2.09,1.74,,
Marseille,Goffin,Simon,Stakhovsky,Lestienne,3,5,1.93,1.87,,
Marseille,Kukushkin,Rublev,Paire,Bolelli,3,5,1.48,2.67,,
Marseille,Humbert,Bachinger,Verdasco,Gerasimov,3,5,1.33,3.33,,
Marseille,Tsitsipas,Hurkacz,Rublev,Tsonga,4,5,4.43,1.21,,
Marseille,Stakhovsky,Barrere,Berrettini,Chardy,4,5,1.9,1.91,,
Marseille,Goffin,Paire,Bachinger,Darcis,4,5,1.86,1.94,,
Marseille,Simon,Gojowczyk,Barrere,Vesely,4,5,1.64,2.25,,
Marseille,Rublev,Berrettini,Humbert,Gulbis,4,5,1.91,1.9,,
Marseille,Kukushkin,Shapovalov,Kukushkin,Shapovalov,4,4,2.84,1.43,,
Marseille,Bachinger,Verdasco,Tsitsipas,Hurkacz,4,4,1.32,3.36,,
Marseille,Humbert,Coric,Simon,Gojowczyk,4,4,1.49,2.62,,
Marseille,Hurkacz,Krajinovic,Rublev,Berrettini,5,4,2.09,1.75,,
Marseille,Stakhovsky,Lestienne,Bachinger,Verdasco,5,4,3.33,1.33,,
Marseille,Barrere,Vesely,Humbert,Coric,5,4,2.73,1.46,,
Marseille,Paire,Bolelli,Goffin,Paire,5,4,1.5,2.59,,
Marseille,Gojowczyk,Dzumhur,Stakhovsky,Barrere,5,4,2.25,1.64,,
Marseille,Simon,Hoang,Kukushkin,Rublev,5,3,2.06,1.77,,
Marseille,Berrettini,Chardy,Humbert,Bachinger,5,3,1.44,2.79,,
Marseille,Rublev,Tsonga,Tsitsipas,Stakhovsky,5,3,1.16,5.25,,
Marseille,Kukushkin,Kudla,Goffin,Simon,5,3,1.65,2.26,,
Marseille,Verdasco,Gerasimov,Kukushkin,Humbert,5,2,2.13,1.72,,
Marseille,Bachinger,Darcis,Tsitsipas,Goffin,5,2,1.86,1.95,,
Marseille,Humbert,Gulbis,Tsitsipas,Kukushkin,5,1,1.3,3.6,,
Rio De Janeiro,Djere,Auger,Norrie,Lajovic,1,5,2.48,1.54,,
Rio De Janeiro,Djere,Bedene,Munar,Mayer,2,5,1.8,2.02,,
Rio De Janeiro,Auger,Cuevas,Sousa,Pella,2,5,1.95,1.86,,
Rio De Janeiro,Djere,Ruud,Ruud,Berlocq,3,5,1.52,2.61,,
Rio De Janeiro,Bedene,Dellien,Dellien,Andreozzi,3,5,2.08,1.75,,
Rio De Janeiro,Cuevas,Ramos,Delbonis,Jaziri,3,5,1.25,4,,
Rio De Janeiro,Auger,Munar,Ramos-Vinolas,Sonego,3,5,1.84,1.98,,
Rio De Janeiro,Djere,Daniel,Carballes,Jarry,4,5,2.1,1.74,,
Rio De Janeiro,Ruud,Sousa,Bedene,Cecchinato,4,5,2.32,1.61,,
Rio De Janeiro,Bedene,Monteiro,Garin,Marterer,4,5,2.02,1.8,,
Rio De Janeiro,Dellien,Carballes,Monteiro,Sousa,4,5,1.38,3.03,,
Rio De Janeiro,Ramos,Delbonis,Auger-Aliassime,Fognini,4,5,2.6,1.5,,
Rio De Janeiro,Cuevas,Ignacio,Londero,Ymer,4,5,1.4,2.97,,
Rio De Janeiro,Munar,Norrie,Djere,Thiem,4,5,6.17,1.13,,
Rio De Janeiro,Auger,Garin,Cuevas,Schwartzman,4,5,1.79,2.04,,
Rio De Janeiro,Djere,Thiem,Daniel,Seyboth,5,5,1.5,2.6,,
Rio De Janeiro,Daniel,Seyboth,Munar,Norrie,5,4,1.44,2.78,,
Rio De Janeiro,Ruud,Berlocq,Dellien,Carballes,5,4,2.62,1.49,,
Rio De Janeiro,Sousa,Pella,Bedene,Monteiro,5,4,1.59,2.36,,
Rio De Janeiro,Bedene,Cecchinato,Auger-Aliassime,Garin,5,4,2.05,1.77,,
Rio De Janeiro,Monteiro,Sousa,Ramos-Vinolas,Delbonis,5,4,2.45,1.55,,
Rio De Janeiro,Dellien,Andreozzi,Djere,Daniel,5,4,1.54,2.48,,
Rio De Janeiro,Carballes,Jarry,Ruud,Sousa,5,4,2.14,1.71,,
Rio De Janeiro,Delbonis,Jaziri,Cuevas,Londero,5,4,1.36,3.13,,
Rio De Janeiro,Ramos,Sonego,Bedene,Dellien,5,3,1.4,3,,
Rio De Janeiro,Ignacio,Ymer,Djere,Ruud,5,3,1.72,2.13,,
Rio De Janeiro,Cuevas,Schwartzman,Auger-Aliassime,Munar,5,3,2.17,1.7,,
Rio De Janeiro,Norrie,Lajovic,Cuevas,Ramos-Vinolas,5,3,1.31,3.49,,
Rio De Janeiro,Munar,Mayer,Djere,Bedene,5,2,1.71,2.15,,
Rio De Janeiro,Garin,Marterer,Auger-Aliassime,Cuevas,5,2,2.24,1.66,,
Rio De Janeiro,Auger,Fognini,Djere,Auger-Aliassime,5,1,2.14,1.72,,
Acapulco,Kyrgios,Zverev,Johnson,Lopez,1,5,1.1,7.21,,
Acapulco,Kyrgios,Isner,Gojowczyk,Gaio,2,5,1.27,3.77,,
Acapulco,Zverev,Norrie,Millman,Granollers,2,5,1.33,3.34,,
Acapulco,Kyrgios,Wawrinka,Wawrinka,Harrison,3,5,1.35,3.19,,
Acapulco,Isner,Millman,Tiafoe,Thompson,3,5,1.65,2.23,,
Acapulco,Norrie,McDonald,Isner,Mannarino,3,5,1.3,3.49,,
Acapulco,Zverev,De,Schwartzman,Copil,3,5,1.65,2.23,,
Acapulco,Kyrgios,Nadal,Norrie,Nishioka,4,5,2.13,1.72,,
Acapulco,Wawrinka,Johnson,Kyrgios,Seppi,4,5,2.04,1.78,,
Acapulco,Isner,Querrey,Zverev,Popyrin,4,5,1.16,5.19,,
Acapulco,Millman,Gojowczyk,Querrey,Garcia-Lopez,4,5,1.32,3.42,,
Acapulco,McDonald,Tiafoe,Nadal,Zverev,4,5,1.05,10.09,,
Acapulco,Norrie,Schwartzman,De,Jarry,4,5,1.28,3.67,,
Acapulco,De,Lopez,Mcdonald,Nava,4,5,1.06,9.05,,
Acapulco,Zverev,Ferrer,Lopez,Lajovic,4,5,2.03,1.78,,
Acapulco,Nadal,Zverev,Ferrer,Sandgren,5,5,1.57,2.4,,
Acapulco,Kyrgios,Seppi,Millman,Gojowczyk,5,4,1.44,2.79,,
Acapulco,Wawrinka,Harrison,Isner,Querrey,5,4,1.94,1.87,,
Acapulco,Johnson,Lopez,Mcdonald,Tiafoe,5,4,2.22,1.66,,
Acapulco,Isner,Mannarino,Wawrinka,Johnson,5,4,1.28,3.65,,
Acapulco,Querrey,Garcia,Norrie,Schwartzman,5,4,2.04,1.78,,
Acapulco,Gojowczyk,Gaio,Kyrgios,Nadal,5,4,3.98,1.25,,
Acapulco,Millman,Granollers,De,Lopez,5,4,1.28,3.65,,
Acapulco,Tiafoe,Thompson,Zverev,Ferrer,5,4,1.18,4.89,,
Acapulco,McDonald,Nava,Norrie,Mcdonald,5,3,1.65,2.24,,
Acapulco,Norrie,Nishioka,Zverev,De,5,3,1.34,3.26,,
Acapulco,Schwartzman,Copil,Kyrgios,Wawrinka,5,3,2.52,1.53,,
Acapulco,De,Jarry,Isner,Millman,5,3,1.63,2.28,,
Acapulco,Lopez,Lajovic,Zverev,Norrie,5,2,1.17,5.09,,
Acapulco,Ferrer,Sandgren,Kyrgios,Isner,5,2,1.74,2.1,,
Acapulco,Zverev,Popyrin,Kyrgios,Zverev,5,1,2.84,1.43,,
Dubai,Federer,Tsitsipas,Fucsovics,Dzumhur,1,5,1.5,2.58,,
Dubai,Tsitsipas,Monfils,Verdasco,Fabbiano,2,5,1.4,2.93,,
Dubai,Federer,Coric,Struff,Raonic,2,5,4.87,1.18,,
Dubai,Tsitsipas,Hurkacz,Basilashvili,Khachanov,3,5,2.61,1.49,,
Dubai,Monfils,Berankis,Federer,Kohlschreiber,3,5,1.11,6.63,,
Dubai,Coric,Basilashvili,Bautista,Ramanathan,3,5,1.07,8.41,,
Dubai,Federer,Fucsovics,Berankis,Medvedev,3,5,5.96,1.13,,
Dubai,Hurkacz,Nishikori,Kudla,Berrettini,4,5,3.02,1.38,,
Dubai,Tsitsipas,Gerasimov,Gerasimov,Haase,4,5,1.95,1.85,,
Dubai,Monfils,Baghdatis,Nishikori,Paire,4,5,1.18,4.82,,
Dubai,Berankis,Kudla,Hurkacz,Moutet,4,5,1.6,2.34,,
Dubai,Coric,Berdych,Baghdatis,Safwat,4,5,1.14,5.67,,
Dubai,Basilashvili,Bautista,Berdych,Ivashka,4,5,1.16,5.33,,
Dubai,Fucsovics,Lennard,Monfils,Cilic,4,5,1.88,1.93,,
Dubai,Federer,Verdasco,Coric,Vesely,4,5,1.21,4.4,,
Dubai,Nishikori,Paire,Tsitsipas,Ebden,5,5,1.25,3.95,,
Dubai,Hurkacz,Moutet,Hurkacz,Nishikori,5,4,5.69,1.14,,
Dubai,Gerasimov,Haase,Berankis,Kudla,5,4,1.56,2.43,,
Dubai,Tsitsipas,Ebden,Basilashvili,Bautista,5,4,3.08,1.37,,
Dubai,Monfils,Cilic,Fucsovics,Struff,5,4,1.6,2.33,,
Dubai,Baghdatis,Safwat,Monfils,Baghdatis,5,4,1.14,5.82,,
Dubai,Kudla,Berrettini,Tsitsipas,Gerasimov,5,4,1.22,4.3,,
Dubai,Berankis,Medvedev,Federer,Verdasco,5,4,1.16,5.3,,
Dubai,Coric,Vesely,Coric,Berdych,5,4,2.06,1.76,,
Dubai,Berdych,Ivashka,Monfils,Berankis,5,3,1.18,4.83,,
Dubai,Bautista,Ramanathan,Tsitsipas,Hurkacz,5,3,1.22,4.36,,
Dubai,Basilashvili,Khachanov,Federer,Fucsovics,5,3,1.17,5.05,,
Dubai,Lennard,Raonic,Coric,Basilashvili,5,3,1.82,1.99,,
Dubai,Fucsovics,Dzumhur,Tsitsipas,Monfils,5,2,2.05,1.78,,
Dubai,Verdasco,Fabbiano,Federer,Coric,5,2,1.38,3.07,,
Dubai,Federer,Kohlschreiber,Federer,Tsitsipas,5,1,1.32,3.44,,
Sao Paulo,Pella,Garin,Garin,Sousa,1,5,1.27,3.72,,
Sao Paulo,Garin,Ruud,Carballes,Marterer,2,5,2.08,1.75,,
Sao Paulo,Pella,Djere,Trungelliti,Daniel,2,5,2.31,1.61,,
Sao Paulo,Ruud,Dellien,Sonego,Delbonis,3,5,2.42,1.55,,
Sao Paulo,Garin,Mayer,Munar,Sakamoto,3,5,1.11,6.49,,
Sao Paulo,Pella,Trungelliti,Londero,Lorenzi,3,5,1.56,2.43,,
Sao Paulo,Djere,Auger,Dellien,Martinez,3,5,1.78,2.04,,
Sao Paulo,Ruud,Sousa,Ramos-Vinolas,Bagnis,4,5,1.61,2.31,,
Sao Paulo,Dellien,Ignacio,Seyboth,Ymer,4,5,2.6,1.5,,
Sao Paulo,Mayer,Sonego,Ruud,Monteiro,4,5,1.7,2.15,,
Sao Paulo,Garin,Munar,Djere,Giannessi,4,5,1.45,2.76,,
Sao Paulo,Trungelliti,Seyboth,Auger-Aliassime,Cuevas,4,5,2.56,1.5,,
Sao Paulo,Pella,Carballes,Garin,Munar,4,4,2.15,1.7,,
Sao Paulo,Auger,Ramos,Mayer,Sonego,4,4,1.74,2.09,,
Sao Paulo,Djere,Jaziri,Pella,Carballes,4,4,1.66,2.21,,
Sao Paulo,Ruud,Monteiro,Trungelliti,Seyboth,5,4,1.61,2.3,,
Sao Paulo,Dellien,Martinez,Dellien,Londero,5,4,2.43,1.56,,
Sao Paulo,Ignacio,Lorenzi,Ruud,Sousa,5,4,1.85,1.95,,
Sao Paulo,Sonego,Delbonis,Auger-Aliassime,Ramos-Vinolas,5,4,1.66,2.23,,
Sao Paulo,Garin,Sousa,Djere,Jaziri,5,4,1.35,3.21,,
Sao Paulo,Munar,Sakamoto,Garin,Mayer,5,3,2.06,1.77,,
Sao Paulo,Trungelliti,Daniel,Ruud,Dellien,5,3,1.51,2.58,,
Sao Paulo,Seyboth,Ymer,Pella,Trungelliti,5,3,1.2,4.62,,
Sao Paulo,Carballes,Marterer,Djere,Auger-Aliassime,5,3,2.17,1.69,,
Sao Paulo,Auger,Cuevas,Garin,Ruud,5,2,2.23,1.66,,
Sao Paulo,Ramos,Bagnis,Pella,Djere,5,2,1.51,2.57,,
Sao Paulo,Djere,Giannessi,Pella,Garin,5,1,1.5,2.62,,
Indian Wells Masters,Thiem,Federer,Auger-Aliassime,Norrie,1,7,2.24,1.65,,
Indian Wells Masters,Thiem,Raonic,Andreozzi,Ivashka,2,7,3.43,1.32,,
Indian Wells Masters,Federer,Nadal,Klizan,Zverev,2,7,1.48,2.64,,
Indian Wells Masters,Thiem,Monfils,Ramos-Vinolas,Dzumhur,3,7,2.14,1.71,,
Indian Wells Masters,Raonic,Kecmanovic,Karlovic,Ebden,3,7,1.85,1.96,,
Indian Wells Masters,Federer,Hurkacz,Kohlschreiber,Herbert,3,7,1.66,2.23,,
Indian Wells Masters,Nadal,Khachanov,Thompson,Delbonis,3,7,1.56,2.43,,
Indian Wells Masters,Monfils,Kohlschreiber,Querrey,Berrettini,4,7,1.6,2.35,,
Indian Wells Masters,Thiem,Karlovic,Giron,Chardy,4,7,3.07,1.37,,
Indian Wells Masters,Raonic,Lennard,Nishioka,Kudla,4,7,1.45,2.76,,
Indian Wells Masters,Kecmanovic,Nishioka,Fratangelo,Ymer,4,7,1.67,2.21,,
Indian Wells Masters,Hurkacz,Shapovalov,Marterer,Humbert,4,7,2.57,1.51,,
Indian Wells Masters,Federer,Edmund,Gunneswaran,Paire,4,7,2.51,1.53,,
Indian Wells Masters,Khachanov,Isner,Jaziri,Klahn,4,7,1.69,2.18,,
Indian Wells Masters,Nadal,Krajinovic,Struff,Millman,4,7,2.95,1.4,,
Indian Wells Masters,Kohlschreiber,Djokovic,Mayer,Opelka,5,7,2.42,1.57,,
Indian Wells Masters,Monfils,Ramos,Lopez,Berdych,5,7,5,1.17,,
Indian Wells Masters,Karlovic,Gunneswaran,Albot,Copil,5,7,1.43,2.83,,
Indian Wells Masters,Thiem,Simon,Gojowczyk,Seppi,5,7,2.53,1.52,,
Indian Wells Masters,Lennard,Zverev,Hurkacz,Young,5,7,1.48,2.65,,
Indian Wells Masters,Raonic,Giron,Bolt,Gulbis,5,7,2.28,1.63,,
Indian Wells Masters,Nishioka,Auger,Lajovic,Daniel,5,7,1.62,2.3,,
Indian Wells Masters,Kecmanovic,Djere,Popyrin,Munar,5,7,1.9,1.91,,
Indian Wells Masters,Hurkacz,Nishikori,Wawrinka,Evans,5,7,1.47,2.7,,
Indian Wells Masters,Shapovalov,Cilic,Haase,Istomin,5,7,2.21,1.67,,
Indian Wells Masters,Edmund,Albot,Johnson,Fritz,5,7,2.07,1.76,,
Indian Wells Masters,Federer,Wawrinka,Krajinovic,Kukushkin,5,7,1.59,2.36,,
Indian Wells Masters,Isner,Pella,Donaldson,Ito,5,7,1.76,2.07,,
Indian Wells Masters,Khachanov,Rublev,Mannarino,Sandgren,5,7,1.81,2.01,,
Indian Wells Masters,Krajinovic,Medvedev,Mcdonald,Sousa,5,7,1.74,2.11,,
Indian Wells Masters,Nadal,Schwartzman,Carballes,Harrison,5,7,3.54,1.3,,
Indian Wells Masters,Djokovic,Fratangelo,Jarry,Tiafoe,6,7,2.96,1.4,,
Indian Wells Masters,Kohlschreiber,Kyrgios,Giron,De,6,6,4.18,1.23,,
Indian Wells Masters,Monfils,Mayer,Djere,Andreozzi,6,6,1.52,2.54,,
Indian Wells Masters,Ramos,Cecchinato,Kecmanovic,Marterer,6,6,2.21,1.67,,
Indian Wells Masters,Karlovic,Coric,Auger-Aliassime,Tsitsipas,6,6,3.03,1.38,,
Indian Wells Masters,Gunneswaran,Basilashvili,Simon,Jaziri,6,6,1.28,3.72,,
Indian Wells Masters,Simon,Jaziri,Monfils,Mayer,6,6,1.24,4.13,,
