"","tourney_country","home_advan","tourney_name","surface","hard","clay","grass","tourney_level","gs_or_lower","X.3","winner_hand","winner_ioc","winner_age","X.4","loser_hand","loser_ioc","loser_age","left_hand_advan","score","round","round_no","minutes","w_fatigue","l_fatigue","w_SvGms","w_bpSaved","w_bpFaced","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_1stin_pc","w_svptWon_pc","w_rtnsvWon_pc","w_sgWon_pc","w_rtngWon_pc","w_avg_1stin_pc","w_avg_svptWon_pc","w_avg_rtnsvWon_pc","w_avg_sgWon_pc","w_avg_rtngWon_pc","w_avg_1stin_os_pc","w_avg_svptWon_os_pc","w_avg_rtnsvWon_os_pc","w_avg_sgWon_os_pc","w_avg_rtngWon_os_pc","w_avg_1stin_hth_pc","w_avg_svptWon_hth_pc","w_avg_rtnsvWon_hth_pc","w_avg_sgWon_hth_pc","w_avg_rtngWon_hth_pc","w_avg_1stin_hth_os_pc","w_avg_svptWon_hth_os_pc","w_avg_rtnsvWon_hth_os_pc","w_avg_sgWon_hth_os_pc","w_avg_rtngWon_hth_os_pc","l_SvGms","l_bpSaved","l_bpFaced","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_1stin_pc","l_svptWon_pc","l_rtnsvWon_pc","l_sgWon_pc","l_rtngWon_pc","l_avg_1stin_pc","l_avg_svptWon_pc","l_avg_rtnsvWon_pc","l_avg_sgWon_pc","l_avg_rtngWon_pc","l_avg_1stin_os_pc","l_avg_svptWon_os_pc","l_avg_rtnsvWon_os_pc","l_avg_sgWon_os_pc","l_avg_rtngWon_os_pc","l_avg_1stin_hth_pc","l_avg_svptWon_hth_pc","l_avg_rtnsvWon_hth_pc","l_avg_sgWon_hth_pc","l_avg_rtngWon_hth_pc","l_avg_1stin_hth_os_pc","l_avg_svptWon_hth_os_pc","l_avg_rtnsvWon_hth_os_pc","l_avg_sgWon_hth_os_pc","l_avg_rtngWon_hth_os_pc","winner_rank","winner_rank_points","loser_rank","loser_rank_points","w_hth","l_hth","w_hth_os","l_hth_os","w_mw_pc","w_mw_os_pc","l_mw_pc","l_mw_os_pc","win_lose","w_mplayed","l_mplayed","w_mplayed_os","l_mplayed_os","hth_mplayed","hth_mplayed_os","w_co_avg_svptWon_pc","w_co_avg_rtnsvWon_pc","w_co_avg_sgWon_pc","w_co_avg_rtngWon_pc","w_tbwon_pc","l_tbwon_pc","w_tbplayed","l_tbplayed","set1","set2","set3","set4","set5","l_co_avg_svptWon_pc","l_co_avg_rtnsvWon_pc","l_co_avg_sgWon_pc","l_co_avg_rtngWon_pc","w_co_mw_pc","l_co_mw_pc","w_co_mplayed","l_co_mplayed","w_co_avg_svptWon_os_pc","w_co_avg_rtnsvWon_os_pc","w_co_avg_sgWon_os_pc","w_co_avg_rtngWon_os_pc","l_co_avg_svptWon_os_pc","l_co_avg_rtnsvWon_os_pc","l_co_avg_sgWon_os_pc","l_co_avg_rtngWon_os_pc","w_co_mw_os_pc","l_co_mw_os_pc","w_co_mplayed_os","l_co_mplayed_os","Avgoddsw","Averoddsl","AS_home_advan","AS_sur_hard","AS_sur_clay","AS_sur_grass","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_odds","AS_win_lose","AS_win_lose_binary","surface.LR.","AS_rank"
"529","SUI",-1,"Geneva","Clay",0,1,0,"A",0,"Marton Fucsovics","R","HUN",26.28062971,"Stan Wawrinka","R","SUI",33.14715948,0,"6-4 6-0","QF",3,71,169,68,8,7,8,55,29,20,17,0.527272727,0.672727273,0.509433962,0.875,0.625,NA,0.626327089,0.399144244,0.772893545,0.271232202,NA,0.624906094,0.405033898,0.775656919,0.295820215,NA,0,0,0,0,NA,0,0,0,0,8,5,10,53,37,20,6,0.698113208,0.490566038,0.327272727,0.375,0.125,NA,0.670760472,0.362638306,0.852333298,0.215879824,NA,0.683850166,0.387935431,0.866919146,0.259788883,NA,0,0,0,0,NA,0,0,0,0,60,884,25,1605,0,0,0,0,0.433333333,0.454545455,0.686746988,0.777777778,"W",30,83,11,27,0,0,0.624026049,0.406736744,0.775682134,0.309009298,0.466666667,0.62745098,15,51,"6-4","6-0","","","",0.674118867,0.379762955,0.867197694,0.229563284,0.416666667,0.75,13,24,0.677966102,0.510638298,1,0.571428571,0.731835206,0.547150412,0.964285715,0.54945055,1,1,1,2,2.72,1.46,-1,0,1,0,0,0,-6.86652977,101,-721,0.633315475108206,0.373065225370967,0.78166905504511,0.241403106449958,0.616983090222333,0.37197155454008,0.749104315746697,0.254416617276621,0,0,0,0,0,0,0,0,0.621670536849196,0.376309971341769,0.77163458804246,0.262716766778071,0.553389081162937,0.410985261541642,0.645390070693124,0.372093022907518,0.386877016652808,0.368852459182679,0,0,0.357142857326531,0.5,0.42652329781863,2.72,"W",1,"Clay",-35
"530","NED",0,"'s-Hertogenbosch","Grass",0,0,1,"A",0,"Ernesto Escobedo","R","USA",20.93908282,"Jason Jung","R","TPE",27.99178645,0,"6-4 6-2","R32",5,64,0,0,9,1,2,50,32,24,11,0.64,0.7,0.428571429,0.888888889,0.444444444,NA,0.657806917,0.324847158,0.829980254,0.157415172,NA,0.697849462,0.314163614,0.866666667,0.19047619,NA,0,0,0,0,NA,0,0,0,0,9,2,6,56,37,24,8,0.660714286,0.571428571,0.3,0.555555556,0.111111111,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,77,683,163,344,0,0,0,0,0.368421053,0.333333333,0,0,"W",19,0,3,0,0,0,0,0,0,0,0.272727273,0,11,0,"6-4","6-2","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.75,0,0,0,1,0,0,-7.05270363,0,339,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.4,"W",1,"Grass",86
"531","USA",0,"Delray Beach","Hard",1,0,0,"A",0,"Juan Martin del Potro","R","ARG",28.41067762,"Damir Dzumhur","R","BIH",24.75564682,0,"7-6(5) 4-6 6-3","R16",4,143,86,63,16,1,4,93,65,51,12,0.698924731,0.677419355,0.403669725,0.8125,0.2,NA,0.690751666,0.366681047,0.871880376,0.23739245,NA,0.694739857,0.366950589,0.884582958,0.25329616,NA,0,0,0,0,NA,0,0,0,0,15,9,12,109,71,47,18,0.651376147,0.596330275,0.322580645,0.8,0.1875,NA,0.595539351,0.385129365,0.698145235,0.264468244,NA,0.589172579,0.378045723,0.674422287,0.248611722,NA,0,0,0,0,NA,0,0,0,0,42,1020,79,662,0,0,0,0,0.666666667,0.695652174,0.448275862,0.419354839,"L",36,58,23,31,0,0,0.685646765,0.374492847,0.892126622,0.258468615,0.5625,0.363636364,16,22,"7-6(5)","4-6","6-3","","",0.582158722,0.397626981,0.680799505,0.30775666,0.75,0.392857143,17,16,0.698624778,0.383281693,0.921645022,0.258694084,0.585612316,0.403975765,0.669567827,0.308746576,0.785714286,0.428571429,8,7,1.11,6.25,0,1,0,0,0,0,-3.6550308,-23,-358,0.618921976958547,0.357966498063483,0.746250253938194,0.232735130175104,0.61620991805106,0.352396350256684,0.726968714679444,0.219390124563592,0,0,0,0,0,0,0,0,0.608537884497004,0.367060479835537,0.724819133646312,0.256488830719453,0.604413187160083,0.366384514831497,0.721313477441605,0.250933586105324,0.402061855512913,0.376100629063936,0,0,0.343750000082031,0.352941176615917,0.392638037048289,6.25,"L",0,"Hard",-37
"532","GBR",0,"Tour Finals","Hard",1,0,0,"F",1,"Kevin Anderson","R","RSA",32.48733744,"Dominic Thiem","R","AUT",25.19096509,0,"6-3 7-6(10)","RR",3,108,64,84,11,0,0,72,44,40,16,0.611111111,0.777777778,0.281690141,1,0.1,NA,0.708286177,0.347271806,0.900133909,0.177920574,NA,0.708240295,0.350050542,0.904876822,0.184982755,NA,0.637532221,0.259421417,0.790849673,0.0625,NA,0.670584046,0.291306039,0.852941177,0.09375,10,6,7,71,41,33,18,0.577464789,0.718309859,0.222222222,0.9,0,NA,0.661696614,0.386737267,0.833800602,0.25921881,NA,0.65951429,0.371908764,0.833043058,0.227777726,NA,0.740578583,0.362467779,0.9375,0.209150327,NA,0.708693961,0.329415954,0.90625,0.147058824,6,4310,8,3895,0.333333333,0.666666667,0.5,0.5,0.678571429,0.675675676,0.683098592,0.616438356,"W",112,142,74,73,3,2,0.70529522,0.337446604,0.888566819,0.167448877,0.564705882,0.533333333,85,60,"6-3","7-6(10)","","","",0.648497563,0.383111867,0.816736289,0.248911147,0.626851852,0.655555556,70,83,0.698700799,0.327110246,0.898558069,0.157843544,0.635486775,0.364409456,0.785001768,0.211903592,0.567333333,0.506666667,46,40,1.8,2.03,0,1,0,0,1,0,7.29637235,-20,415,0.646822842817601,0.344185010270193,0.776410745623998,0.175859296237563,0.65568755450816,0.346734088692979,0.798899208587295,0.181707332601791,0.637532221,0.259421417,0.790849673,0.0625,0.670584046,0.291306039,0.852941176147059,0.09375,0.648006824306906,0.342257315672116,0.781172774822787,0.17013960663577,0.657223270788598,0.339820546774786,0.809175229148231,0.16741192005842,0.498337643140342,0.522922636289426,0.333333333,0.5,0.488808664149576,0.528243326815643,0.514285714285714,1.8,"W",1,"Hard",2
"533","GER",1,"Hamburg","Clay",0,1,0,"A",0,"Horacio Zeballos","L","ARG",32.24093087,"Daniel Altmaier","U","GER",18.86379192,-1,"7-6(2) 6-4","R32",5,108,0,0,11,0,2,61,43,30,13,0.704918033,0.704918033,0.41025641,0.818181818,0.272727273,NA,0.647778522,0.305922882,0.801639664,0.147496861,NA,0.644227736,0.326203232,0.789679723,0.177122698,NA,0,0,0,0,NA,0,0,0,0,11,6,9,78,45,32,14,0.576923077,0.58974359,0.295081967,0.727272727,0.181818182,NA,0.608313957,0.287736276,0.734920635,0.080555556,NA,0.614035088,0.323943662,0.777777778,0,NA,0,0,0,0,NA,0,0,0,0,57,821,218,241,0,0,0,0,0.433962264,0.482758621,0.5,0,"L",53,4,29,1,0,0,0.626865672,0.188679245,0.8,0,0.482758621,0.666666667,29,3,"7-6(2)","6-4","","","",0.614035088,0.323943662,0.777777778,0,0,0,1,1,0.626865672,0.188679245,0.8,0,0.614035088,0.323943662,0.777777778,0,0,0,1,1,1.28,3.62,1,0,1,0,0,-1,-13.37713895,0,-580,0.665378959860531,0.307569988860828,0.832849119981637,0.0913126189915198,0.653063244646315,0.334593298943954,0.814511875895222,0,0,0,0,0,0,0,0,0,0.764948453960146,0.340703073072692,1,0,0.764948453960146,0.340703073072692,1,0,0.535353535440057,0,0,0,0,0,0.5799999999652,3.62,"L",0,"Clay",-161
"534","MEX",0,"Acapulco","Hard",1,0,0,"A",0,"Frances Tiafoe","R","USA",21.09787817,"Jordan Thompson","R","AUS",24.85147159,0,"3-6 6-4 6-3","R32",5,126,0,0,14,3,4,81,44,35,23,0.543209877,0.716049383,0.340909091,0.928571429,0.142857143,NA,0.645098934320513,0.345749430064103,0.804468170025641,0.187405918384615,NA,0.643868334285714,0.342797598428571,0.803647311660714,0.186821237785714,NA,0,0,0,0,NA,0,0,0,0,14,4,6,88,57,44,14,0.647727273,0.659090909,0.283950617,0.857142857,0.071428571,NA,0.606629896076923,0.362249905358974,0.735046581948718,0.215563808128205,NA,0.617934415708333,0.374930614291667,0.750322570875,0.24175639175,NA,0,0,0,0,NA,0,0,0,0,34,1175,79,712,0,0,0,0,0.474358974358974,0.464285714285714,0.333333333333333,0.375,"W",78,39,56,24,0,0,0.652457161444444,0.337479066208333,0.831894163333333,0.157453577125,0.418604651162791,0.263157894736842,43,19,"3-6","6-4","6-3","","",0.597596017361111,0.337327754180556,0.709972110736111,0.172997345708333,0.444444444444444,0.194444444444444,15,19,0.653492281875,0.3441870854375,0.82605469825,0.1719017095,0.61948695825,0.3401398520625,0.7456720361875,0.179582917,0.4375,0.25,9,10,1.65,2.23,0,1,0,0,0,0,-3.75359342,0,463,0.640392790372168,0.363037521472726,0.78866955865604,0.203160507795139,0.631987631303303,0.356808759762764,0.768743509362699,0.199351728154405,0,0,0,0,0,0,0,0,0.659190851612898,0.360911195409123,0.827844753237774,0.181518231853667,0.657680301949761,0.357161311640674,0.821423826757558,0.187343753358158,0.587301587301587,0.553191489361702,0,0,0.695652173913043,0.636363636363636,0.614003590664273,1.65,"W",1,"Hard",45
"535","AUS",0,"Australian Open","Hard",1,0,0,"G",1,"Roger Federer","R","SUI",35.44147844,"Kei Nishikori","R","JPN",27.04996578,0,"6-7(4) 6-4 6-1 4-6 6-3","R16",4,203,338,471,24,7,10,148,100,80,23,0.675675676,0.695945946,0.408536585,0.875,0.291666667,NA,0.724120263,0.402445116,0.915868981,0.28881421,NA,0.724925094,0.421743612,0.919292611,0.329793339,NA,0.644661737,0.386958315,0.821022727,0.304166667,NA,0.630977554,0.417178987,0.791666667,0.338888889,24,11,18,164,107,73,24,0.652439024,0.591463415,0.304054054,0.708333333,0.125,NA,0.661219474,0.403917446,0.842169646,0.299334535,NA,0.660970453,0.396555109,0.834910571,0.286395167,NA,0.613041686,0.355338263,0.695833333,0.178977273,NA,0.582821013,0.369022446,0.661111111,0.208333333,17,1980,5,5010,0.75,0.25,0.666666667,0.333333333,0.81443299,0.84,0.77037037,0.744680851,"W",97,135,50,94,4,3,0.72612038,0.411093031,0.923474382,0.316337902,0.613636364,0.512820513,44,39,"6-7(4)","6-4","6-1","4-6","6-3",0.66705427,0.389022705,0.859272649,0.26312647,0.856770833,0.789583333,60,81,0.740775863,0.432842424,0.945199665,0.35718694,0.655927248,0.394794004,0.845443865,0.281931253,0.94047619,0.737037037,32,39,1.61,2.29,0,1,0,0,1,0,8.39151266,-133,-3030,0.641929128097969,0.378357162383304,0.753675387654161,0.255365457665737,0.646400259283043,0.389524460458542,0.762463241126095,0.283156376627945,0.644661737,0.386958314613042,0.821022727,0.304166667,0.630977554,0.417178987,0.791666667,0.338888889,0.651145480581983,0.381295793829567,0.778251912126556,0.269083925566095,0.652338428948467,0.397551874497841,0.770251691270646,0.297004648903867,0.513901604802251,0.530075187991276,0.75,0.666666667,0.520404935155368,0.560637123369758,0.544749094731658,1.61,"W",1,"Hard",-12
"536","SUI",0,"Gstaad","Clay",0,1,0,"A",0,"Joao Sousa","R","POR",28.31759069,"Santiago Giraldo","R","COL",29.65639973,0,"6-3 6-3","R32",5,70,0,0,9,1,2,49,24,23,12,0.489795918,0.714285714,0.484375,0.888888889,0.444444444,NA,0.620584895,0.367780044,0.75344605,0.229910125,NA,0.615469523,0.368758311,0.736689375,0.242039069,NA,0.666594203,0.378052326,0.822368421,0.177350428,NA,0.623188406,0.3375,0.75,0.076923077,9,5,9,64,41,21,12,0.640625,0.515625,0.285714286,0.555555556,0.111111111,NA,0.600054067,0.355724929,0.714583286,0.194734492,NA,0.595566136,0.381823454,0.691416718,0.247401486,NA,0.621947675,0.333405797,0.822649573,0.177631579,NA,0.6625,0.376811594,0.923076923,0.25,61,750,99,538,0.5,0.5,0,1,0.455357143,0.5,0.307692308,0.380952381,"L",112,39,46,21,2,1,0.629555632,0.374271821,0.775449761,0.238647926,0.459459459,0.466666667,37,15,"6-3","6-3","","","",0.584015,0.330250155,0.681988101,0.171573461,0.49537037,0.138888889,33,20,0.576948942,0.398902916,0.661770348,0.30817325,0.5595158,0.35311006,0.63019255,0.215094485,0.4375,0.1875,10,9,1.49,2.59,0,0,1,0,0,0,1.33880904,0,-212,0.61999681575596,0.36435660100456,0.756578370666897,0.205377017745213,0.617599333764479,0.382859864458867,0.740706445478387,0.251401060414888,0.621947674378052,0.333405797,0.82264957217735,0.177631579,0.6625,0.376811594,0.923076923,0.25,0.609436535285504,0.344080187338983,0.74077928844729,0.181171334571561,0.583790561118383,0.379664149522419,0.671585164335699,0.245299477074593,0.403240324197547,0.432432432463112,0.5,1,0.218978102454473,0.3,0.503891051012203,2.59,"L",0,"Clay",-38
"537","SUI",0,"Basel","Hard",1,0,0,"A",0,"Filip Krajinovic","R","SRB",27.64681725,"Laslo Djere","R","SRB",24.38603696,0,"6-1 6-4","R32",5,54,0,0,9,0,0,43,27,23,13,0.627906977,0.837209302,0.4,1,0.375,NA,0.631264950626667,0.385748920853333,0.784334637613333,0.267213060853333,NA,0.629278433966667,0.382367177183333,0.781655682933333,0.26143295705,NA,0.660714286,0.5,0.888888889,0.444444444,NA,0,0,0,0,8,1,4,40,26,16,8,0.65,0.6,0.162790698,0.625,0,NA,0.621798372123077,0.357328242676923,0.767045174138462,0.185637060246154,NA,0.598581171210526,0.331325067736842,0.723821027631579,0.132726561368421,NA,0.5,0.339285714,0.555555556,0.111111111,NA,0,0,0,0,46,1068,39,1181,1,0,0,0,0.573333333333333,0.566666666666667,0.461538461538462,0.157894736842105,"L",75,65,60,19,1,0,0.630812412222222,0.403966247311111,0.775896769211111,0.298784127111111,0.448275862068966,0.434782608695652,29,46,"6-1","6-4","","","",0.606181653877778,0.356308440211111,0.720267151211111,0.197124326188889,0.733333333333333,0.388888888888889,20,19,0.694675613444444,0.479566623555556,0.883422459888889,0.442389581888889,0.5779107315,0.2989900935,0.644360269166667,0.126863876833333,1,0,5,4,1.16,5.32,0,1,0,0,0,0,-3.26078029,0,113,0.617140630973473,0.361451247183724,0.741637966406472,0.191383996724661,0.610206615048187,0.344913449877373,0.734654250462644,0.145154351143131,0.5,0.339285714,0.555555556,0.111111111,0,0,0,0,0.600091979762899,0.360957262054369,0.706801675767452,0.202589981985799,0.546499391913351,0.300896057306239,0.592924184476126,0.125572198912371,0.445986124876115,0.217917675544794,0,0,0.346534653465347,0,0.492359932088285,5.32,"L",0,"Hard",7
"538","NED",0,"'s-Hertogenbosch","Grass",0,0,1,"A",0,"Evgeny Donskoy","R","RUS",28.09034908,"Franko Skugor","R","CRO",30.72416153,0,"6-3 6-2","R32",5,75,0,0,9,6,7,61,34,21,18,0.557377049,0.639344262,0.474576271,0.888888889,0.5,NA,0.61177093,0.325855151,0.74604009,0.139903265,NA,0.635599903,0.294019659,0.812894737,0.119166667,NA,0,0,0,0,NA,0,0,0,0,8,6,10,59,35,20,11,0.593220339,0.525423729,0.360655738,0.5,0.111111111,NA,0.595803829,0.342030055,0.733541458,0.227022977,NA,0.613866397,0.351073447,0.784090909,0.170454546,NA,0,0,0,0,NA,0,0,0,0,76,726,350,128,0,0,0,0,0.319148936,0.2,0.285714286,0,"L",47,7,5,2,0,0,0.545454545,0.296296296,0.625,0,0.421052632,0,19,3,"6-3","6-2","","","",0.674698795,0.444444444,0.846153846,0.307692308,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.81,1.99,0,0,0,1,0,0,2.63381245,0,-598,0.646447158796196,0.358596877523669,0.839825851234778,0.233307567308995,0.676149163150051,0.35581527260263,0.868070116247771,0.173340794514008,0,0,0,0,0,0,0,0,0.694852941331708,0.448979591795502,1,0.32989690743756,0,0,0,0,0.472361809427388,0,0,0,1,0,0,1.99,"L",0,"Grass",-274
"539","POR",0,"Estoril","Clay",0,1,0,"A",0,"Carlos Berlocq","R","ARG",34.23956194,"Elias Ymer","R","SWE",21.0568104,0,"7-5 6-4","R32",5,114,0,0,11,2,4,56,33,24,16,0.589285714,0.714285714,0.418918919,0.818181818,0.363636364,NA,0.57818798,0.384067956,0.673597091,0.25301069,NA,0.585312504,0.394598899,0.691538197,0.276110506,NA,0,0,0,0,NA,0,0,0,0,11,6,10,74,44,28,15,0.594594595,0.581081081,0.285714286,0.636363636,0.181818182,NA,0.558537491,0.293700056,0.646600159,0.094485885,NA,0.597114654,0.288898318,0.738512356,0.091824495,NA,0,0,0,0,NA,0,0,0,0,64,792,193,279,0,0,0,0,0.4,0.409090909,0.133333333,0.25,"W",25,15,22,8,0,0,0.567099567,0.415492958,0.666666667,0.402097902,0.666666667,0.5,6,8,"7-5","6-4","","","",0.573770492,0.292307692,0.7,0.181818182,0.5,0,2,1,0.649350649,0.563380282,0.833333333,0.727272727,0.573770492,0.292307692,0.7,0.181818182,1,0,1,1,1.35,3.16,0,0,1,0,0,0,13.18275154,0,513,0.663144757270187,0.407453571610859,0.876984794674059,0.281244596239857,0.669532439167174,0.397896043475772,0.882781633670142,0.272131169463043,0,0,0,0,0,0,0,0,0.65987290782239,0.420002334059749,0.785714285630102,0.364847715679618,0.689582007323822,0.495431472133,0.820895522182223,0.509554140033673,0.75000000046875,0.620689655120095,0,0,1,1,0.57142857155102,1.35,"W",1,"Clay",129
"540","CAN",0,"Canada Masters","Hard",1,0,0,"M",1,"Borna Coric","R","CRO",20.72826831,"Mikhail Youzhny","R","RUS",35.11841205,0,"6-2 6-4","R64",6,68,0,0,9,0,1,52,33,24,11,0.634615385,0.673076923,0.490909091,0.888888889,0.444444444,NA,0.638230688,0.348142204,0.791598954,0.202703075,NA,0.62660183,0.348524418,0.762911915,0.209911828,NA,0,0,0,0,NA,0,0,0,0,9,3,7,55,36,24,4,0.654545455,0.509090909,0.326923077,0.555555556,0.111111111,NA,0.610972419,0.369781079,0.740430206,0.227948727,NA,0.595030682,0.380631223,0.704459129,0.24975145,NA,0,0,0,0,NA,0,0,0,0,55,876,98,560,0,0,0,0,0.475609756,0.46,0.430769231,0.459459459,"L",82,65,50,37,0,0,0.638168572,0.345657798,0.780417936,0.209649314,0.512195122,0.6,41,20,"6-2","6-4","","","",0.596110998,0.330228425,0.712905144,0.147698974,0.4,0.15,27,24,0.607492988,0.324791307,0.741470153,0.15687371,0.5724016,0.320039142,0.65988456,0.115302374,0.363636364,0.136363636,16,12,1.6,2.33,0,1,0,0,1,0,14.39014374,0,-316,0.637017103429149,0.366842026160593,0.785074836098377,0.223578289910308,0.630626321663674,0.37789786769438,0.770430341872724,0.246628305745019,0,0,0,0,0,0,0,0,0.632969578660791,0.341005213794565,0.772751286190197,0.159138328812477,0.637991668830703,0.345043725870715,0.807931286695144,0.134577580823854,0.475263920698109,0.499706055011611,0,0,0.272727272727273,0.272727272,0.539473684186865,2.33,"L",0,"Hard",-43
"541","FRA",0,"Paris Masters","Hard",1,0,0,"M",1,"Joao Sousa","R","POR",29.58247776,"Marco Cecchinato","R","ITA",26.07802875,0,"7-5 6-3","R64",6,78,0,0,10,2,2,57,33,28,15,0.578947368,0.754385965,0.407407407,1,0.272727273,NA,0.63001525,0.368312819,0.762258557,0.224821634,NA,0.630954499,0.360622925,0.76033035,0.209374517,NA,0,0,0,0,NA,0,0,0,0,11,4,7,81,48,28,20,0.592592593,0.592592593,0.245614035,0.727272727,0,NA,0.619690281,0.345359509,0.746609708,0.19695323,NA,0.613692101,0.285837512,0.744992997,0.084258704,NA,0,0,0,0,NA,0,0,0,0,48,1017,20,1829,0,0,0,0,0.450980392,0.436363636,0.470588235,0.285714286,"W",102,51,55,14,0,0,0.617798677,0.370736715,0.749583915,0.235792812,0.476190476,0.5,42,26,"7-5","6-3","","","",0.595509208,0.309247915,0.704640482,0.125296356,0.396825397,0.333333333,30,27,0.574267398,0.347636982,0.62915636,0.186506945,0.588510197,0.274192989,0.721148459,0.06347539,0.142857143,0.285714286,8,7,1.37,3.12,0,1,0,0,1,0,3.50444901,0,-812,0.645921215601192,0.372785084378784,0.794671799628334,0.231433374938401,0.688219892221552,0.37012969663469,0.900237040012598,0.219385628626919,0,0,0,0,0,0,0,0,0.666415994979463,0.383687740538078,0.856784567953756,0.250727843754966,0.676834660520221,0.371348640254782,0.908356222480416,0.20548210717203,0.489361702196922,0.604316546324207,0,0,0.543478261226843,0.333333333333333,0.48780487794884,1.37,"W",1,"Hard",-28
"542","MEX",0,"Los Cabos","Hard",1,0,0,"A",0,"Cameron Norrie","L","GBR",23.93155373,"Gregoire Barrere","R","FRA",25.44558522,1,"7-6(5) 6-0","R32",5,84,0,0,9,2,3,66,46,33,10,0.696969697,0.651515152,0.5,0.888888889,0.444444444,NA,0.624836601861539,0.357141660676923,0.776315474046154,0.213466459707692,NA,0.642036347333333,0.375356298416667,0.803530871361111,0.231909471277778,NA,0,0,0,0,NA,0,0,0,0,9,4,8,78,42,23,16,0.538461538,0.5,0.348484848,0.555555556,0.111111111,NA,0.581567312,0.3459366445,0.6729302423,0.2095276565,NA,0.609582955333333,0.299265806,0.735449735666667,0.0606060606666667,NA,0,0,0,0,NA,0,0,0,0,58,950,111,523,0,0,0,0,0.476923076923077,0.527777777777778,0.3,0.333333333333333,"W",65,10,36,3,0,0,0.568345324,0.333333333,0.714285714,0.19047619,0.407407407407407,0.5,27,4,"7-6(5)","6-0","","","",0.556603774,0.178082192,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.29,3.58,0,1,0,0,0,1,-1.51403149,0,427,0.64364835372568,0.380460473983177,0.787463491900661,0.240824970607618,0.682072536496127,0.381095886865669,0.929865211842701,0.239734598702275,0,0,0,0,0,0,0,0,0.761420649449906,0.374558303477956,1,0.202531645165839,0,0,0,0,0.613861386138614,0.612903225806452,0,0,0,0,0.448979591836735,1.29,"W",1,"Hard",53
"543","ZEA",0,"Auckland","Hard",1,0,0,"A",0,"Jack Sock","R","USA",24.29295003,"Ryan Harrison","R","USA",24.67624914,0,"7-6(5) 4-6 6-1","R16",4,125,0,65,15,4,7,105,61,42,25,0.580952381,0.638095238,0.367816092,0.8,0.285714286,NA,0.668838939,0.358837724,0.844077211,0.220698605,NA,0.672228545,0.362183011,0.841154847,0.224071488,NA,0,0,0,0,NA,0,0,0,0,14,2,6,87,61,47,8,0.701149425,0.632183908,0.361904762,0.714285714,0.2,NA,0.651685165,0.345633349,0.794095618,0.186705315,NA,0.653810815,0.35109907,0.798637308,0.193910111,NA,0,0,0,0,NA,0,0,0,0,23,1710,89,632,0,0,0,0,0.663366337,0.676470588,0.470588235,0.5,"L",101,34,68,32,0,0,0.671771661,0.333381572,0.836625651,0.162787956,0.559322034,0.545454545,59,22,"7-6(5)","4-6","6-1","","",0.656323888,0.344498973,0.807000046,0.175801909,0.547619048,0.607142857,24,15,0.667045851,0.329432781,0.829996971,0.152217112,0.656817646,0.338012442,0.81182091,0.169917042,0.541666667,0.625,17,13,1.4,2.86,0,1,0,0,0,0,0.383299109999999,65,-1078,0.644898964777432,0.340702602809787,0.782518859490985,0.181129685739356,0.643518492207845,0.343095470945539,0.780903920181009,0.187341006476233,0,0,0,0,0,0,0,0,0.663150719609044,0.338983496594865,0.832140678515014,0.173643938535217,0.665974511157297,0.336311281001489,0.842104659228887,0.169931653913125,0.414997431660781,0.425000000085,0,0,0.52577319564417,0.535714285561225,0.493723849118637,2.86,"L",0,"Hard",-66
