"","tourney_country","home_advan","tourney_name","surface","hard","clay","grass","tourney_level","gs_or_lower","X.3","winner_hand","winner_ioc","winner_age","X.4","loser_hand","loser_ioc","loser_age","left_hand_advan","score","round","round_no","minutes","w_fatigue","l_fatigue","w_SvGms","w_bpSaved","w_bpFaced","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_1stin_pc","w_svptWon_pc","w_rtnsvWon_pc","w_sgWon_pc","w_rtngWon_pc","w_avg_1stin_pc","w_avg_svptWon_pc","w_avg_rtnsvWon_pc","w_avg_sgWon_pc","w_avg_rtngWon_pc","w_avg_1stin_os_pc","w_avg_svptWon_os_pc","w_avg_rtnsvWon_os_pc","w_avg_sgWon_os_pc","w_avg_rtngWon_os_pc","w_avg_1stin_hth_pc","w_avg_svptWon_hth_pc","w_avg_rtnsvWon_hth_pc","w_avg_sgWon_hth_pc","w_avg_rtngWon_hth_pc","w_avg_1stin_hth_os_pc","w_avg_svptWon_hth_os_pc","w_avg_rtnsvWon_hth_os_pc","w_avg_sgWon_hth_os_pc","w_avg_rtngWon_hth_os_pc","l_SvGms","l_bpSaved","l_bpFaced","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_1stin_pc","l_svptWon_pc","l_rtnsvWon_pc","l_sgWon_pc","l_rtngWon_pc","l_avg_1stin_pc","l_avg_svptWon_pc","l_avg_rtnsvWon_pc","l_avg_sgWon_pc","l_avg_rtngWon_pc","l_avg_1stin_os_pc","l_avg_svptWon_os_pc","l_avg_rtnsvWon_os_pc","l_avg_sgWon_os_pc","l_avg_rtngWon_os_pc","l_avg_1stin_hth_pc","l_avg_svptWon_hth_pc","l_avg_rtnsvWon_hth_pc","l_avg_sgWon_hth_pc","l_avg_rtngWon_hth_pc","l_avg_1stin_hth_os_pc","l_avg_svptWon_hth_os_pc","l_avg_rtnsvWon_hth_os_pc","l_avg_sgWon_hth_os_pc","l_avg_rtngWon_hth_os_pc","winner_rank","winner_rank_points","loser_rank","loser_rank_points","w_hth","l_hth","w_hth_os","l_hth_os","w_mw_pc","w_mw_os_pc","l_mw_pc","l_mw_os_pc","win_lose","w_mplayed","l_mplayed","w_mplayed_os","l_mplayed_os","hth_mplayed","hth_mplayed_os","w_co_avg_svptWon_pc","w_co_avg_rtnsvWon_pc","w_co_avg_sgWon_pc","w_co_avg_rtngWon_pc","w_tbwon_pc","l_tbwon_pc","w_tbplayed","l_tbplayed","set1","set2","set3","set4","set5","l_co_avg_svptWon_pc","l_co_avg_rtnsvWon_pc","l_co_avg_sgWon_pc","l_co_avg_rtngWon_pc","w_co_mw_pc","l_co_mw_pc","w_co_mplayed","l_co_mplayed","w_co_avg_svptWon_os_pc","w_co_avg_rtnsvWon_os_pc","w_co_avg_sgWon_os_pc","w_co_avg_rtngWon_os_pc","l_co_avg_svptWon_os_pc","l_co_avg_rtnsvWon_os_pc","l_co_avg_sgWon_os_pc","l_co_avg_rtngWon_os_pc","w_co_mw_os_pc","l_co_mw_os_pc","w_co_mplayed_os","l_co_mplayed_os","Avgoddsw","Averoddsl","AS_home_advan","AS_sur_hard","AS_sur_clay","AS_sur_grass","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_odds","AS_win_lose","AS_win_lose_binary","surface.LR.","AS_rank"
"350","USA",0,"Cincinnati Masters","Hard",1,0,0,"M",1,"Albert Ramos","L","ESP",29.5742642,"Gilles Muller","L","LUX",34.26694045,0,"5-7 6-4 6-4","R32",5,139,104,124,16,2,3,98,64,51,17,0.653061224,0.693877551,0.344444444,0.9375,0.125,NA,0.615740124,0.382075348,0.758509253,0.258856205,NA,0.616258381,0.35917243,0.754364408,0.21857276,NA,0,0,0,0,NA,0,0,0,0,16,1,3,90,47,42,17,0.522222222,0.655555556,0.306122449,0.875,0.0625,NA,0.698584385,0.328784961,0.881419401,0.164148564,NA,0.690725767,0.335699656,0.875589694,0.16812999,NA,0,0,0,0,NA,0,0,0,0,24,1735,22,1885,0,0,0,0,0.517241379,0.409090909,0.607142857,0.557142857,"L",116,112,44,70,0,0,0.603518175,0.351343888,0.724004736,0.202689567,0.38,0.558441558,50,77,"5-7","6-4","6-4","","",0.678058858,0.296605177,0.855053173,0.119822364,0.310185185,0.5,64,54,0.61617126,0.340921097,0.737862511,0.196645857,0.677150765,0.302175969,0.854125703,0.124760215,0.284313725,0.441176471,22,20,3,1.38,0,1,0,0,1,0,4.69267625,20,150,0.646442505135888,0.348095530993759,0.772988035841573,0.17790838702665,0.657897850452257,0.352641233071495,0.800237378644323,0.182255838479357,0,0,0,0,0,0,0,0,0.658691518586643,0.329516145027198,0.808375364504983,0.14199871513963,0.665130616290425,0.329043263220866,0.812855748589161,0.144628945238338,0.539978094285555,0.57661290321746,0,0,0.617142857283918,0.608108108741417,0.595073346059127,1.38,"L",0,"Hard",2
"351","CHN",0,"Beijing","Hard",1,0,0,"A",0,"Diego Schwartzman","R","ARG",27.1211499,"Fernando Verdasco","L","ESP",35.87405886,1,"6-4 3-6 6-3","R32",5,128,0,0,14,11,14,100,71,46,16,0.71,0.62,0.420454545,0.785714286,0.285714286,NA,0.621809640628099,0.42023330985124,0.755772939991735,0.323364268719008,NA,0.635465958712121,0.410001542954545,0.789791573469697,0.305684020924242,NA,0.66873706,0.4528186275,0.9444444445,0.4166666665,NA,0.714285714,0.395833333,1,0.333333333,14,7,11,88,49,31,20,0.556818182,0.579545455,0.38,0.714285714,0.214285714,NA,0.641933348387931,0.379512110327586,0.795720722844828,0.236658365767241,NA,0.660251222606557,0.383448983114754,0.815658934508197,0.243261985213115,NA,0.5471813725,0.33126294,0.5833333335,0.0555555555,NA,0.604166667,0.285714286,0.666666667,0,16,1995,38,1195,1,0,1,0,0.603305785123967,0.590909090909091,0.53448275862069,0.557377049180328,"L",121,116,66,61,2,1,0.615622615035897,0.406614977347009,0.733464917252991,0.299429932222222,0.459459459459459,0.428571428571429,37,49,"6-4","3-6","6-3","","",0.638267108192308,0.356347248581197,0.782981558884616,0.198842491183761,0.551282051282051,0.393162393162393,63,61,0.62823683355,0.403482118675,0.763878621275,0.3108402744,0.64971662455,0.37161490375,0.7910815437,0.24373720635,0.6,0.5,22,20,1.43,2.79,0,1,0,0,0,1,8.75290896,0,-800,0.604362171800902,0.379011151975247,0.711045835520382,0.238463220974527,0.616911484699978,0.376330709634354,0.727394710562606,0.235478580145723,0.5471813725,0.33126294,0.5833333335,0.0555555555,0.604166667,0.285714286,0.666666667,0,0.61085084817285,0.366623762649476,0.723367744446213,0.213279964724479,0.616898404721318,0.371670008548976,0.717910772530151,0.241894975910115,0.469755792110207,0.485399091499027,0,0,0.416289592760181,0.454545454545455,0.482608695652174,2.79,"L",0,"Hard",-22
"352","USA",0,"Cincinnati Masters","Hard",1,0,0,"A",0,"Andrey Rublev","R","RUS",21.80971937,"Nikoloz Basilashvili","R","RUS",27.4661191,0,"6-7(4) 6-4 6-2","R64",6,117,0,0,15,1,1,92,53,45,21,0.576086957,0.717391304,0.376344086,1,0.2,NA,0.617661658,0.38461242016,0.754157695133333,0.2408083322,NA,0.613933202416667,0.386483166433333,0.750726843816667,0.249469109316667,NA,0.558283864,0.3453296705,0.6444444445,0.19375,NA,0.529411765,0.35,0.555555556,0.2,15,2,5,93,59,40,18,0.634408602,0.623655914,0.282608696,0.8,0,NA,0.615400387068627,0.367796959078431,0.757211178313726,0.225806748254902,NA,0.624294976421053,0.371085439385965,0.77532120631579,0.237976404859649,NA,0.6546703295,0.441716136,0.80625,0.3555555555,NA,0.65,0.470588235,0.8,0.444444444,70,836,17,2020,0,1,0,1,0.493333333333333,0.483333333333333,0.53921568627451,0.543859649122807,"L",75,102,60,57,2,1,0.606609199444445,0.367614181009259,0.750189205768519,0.214550427805556,0.379310344827586,0.522727272727273,29,44,"6-7(4)","6-4","6-2","","",0.605016570808642,0.363249105240741,0.74376927804321,0.229583410246914,0.398148148148148,0.567901234567901,34,41,0.593478123277778,0.358136623916667,0.725609575611111,0.193337526694444,0.617422064305555,0.362320714888889,0.774204034638889,0.227427685194444,0.361111111111111,0.583333333333333,19,22,1.95,1.85,0,1,0,0,0,0,5.65639973,0,1184,0.615392505596113,0.373224154423482,0.758713803023705,0.230423409521037,0.617637985975909,0.37672935682401,0.756565703723786,0.24069548186299,0.6546703295,0.441716136,0.80625,0.3555555555,0.65,0.470588235,0.8,0.444444444,0.622041375596887,0.374538325326452,0.776118109127755,0.234323154672959,0.632890744308469,0.37907632905671,0.800176514972635,0.238634620646638,0.522218002278769,0.529461998292058,1,1,0.587859424920128,0.617647058823529,0.579496090356212,1.85,"L",0,"Hard",53
"353","USA",1,"Winston-Salem","Hard",1,0,0,"A",0,"Andrey Rublev","R","RUS",21.82888433,"Sam Querrey","R","USA",31.86584531,0,"7-6(4) 7-6(10)","R16",4,111,211,89,12,1,3,89,45,40,22,0.505617978,0.696629213,0.347826087,0.833333333,0.166666667,NA,0.620884249417721,0.38532340343038,0.764712082101266,0.242802302974684,NA,0.618144117171875,0.387243864765625,0.7639693434375,0.251389118421875,NA,0.548076923,0.269230769,0.615384615,0,NA,0,0,0,0,12,2,4,92,52,42,18,0.565217391,0.652173913,0.303370787,0.833333333,0.166666667,NA,0.693213920938272,0.347087460358025,0.873614935333333,0.194238194555556,NA,0.68993931425,0.347860137339286,0.863716678803571,0.197833189267857,NA,0.730769231,0.451923077,1,0.384615385,NA,0,0,0,0,47,1031,46,1035,0,1,0,0,0.518987341772152,0.515625,0.555555555555556,0.517857142857143,"L",79,81,64,56,1,0,0.610059910243056,0.3686835043125,0.760221799354167,0.215893029284722,0.354838709677419,0.423728813559322,31,59,"7-6(4)","7-6(10)","","","",0.666489371194444,0.341410275100694,0.824688587517361,0.171537283118056,0.458333333333333,0.420138888888889,36,32,0.610858848866667,0.373231351011111,0.770136580177778,0.206797646866667,0.658700193977778,0.352513704588889,0.813730017244444,0.181872571866667,0.455555555555556,0.355555555555556,20,18,1.99,1.82,1,1,0,0,0,0,10.03696098,-122,4,0.642735216738152,0.358571905410785,0.782516522816629,0.20255293656385,0.64050323815908,0.360102075860233,0.774560298182137,0.205690027360806,0.730769231,0.451923077,1,0.384615385,0,0,0,0,0.643843542430583,0.358823934117651,0.792526577638182,0.184100467969594,0.638317722892045,0.365916283710227,0.797362037170458,0.191040780937971,0.517015706806283,0.501079913606912,1,0,0.478260869565217,0.438356164383562,0.544241573033708,1.82,"L",0,"Hard",1
"354","CAN",0,"Canada Masters","Hard",1,0,0,"M",1,"Roberto Bautista Agut","R","ESP",29.31416838,"Ryan Harrison","R","USA",25.25119781,0,"7-5 6-2","R32",5,64,80,85,10,0,1,52,32,24,14,0.615384615,0.730769231,0.454545455,0.9,0.4,NA,0.649017656,0.396103573,0.806257796,0.274550235,NA,0.660411608,0.39457992,0.825970129,0.270087311,NA,0,0,0,0,NA,0,0,0,0,10,0,4,55,36,22,8,0.654545455,0.545454545,0.269230769,0.6,0.1,NA,0.646751707,0.346140331,0.79697473,0.197784148,NA,0.665152033,0.364010341,0.827720267,0.234915428,NA,0,0,0,0,NA,0,0,0,0,16,2335,44,1018,0,0,0,0,0.661538462,0.67816092,0.481481481,0.564102564,"W",130,54,87,39,0,0,0.649797082,0.378317183,0.818972995,0.225667518,0.561403509,0.413793103,57,29,"7-5","6-2","","","",0.642726476,0.349373291,0.787186746,0.198772267,0.634615385,0.512820513,44,36,0.644670579,0.377594749,0.80247686,0.227837137,0.667835906,0.360232647,0.820063933,0.231028257,0.588235294,0.647058824,26,22,1.39,3,0,1,0,0,1,0,4.06297057,-5,1317,0.652175498240763,0.379826022456347,0.803012066197107,0.256223834224898,0.644667569495819,0.372339362687878,0.778566664000686,0.246024272752834,0,0,0,0,0,0,0,0,0.65033661881806,0.370520084685233,0.804693498047451,0.222803542445273,0.641525036760107,0.361185839724587,0.776461428976166,0.217422372705469,0.578763709287267,0.545907473522743,0,0,0.553072625761618,0.476190475959184,0.575682382497859,1.39,"W",1,"Hard",28
"355","USA",0,"Miami Masters","Hard",1,0,0,"A",0,"Roger Federer","R","SUI",37.60711841,"Filip Krajinovic","R","SRB",27.05270363,0,"7-5 6-3","R32",5,90,128,242,11,1,2,59,43,32,9,0.728813559,0.694915254,0.43902439,0.909090909,0.3,NA,0.733403330991072,0.393323766508929,0.921817115946429,0.260127038651786,NA,0.724134926197674,0.393374499116279,0.915521072197674,0.263635177988372,NA,0.6766513055,0.5253004425,0.794642857,0.5714285715,NA,0.6766513055,0.5253004425,0.794642857,0.5714285715,10,7,10,82,54,34,12,0.658536585,0.56097561,0.305084746,0.7,0.090909091,NA,0.6334644774,0.38099881656,0.79011668964,0.2549908327,NA,0.633096096285714,0.382821921653061,0.788894581265306,0.258251092653061,NA,0.4746995575,0.3233486945,0.4285714285,0.205357143,NA,0.4746995575,0.3233486945,0.4285714285,0.205357143,5,4600,103,576,1,0,1,0,0.857142857142857,0.848837209302326,0.56,0.571428571428571,"L",112,50,86,49,2,2,0.727376597598413,0.406809607979365,0.920195024402381,0.292538997899206,0.655172413793103,0.578947368421053,58,19,"7-5","6-3","","","",0.615973829928571,0.371517182714286,0.753125605309524,0.233326259761905,0.933333333333333,0.404761904761905,41,25,0.729269306216667,0.40599866955,0.929619599705556,0.294909146285185,0.604527564111111,0.37281049425,0.733507650638889,0.230084340111111,0.931481481481481,0.361111111111111,32,21,1.19,4.77,0,1,0,0,0,0,-10.55441478,114,-4024,0.616937797211657,0.341886290687123,0.75231745580154,0.216680073408148,0.61676983161683,0.345832741715585,0.749522352531572,0.220018075386804,0.4746995575,0.3233486945,0.4285714285,0.205357143,0.4746995575,0.3233486945,0.4285714285,0.205357143,0.602252448659632,0.338082887873447,0.720236300433695,0.202273042522095,0.598230450604853,0.338279037590687,0.713239663950221,0.198399205358813,0.395161290322581,0.40233918128655,0,0,0.302491103202847,0.279369627507163,0.469117647058824,4.77,"L",0,"Hard",-98
"356","USA",0,"Indian Wells Masters","Hard",1,0,0,"M",1,"Pablo Cuevas","R","URU",31.17590691,"David Goffin","R","BEL",26.24503765,0,"6-3 3-6 6-3","R16",4,98,186,213,14,0,1,80,54,43,15,0.675,0.725,0.328767123,0.928571429,0.153846154,NA,0.657590386,0.366662269,0.827670032,0.211751555,NA,0.638952919,0.355973839,0.793644532,0.18179267,NA,0,0,0,0,NA,0,0,0,0,13,3,5,73,45,35,14,0.616438356,0.671232877,0.275,0.846153846,0.071428571,NA,0.642514506,0.410880933,0.78258626,0.30573643,NA,0.639914933,0.405341705,0.786067713,0.292019677,NA,0,0,0,0,NA,0,0,0,0,33,1190,12,3245,0,0,0,0,0.553398058,0.4,0.648854962,0.654761905,"W",103,131,40,84,0,0,0.647842765,0.348376406,0.818225734,0.179065155,0.45,0.531914894,60,47,"6-3","3-6","6-3","","",0.655481123,0.414803477,0.809423653,0.333439227,0.455128205,0.670940171,64,59,0.631741285,0.339750935,0.777730417,0.148191156,0.632620426,0.396522793,0.791547115,0.285835387,0.349206349,0.587301587,25,28,3.62,1.29,0,1,0,0,1,0,4.93086926,-27,-2055,0.615449731131248,0.363328088877194,0.730249967464893,0.212957358963563,0.611851200145602,0.357443370191947,0.731022101880859,0.187829436138828,0,0,0,0,0,0,0,0,0.609650455057084,0.347037698015811,0.710472022427016,0.181150412175431,0.614376499691357,0.349404505960146,0.731248046970867,0.157694073523584,0.460300825861099,0.379232505557735,0,0,0.404174572965718,0.372881355914105,0.45828819050381,3.62,"W",1,"Hard",-21
"357","CHN",0,"Shanghai Masters","Hard",1,0,0,"A",0,"Taylor Fritz","R","USA",21.94113621,"Fernando Verdasco","L","ESP",35.89322382,1,"7-6(2) 6-7(5) 6-4","R64",6,159,0,0,17,8,10,127,72,54,28,0.566929134,0.645669291,0.361111111,0.882352941,0.176470588,NA,0.654068602625,0.340285683863636,0.819514781602273,0.173596377886364,NA,0.658192756196079,0.336029034862745,0.833946613607843,0.164323264372549,NA,0.684782609,0.355555556,0.866666667,0.2,NA,0.684782609,0.355555556,0.866666667,0.2,17,3,6,108,59,45,24,0.546296296,0.638888889,0.354330709,0.823529412,0.117647059,NA,0.641396748474138,0.379914409181034,0.79613123187069,0.237179396456897,NA,0.659230803098361,0.384214010442623,0.816439574622951,0.244252797672131,NA,0.644444444,0.315217391,0.8,0.133333333,NA,0.644444444,0.315217391,0.8,0.133333333,29,1385,41,1170,1,0,1,0,0.522727272727273,0.509803921568627,0.53448275862069,0.557377049180328,"L",88,116,51,61,1,1,0.660652578288095,0.339488398295238,0.825793502338095,0.172147900464286,0.673469387755102,0.428571428571429,49,49,"7-6(2)","6-7(5)","6-4","","",0.65293592357619,0.369376305733333,0.80950452915,0.213368205819048,0.530952380952381,0.466666666666667,47,54,0.650124725868421,0.326966875342105,0.818259697368421,0.142636795315789,0.681983631605263,0.367711113421053,0.841777842,0.212522813368421,0.421052631578947,0.5,22,21,1.83,1.97,0,1,0,0,0,1,13.95208761,0,-215,0.653364802451154,0.367428095861504,0.820984391761461,0.224454152754512,0.662370546820079,0.368583572880616,0.832453618918872,0.226537684139679,0.644444444,0.315217391,0.8,0.133333333,0.644444444,0.315217391,0.8,0.133333333,0.657920114598703,0.358607716213955,0.824634569964925,0.205327240355533,0.675933682484228,0.361267602521977,0.855104962981129,0.206176192508837,0.505559673832468,0.522289156626506,0,0,0.467780429594272,0.542857142857143,0.388888888888889,1.97,"L",0,"Hard",-12
"358","ESP",0,"Barcelona","Clay",0,1,0,"A",0,"Dominic Thiem","R","AUT",25.63175907,"Diego Schwartzman","R","ARG",26.68035592,0,"6-3 6-3","R32",5,87,0,139,9,3,6,59,48,28,5,0.813559322,0.559322034,0.558823529,0.666666667,0.666666667,NA,0.661591780062992,0.38584426580315,0.829792618850394,0.254225532244094,NA,0.656747672034483,0.408096507206897,0.812629167810345,0.298215251655172,NA,0.567241910333333,0.498873961333333,0.665686274666667,0.456209150666667,NA,0.578135593,0.541699372,0.675,0.566666667,9,5,11,68,38,20,10,0.558823529,0.441176471,0.440677966,0.333333333,0.333333333,NA,0.611941465666667,0.420512425940171,0.73609487191453,0.332385682470085,NA,0.59138733616,0.44114121088,0.6946100109,0.37789374154,NA,0.501126038666667,0.432758089666667,0.543790849333333,0.334313725333333,NA,0.458300628,0.421864407,0.433333333,0.325,5,4675,25,1485,0.333333333333333,0.666666666666667,0.5,0.5,0.677165354330709,0.741379310344828,0.572649572649573,0.62,"W",127,117,58,50,3,2,0.665088953873227,0.380144377120745,0.837146517088121,0.23345944014273,0.547169811320755,0.303030303030303,53,33,"6-3","6-3","","","",0.604459280457447,0.411394824987588,0.728644029342198,0.314810403925532,0.695390070921986,0.521276595744681,89,67,0.658634263001401,0.405633978970588,0.824278538105042,0.278265684630252,0.569095573147059,0.422648924617647,0.666360043323529,0.3375426755,0.771708683473389,0.558823529411765,29,22,1.3,3.49,0,0,1,0,0,0,-1.04859685,-139,3190,0.611393779261457,0.386700524605389,0.713997686850266,0.256710385019366,0.59819138553536,0.408307257706306,0.682581713823372,0.300370329908482,0.567241910333333,0.498873961333333,0.665686274666667,0.456209150666667,0.578135593,0.541699372,0.675,0.566666667,0.617834626897077,0.386088731435122,0.72671686051548,0.242655231529011,0.609122818650027,0.416150283008583,0.70947106874333,0.294577710934279,0.541812503365462,0.544579533941236,0.333333333333333,0.5,0.571553482949577,0.58,0.643577673167451,1.3,"W",1,"Clay",20
"359","QAT",0,"Doha","Hard",1,0,0,"A",0,"Andy Murray","R","GBR",29.63723477,"Jeremy Chardy","R","FRA",29.88911704,0,"6-0 7-6(2)","R32",5,81,0,0,9,0,1,55,40,34,8,0.727272727,0.763636364,0.5,0.888888889,0.444444444,NA,0.675921383,0.4269738,0.854163671,0.350700289,NA,0.666352591,0.432238582,0.836536013,0.361893789,NA,0.693095238,0.450746946,0.884259259,0.437962963,NA,0,0,0,0,9,3,7,66,41,26,7,0.621212121,0.5,0.236363636,0.555555556,0.111111111,NA,0.652764643,0.366811558,0.79330963,0.22060694,NA,0.666261968,0.359635389,0.820194148,0.214190161,NA,0.549253054,0.306904762,0.562037037,0.115740741,NA,0,0,0,0,1,12410,69,725,1,0,0,0,0.857142857,0.819148936,0.471264368,0.490566038,"L",154,87,94,53,3,0,0.679619507,0.428558243,0.856602483,0.364588252,0.641509434,0.4,53,45,"6-0","7-6(2)","","","",0.635783361,0.343498259,0.765759791,0.1724928,0.837373737,0.343434343,100,45,0.653382605,0.436079006,0.810997157,0.389529023,0.64905275,0.333898174,0.784574295,0.15822886,0.790151515,0.340909091,52,27,1.04,11.77,0,1,0,0,0,0,0.251882269999999,0,-11685,0.604558119822358,0.351779006471418,0.693446461280202,0.205259557474074,0.606519466922434,0.350525928188749,0.69385205814853,0.20384964827192,0.549253054,0.306904762,0.562037037,0.115740741,0,0,0,0,0.59734897011505,0.335736774802521,0.677454873958675,0.167615966032953,0.598132665836387,0.338199812152932,0.668232755134757,0.163252798856719,0.354758961808567,0.374559387148001,0,0,0.290846877504429,0.301406564061696,0.384057971000578,11.77,"L",0,"Hard",-68
"360","USA",0,"Indian Wells Masters","Hard",1,0,0,"M",1,"Stan Wawrinka","R","SUI",31.93976728,"Dominic Thiem","R","AUT",23.50444901,0,"6-4 4-6 7-6(2)","QF",3,151,288,200,16,8,11,115,78,52,20,0.67826087,0.626086957,0.387755102,0.8125,0.1875,NA,0.673549286,0.371192867,0.852881829,0.227671894,NA,0.667393955,0.363798936,0.846192944,0.21655645,NA,0.706568026,0.374527128,0.892773893,0.146464647,NA,0.684931507,0.385542169,0.909090909,0.181818182,16,2,5,98,62,42,18,0.632653061,0.612244898,0.373913043,0.8125,0.1875,NA,0.665852803,0.375756452,0.832562976,0.245409858,NA,0.665367117,0.361835532,0.83135804,0.219522589,NA,0.625472872,0.293431974,0.853535353,0.107226107,NA,0.614457831,0.315068493,0.818181818,0.090909091,3,5195,9,3375,0.666666667,0.333333333,1,0,0.728682171,0.73255814,0.680272109,0.621621622,"L",129,147,86,74,3,1,0.670302733,0.37077734,0.838152817,0.223102741,0.658536585,0.493506494,82,77,"6-4","4-6","7-6(2)","","",0.659749381,0.366957584,0.820345296,0.23253984,0.653174603,0.600396825,84,78,0.646270592,0.357411468,0.807900616,0.203307107,0.647975397,0.349175209,0.790962249,0.19033124,0.54,0.506666667,38,37,1.82,1.98,0,1,0,0,1,0,-8.43531827,-88,-1820,0.642067000771528,0.358100064063502,0.785262774841578,0.223446886564662,0.64651094452685,0.351559624525215,0.793345304348258,0.20598610248463,0.625472872,0.293431974,0.853535353,0.107226107,0.614457831,0.315068493,0.818181818,0.090909091,0.640205991320433,0.353775786064319,0.786187013546512,0.217186359203732,0.644503543419577,0.350772697668951,0.795521097202557,0.190668369132872,0.482820570302679,0.459039220230202,0.333333333,0,0.478949034406359,0.484076433285326,0.428375034749894,1.98,"L",0,"Hard",-6
"361","USA",0,"Indian Wells Masters","Hard",1,0,0,"A",0,"Peter Gojowczyk","R","GER",29.63449692,"Andreas Seppi","R","ITA",35.03080082,0,"7-5 6-4","R128",7,90,0,0,11,2,5,70,41,28,14,0.585714286,0.6,0.453333333,0.727272727,0.454545455,NA,0.628866430441559,0.360090712155844,0.769684830922078,0.20911532387013,NA,0.633755868553571,0.362277569142857,0.786691325714286,0.209090109607143,NA,0.6111859835,0.388172043,0.794642857,0.2761904765,NA,0.571428571,0.376344086,0.714285714,0.266666667,11,6,11,75,39,26,15,0.52,0.546666667,0.4,0.545454545,0.272727273,NA,0.631635335465116,0.372128735813954,0.768550479023256,0.233718875023256,NA,0.632266190916667,0.372564799104167,0.777526538354167,0.23549902475,NA,0.611827957,0.3888140165,0.7238095235,0.205357143,NA,0.623655914,0.428571429,0.733333333,0.285714286,85,640,47,960,0.5,0.5,0,1,0.506493506493506,0.5,0.511627906976744,0.541666666666667,"W",77,86,56,48,2,1,0.630109574311594,0.353911409978261,0.761136114565217,0.186486392956522,0.484848484848485,0.511627906976744,33,43,"7-5","6-4","","","",0.621942508463768,0.344322812318841,0.729631602253623,0.178368010137681,0.442028985507246,0.384057971014493,35,30,0.622917482730769,0.343401793307692,0.763627875461538,0.167030681730769,0.609712407076923,0.345702268115385,0.720705576384615,0.178508897769231,0.423076923076923,0.384615384615385,18,16,2.53,1.52,0,1,0,0,0,0,-5.3963039,0,-320,0.628241225973148,0.363094942418485,0.767073936802871,0.213892439779786,0.629775268383059,0.364265086858697,0.769613336065015,0.211926395159858,0.6111859835,0.388172043,0.794642857,0.2761904765,0.571428571,0.376344086,0.714285714,0.266666667,0.646642684456024,0.362668431503854,0.810146644971796,0.203561543307251,0.643098060086643,0.360294488497934,0.810527618875241,0.188153497397263,0.497478493028775,0.48,0.5,0,0.535087719298246,0.523809523809524,0.486562942008487,2.53,"W",1,"Hard",-38
"362","USA",0,"Indian Wells Masters","Hard",1,0,0,"M",1,"Roger Federer","R","SUI",35.57563313,"Stan Wawrinka","R","SUI",31.93976728,0,"6-4 7-5","F",1,80,287,503,11,2,3,57,36,28,14,0.631578947,0.736842105,0.416666667,0.909090909,0.272727273,NA,0.723134397,0.39953508,0.916603165,0.285783902,NA,0.723019414,0.415160611,0.920484074,0.321756202,NA,0.694062668,0.361966467,0.877167818,0.213501861,NA,0.692873388,0.405189752,0.891488414,0.258749754,11,2,5,72,44,31,11,0.611111111,0.583333333,0.263157895,0.727272727,0.090909091,NA,0.674019493,0.371979099,0.85369661,0.22848988,NA,0.668233815,0.365137395,0.847557877,0.218026758,NA,0.638033533,0.305937332,0.786498139,0.122832182,NA,0.594810248,0.307126612,0.741250246,0.108511587,10,3305,3,5195,0.75,0.25,1,0,0.82,0.849056604,0.732824427,0.738636364,"L",100,131,53,88,8,4,0.722731738,0.398525028,0.915703094,0.283311424,0.625,0.662650602,48,83,"6-4","7-5","","","",0.672289461,0.360685999,0.84765683,0.206660371,0.813888889,0.602222222,60,63,0.723816476,0.411651154,0.927106757,0.304582295,0.649290695,0.35911831,0.810804016,0.204974944,0.87254902,0.593137255,32,29,1.38,3.09,0,1,0,0,1,0,-3.63586585,216,1890,0.627839059095508,0.339671732983556,0.749198078431024,0.199538265469074,0.6167964307027,0.335555861048699,0.72483338071567,0.191501698422137,0.638033533,0.305937332,0.786498139,0.122832182,0.594810248,0.307126612,0.741250246,0.108511586891488,0.627830000346587,0.332914984388889,0.749496572518295,0.184129631304419,0.611994611780085,0.331615822709383,0.726926633403877,0.181060204240507,0.471929996886892,0.465226198570655,0.25,0,0.425264809605749,0.404682274179036,0.514619882886522,3.09,"L",0,"Hard",7
